location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name
county03,1900-01-01,8963,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1292.44088629462,Oslo
county11,1900-01-01,1415,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,479892,294.858009718853,Rogaland
county15,1900-01-01,555,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265238,209.246035635919,Møre og Romsdal
county18,1900-01-01,478,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241235,198.147035048811,Nordland
county30,1900-01-01,8460,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1241165,681.617673717838,Viken
county34,1900-01-01,1496,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371385,402.816484241421,Innlandet
county38,1900-01-01,1006,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,419396,239.868763650583,Vestfold og Telemark
county42,1900-01-01,936,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,307231,304.656756642396,Agder
county46,1900-01-01,4571,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,636531,718.111136771029,Vestland
county50,1900-01-01,1144,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,468702,244.078326954013,Trøndelag
county54,1900-01-01,784,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,243311,322.221354562679,Troms og Finnmark
municip0301,1900-01-01,8962,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1292.29668894035,Oslo
municip1101,1900-01-01,62,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14811,418.607791506313,Eigersund
municip1103,1900-01-01,485,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,143574,337.804895036706,Stavanger
municip1106,1900-01-01,163,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37357,436.330540460958,Haugesund
municip1108,1900-01-01,176,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,79537,221.280661830343,Sandnes
municip1111,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3280,335.365853658537,Sokndal
municip1112,1900-01-01,7,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3202,218.613366645846,Lund
municip1114,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2787,143.523501973448,Bjerkreim
municip1119,1900-01-01,38,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18991,200.094781738718,Hå
municip1120,1900-01-01,42,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19588,214.416989993874,Klepp
municip1121,1900-01-01,24,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18916,126.876718122225,Time
municip1122,1900-01-01,42,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12002,349.941676387269,Gjesdal
municip1124,1900-01-01,85,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,27153,313.040916289176,Sola
municip1127,1900-01-01,25,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11221,222.796542197665,Randaberg
municip1130,1900-01-01,27,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12968,208.20481184454,Strand
municip1133,1900-01-01,12,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2574,466.200466200466,Hjelmeland
municip1134,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3804,131.440588853838,Suldal
municip1135,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4595,130.576713819369,Sauda
municip1144,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,517,0,Kvitsøy
municip1145,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,852,117.370892018779,Bokn
municip1146,1900-01-01,37,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11065,334.387708992318,Tysvær
municip1149,1900-01-01,117,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,42186,277.343194424691,Karmøy
municip1151,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,198,0,Utsira
municip1160,1900-01-01,44,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8714,504.934588019279,Vindafjord
municip1505,1900-01-01,55,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,24179,227.470118698044,Kristiansund
municip1506,1900-01-01,69,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,31967,215.847592830106,Molde
municip1507,1900-01-01,165,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,66258,249.026532645115,Ålesund
