location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name,date_of_publishing
county03,1900-01-01,258194,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,699827,36893.9752253057,Oslo,2022-06-02
county11,1900-01-01,122072,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,485797,25128.1914050519,Rogaland,2022-06-02
county15,1900-01-01,53827,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265848,20247.2841623785,Møre og Romsdal,2022-06-02
county18,1900-01-01,39644,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,240190,16505.2666638911,Nordland,2022-06-02
county30,1900-01-01,385413,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1269230,30365.8911308431,Viken,2022-06-02
county34,1900-01-01,78841,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371253,21236.4613888642,Innlandet,2022-06-02
county38,1900-01-01,102543,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,424832,24137.3060409762,Vestfold og Telemark,2022-06-02
county42,1900-01-01,79742,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,311134,25629.471546022,Agder,2022-06-02
county46,1900-01-01,144354,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,641292,22509.8706985274,Vestland,2022-06-02
county50,1900-01-01,100146,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,474131,21122.0105835729,Trøndelag,2022-06-02
county54,1900-01-01,48077,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241736,19888.2251712612,Troms og Finnmark,2022-06-02
municip0301,1900-01-01,258178,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,699827,36891.6889459824,Oslo,2022-06-02
municip1101,1900-01-01,2636,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14860,17738.8963660834,Eigersund,2022-06-02
municip1103,1900-01-01,39472,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,144699,27278.6957753682,Stavanger,2022-06-02
municip1106,1900-01-01,9586,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37444,25600.8973400278,Haugesund,2022-06-02
municip1108,1900-01-01,20678,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,81305,25432.6302195437,Sandnes,2022-06-02
municip1111,1900-01-01,775,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3281,23620.8473026516,Sokndal,2022-06-02
municip1112,1900-01-01,615,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3178,19351.7935808685,Lund,2022-06-02
municip1114,1900-01-01,600,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2789,21513.0871280029,Bjerkreim,2022-06-02
