granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,173,169,155,56,92,89.9,82.4,29.8,188,Utsira,2022-10-26
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6738,6268,4808,996,76.8,71.4,54.8,11.4,8775,Vindafjord,2022-10-26
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19847,18940,14982,4597,82.7,78.9,62.4,19.1,24013,Kristiansund,2022-10-26
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26469,24877,19171,4608,82.7,77.7,59.9,14.4,32002,Molde,2022-10-26
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52935,49421,35946,8098,78.9,73.6,53.6,12.1,67114,Ålesund,2022-10-26
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2537,2442,1962,592,83.3,80.2,64.4,19.4,3045,Vanylven,2022-10-26
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1869,1752,1394,276,77.2,72.3,57.6,11.4,2422,Sande,2022-10-26
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6940,6498,4917,1048,79.2,74.1,56.1,12,8765,Herøy,2022-10-26
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6765,6318,5116,1219,79.1,73.8,59.8,14.2,8557,Ulstein,2022-10-26
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3858,3621,2861,728,75.3,70.6,55.8,14.2,5126,Hareid,2022-10-26
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8703,8114,6685,1420,80.3,74.9,61.7,13.1,10833,Ørsta,2022-10-26
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3597,3368,2727,744,80.5,75.4,61,16.7,4467,Stranda,2022-10-26
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6204,5792,4620,1047,82.1,76.6,61.1,13.9,7558,Sykkylven,2022-10-26
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7410,6861,5542,1117,77.6,71.9,58,11.7,9547,Sula,2022-10-26
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6618,6132,4415,719,77,71.3,51.4,8.4,8597,Giske,2022-10-26
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5629,5323,3860,948,81.2,76.7,55.7,13.7,6936,Vestnes,2022-10-26
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5655,5278,3736,1126,80.6,75.2,53.2,16,7019,Rauma,2022-10-26
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2920,2807,2066,634,83,79.8,58.7,18,3518,Aukra,2022-10-26
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4745,4487,3473,1038,81.4,77,59.6,17.8,5828,Averøy,2022-10-26
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2135,2006,1652,425,80,75.2,61.9,15.9,2669,Gjemnes,2022-10-26
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2484,2365,2017,720,83.9,79.9,68.1,24.3,2960,Tingvoll,2022-10-26
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5942,5642,4795,1385,85.7,81.4,69.2,20,6932,Sunndal,2022-10-26
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4972,4737,4075,1205,85,81,69.7,20.6,5849,Surnadal,2022-10-26
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1786,1721,1402,249,84.2,81.2,66.1,11.7,2120,Smøla,2022-10-26
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2803,2672,2191,625,82.8,79,64.7,18.5,3384,Aure,2022-10-26
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8808,8278,6668,1447,81.5,76.6,61.7,13.4,10809,Volda,2022-10-26
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2086,1945,1618,516,83.7,78.1,65,20.7,2491,Fjord,2022-10-26
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10531,9846,7705,1737,79.3,74.1,58,13.1,13287,Hustadvika,2022-10-26
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42784,39899,29099,5575,81,75.6,55.1,10.6,52803,Bodø,2022-10-26
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17454,16470,12349,4148,81.1,76.5,57.4,19.3,21530,Narvik,2022-10-26
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1159,1078,867,256,82.4,76.7,61.7,18.2,1406,Bindal,2022-10-26
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1668,1561,1163,257,84.2,78.8,58.7,13,1981,Sømna,2022-10-26
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6336,5877,4252,571,81.5,75.6,54.7,7.3,7777,Brønnøy,2022-10-26
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1011,937,807,298,86,79.7,68.7,25.4,1175,Vega,2022-10-26
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371,355,283,81,80.3,76.8,61.3,17.5,462,Vevelstad,2022-10-26
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1391,1304,1040,233,76.2,71.5,57,12.8,1825,Herøy,2022-10-26
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5984,5648,4359,653,81.6,77,59.4,8.9,7333,Alstahaug,2022-10-26
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1762,1641,1247,342,78.1,72.7,55.3,15.2,2257,Leirfjord,2022-10-26
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10987,10345,7557,2355,83,78.2,57.1,17.8,13233,Vefsn,2022-10-26
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1207,1169,918,177,82.6,80,62.8,12.1,1461,Grane,2022-10-26
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1091,1037,851,202,85.7,81.5,66.8,15.9,1273,Hattfjelldal,2022-10-26
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1123,1045,879,248,82,76.3,64.2,18.1,1369,Dønna,2022-10-26
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1380,1274,910,188,81.3,75,53.6,11.1,1698,Nesna,2022-10-26
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3572,3380,2395,731,80.8,76.5,54.2,16.5,4420,Hemnes,2022-10-26
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21414,20226,14358,2970,82.1,77.5,55,11.4,26092,Rana,2022-10-26
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1508,1418,1063,278,80.7,75.9,56.9,14.9,1869,Lurøy,2022-10-26
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,364,342,256,55,80.9,76,56.9,12.2,450,Træna,2022-10-26
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,916,878,655,148,79.4,76.1,56.8,12.8,1153,Rødøy,2022-10-26
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4965,4626,3487,454,79.9,74.4,56.1,7.3,6214,Meløy,2022-10-26
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1545,1467,1238,420,81.6,77.5,65.4,22.2,1894,Gildeskål,2022-10-26
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,862,838,695,254,85.2,82.8,68.7,25.1,1012,Beiarn,2022-10-26
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3777,3573,2960,849,81.8,77.4,64.1,18.4,4617,Saltdal,2022-10-26
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8019,7552,5769,1286,83.5,78.6,60.1,13.4,9603,Fauske,2022-10-26
total,municip,municip1845,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1559,1505,1231,300,83.4,80.5,65.9,16.1,1869,Sørfold,2022-10-26
total,municip,municip1848,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2118,2008,1482,223,81.7,77.5,57.2,8.6,2591,Steigen,2022-10-26
total,municip,municip1851,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1646,1575,1241,425,83.3,79.7,62.8,21.5,1976,Lødingen,2022-10-26
total,municip,municip1853,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1065,1028,832,290,79.8,77.1,62.4,21.7,1334,Evenes,2022-10-26
total,municip,municip1856,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,414,389,304,70,88.3,82.9,64.8,14.9,469,Røst,2022-10-26
total,municip,municip1857,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,535,506,399,82,78.9,74.6,58.8,12.1,678,Værøy,2022-10-26
total,municip,municip1859,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,997,961,702,144,82,79,57.7,11.8,1216,Flakstad,2022-10-26
total,municip,municip1860,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9006,8451,5725,1366,77.9,73.1,49.5,11.8,11566,Vestvågøy,2022-10-26
total,municip,municip1865,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7674,7084,4869,1068,78.9,72.9,50.1,11,9724,Vågan,2022-10-26
total,municip,municip1866,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6511,6081,4294,892,80.3,75,53,11,8107,Hadsel,2022-10-26
total,municip,municip1867,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2068,1977,1609,306,80.6,77.1,62.7,11.9,2565,Bø,2022-10-26
total,municip,municip1868,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3433,3195,2272,477,77,71.7,51,10.7,4458,Øksnes,2022-10-26
total,municip,municip1870,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8334,7757,5614,1150,79.6,74.1,53.6,11,10468,Sortland,2022-10-26
total,municip,municip1871,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3773,3564,2855,613,82.5,78,62.4,13.4,4572,Andøy,2022-10-26
total,municip,municip1874,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,814,779,623,119,82.9,79.3,63.4,12.1,982,Moskenes,2022-10-26
total,municip,municip1875,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2204,2088,1666,430,81.4,77.1,61.5,15.9,2708,Hamarøy,2022-10-26
total,municip,municip3001,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25440,23848,17763,4088,80.9,75.8,56.5,13,31444,Halden,2022-10-26
total,municip,municip3002,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,41305,38697,31192,5767,82.1,76.9,62,11.5,50290,Moss,2022-10-26
total,municip,municip3003,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,46971,44186,35168,7493,80.7,75.9,60.4,12.9,58182,Sarpsborg,2022-10-26
total,municip,municip3004,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,66844,62307,46902,10292,79.7,74.3,55.9,12.3,83892,Fredrikstad,2022-10-26
total,municip,municip3005,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,79236,73835,53745,14887,77.5,72.2,52.6,14.6,102273,Drammen,2022-10-26
total,municip,municip3006,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,22595,21243,16304,4873,81,76.2,58.5,17.5,27879,Kongsberg,2022-10-26
total,municip,municip3007,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25092,23473,16551,3950,80.9,75.7,53.4,12.7,31011,Ringerike,2022-10-26
total,municip,municip3011,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4109,3897,3233,1107,86.7,82.2,68.2,23.3,4741,Hvaler,2022-10-26
total,municip,municip3012,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1111,1062,868,220,84.5,80.8,66,16.7,1315,Aremark,2022-10-26
total,municip,municip3013,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3050,2909,2281,732,85.2,81.3,63.8,20.5,3578,Marker,2022-10-26
total,municip,municip3014,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,35429,33119,23326,4528,77.7,72.6,51.1,9.9,45608,Indre Østfold,2022-10-26
total,municip,municip3015,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3044,2826,2196,413,79.1,73.5,57.1,10.7,3846,Skiptvet,2022-10-26
total,municip,municip3016,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6671,6276,4849,1287,80.3,75.5,58.3,15.5,8312,Rakkestad,2022-10-26
total,municip,municip3017,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6102,5691,4397,1111,79.9,74.6,57.6,14.6,7633,Råde,2022-10-26
total,municip,municip3018,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4470,4155,3385,627,75.6,70.3,57.2,10.6,5913,Våler,2022-10-26
total,municip,municip3019,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14402,13462,9856,2004,77,72,52.7,10.7,18699,Vestby,2022-10-26
total,municip,municip3020,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,48100,44525,32337,8741,78.8,73,53,14.3,61032,Nordre Follo,2022-10-26
total,municip,municip3021,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16259,15019,10183,2151,78.2,72.3,49,10.4,20780,Ås,2022-10-26
total,municip,municip3022,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12990,12173,9354,3010,80.8,75.7,58.2,18.7,16084,Frogn,2022-10-26
total,municip,municip3023,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15436,14231,10438,2442,77.4,71.4,52.3,12.2,19939,Nesodden,2022-10-26
total,municip,municip3024,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,101449,93779,73839,18314,78.7,72.7,57.2,14.2,128982,Bærum,2022-10-26
total,municip,municip3025,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,75739,69972,52709,15174,78.8,72.8,54.9,15.8,96088,Asker,2022-10-26
total,municip,municip3026,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14209,13324,10141,1937,80,75,57.1,10.9,17754,Aurskog-Høland,2022-10-26
total,municip,municip3027,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14562,13332,9739,1979,76.5,70.1,51.2,10.4,19024,Rælingen,2022-10-26
total,municip,municip3028,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8810,8042,6242,1060,78.3,71.5,55.5,9.4,11249,Enebakk,2022-10-26
total,municip,municip3029,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,35233,32534,22989,4911,78.8,72.8,51.4,11,44693,Lørenskog,2022-10-26
total,municip,municip3030,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,69667,64321,46226,9596,78.2,72.2,51.9,10.8,89095,Lillestrøm,2022-10-26
total,municip,municip3031,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19854,18371,14527,3907,79.6,73.6,58.2,15.7,24947,Nittedal,2022-10-26
total,municip,municip3032,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5645,5253,4076,1194,80.8,75.2,58.3,17.1,6989,Gjerdrum,2022-10-26
total,municip,municip3033,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31374,28866,20778,4996,75.5,69.4,50,12,41565,Ullensaker,2022-10-26
total,municip,municip3034,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18543,17345,12550,2829,77.6,72.6,52.5,11.8,23898,Nes,2022-10-26
total,municip,municip3035,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20936,19511,14450,3569,78.4,73,54.1,13.4,26716,Eidsvoll,2022-10-26
total,municip,municip3036,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11695,10836,8031,2358,77.6,71.9,53.3,15.6,15074,Nannestad,2022-10-26
total,municip,municip3037,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2280,2144,1595,517,78.5,73.8,54.9,17.8,2905,Hurdal,2022-10-26
total,municip,municip3038,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5222,4827,3785,1145,76.1,70.4,55.2,16.7,6859,Hole,2022-10-26
total,municip,municip3039,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,891,859,736,222,84.3,81.3,69.6,21,1057,Flå,2022-10-26
total,municip,municip3040,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2734,2617,2062,680,83.5,80,63,20.8,3273,Nesbyen,2022-10-26
total,municip,municip3041,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3810,3574,2795,841,81.6,76.6,59.9,18,4667,Gol,2022-10-26
total,municip,municip3042,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1966,1845,1387,310,75.3,70.7,53.1,11.9,2611,Hemsedal,2022-10-26
total,municip,municip3043,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3805,3616,2772,747,81.8,77.8,59.6,16.1,4650,Ål,2022-10-26
total,municip,municip3044,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3534,3352,2573,837,78.5,74.4,57.1,18.6,4504,Hol,2022-10-26
total,municip,municip3045,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2843,2644,2220,608,81.4,75.7,63.6,17.4,3492,Sigdal,2022-10-26
total,municip,municip3046,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1737,1630,1375,396,79.4,74.5,62.8,18.1,2189,Krødsherad,2022-10-26
total,municip,municip3047,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11407,10718,7964,1988,79.9,75.1,55.8,13.9,14273,Modum,2022-10-26
total,municip,municip3048,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15358,14320,10011,2891,76.6,71.4,49.9,14.4,20044,Øvre Eiker,2022-10-26
total,municip,municip3049,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21528,20047,15326,3602,78,72.7,55.6,13.1,27584,Lier,2022-10-26
total,municip,municip3050,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2154,2023,1680,416,79.2,74.4,61.8,15.3,2720,Flesberg,2022-10-26
total,municip,municip3051,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1156,1114,964,285,84.4,81.3,70.4,20.8,1370,Rollag,2022-10-26
total,municip,municip3052,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1947,1857,1431,333,79.3,75.6,58.3,13.6,2455,Nore og Uvdal,2022-10-26
total,municip,municip3053,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5621,5306,4166,1211,81.4,76.8,60.3,17.5,6908,Jevnaker,2022-10-26
total,municip,municip3054,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7438,6928,5341,1086,81.3,75.8,58.4,11.9,9144,Lunner,2022-10-26
total,municip,municip3401,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14993,14234,10770,2931,83.5,79.3,60,16.3,17949,Kongsvinger,2022-10-26
total,municip,municip3403,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26558,24777,19345,4653,83,77.4,60.5,14.5,31999,Hamar,2022-10-26
total,municip,municip3405,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,23698,22278,17769,5096,83.4,78.4,62.5,17.9,28425,Lillehammer,2022-10-26
total,municip,municip3407,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25047,23604,17126,4585,82.8,78,56.6,15.1,30267,Gjøvik,2022-10-26
total,municip,municip3411,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28646,26687,18857,4621,81.7,76.1,53.8,13.2,35073,Ringsaker,2022-10-26
total,municip,municip3412,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6220,5903,4635,1323,80.6,76.5,60.1,17.1,7715,Løten,2022-10-26
total,municip,municip3413,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16826,15961,12327,3209,79.5,75.4,58.3,15.2,21156,Stange,2022-10-26
total,municip,municip3414,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4208,4010,3120,1048,83.9,79.9,62.2,20.9,5016,Nord-Odal,2022-10-26
total,municip,municip3415,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6503,6154,4613,1035,81.5,77.1,57.8,13,7978,Sør-Odal,2022-10-26
total,municip,municip3416,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5224,5002,3995,1386,86.6,82.9,66.2,23,6032,Eidskog,2022-10-26
