granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,508902,430586,73,61.8,697010,Oslo,2021-09-09
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,335043,286738,69.4,59.4,482645,Rogaland,2021-09-09
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194497,164677,73.2,62,265544,Møre og Romsdal,2021-09-09
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,175606,150253,73.1,62.5,240345,Nordland,2021-09-09
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,912255,797928,72.8,63.7,1252384,Viken,2021-09-09
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,281261,244354,75.9,65.9,370603,Innlandet,2021-09-09
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,313557,277493,74.3,65.8,421882,Vestfold og Telemark,2021-09-09
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,223530,196331,72.4,63.6,308843,Agder,2021-09-09
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,462358,399192,72.4,62.5,638821,Vestland,2021-09-09
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,351082,288526,74.5,61.2,471124,Trøndelag,2021-09-09
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,173888,146983,71.8,60.7,242168,Troms og Finnmark,2021-09-09
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,508895,430580,73,61.8,697010,Oslo,2021-09-09
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10730,9502,72.6,64.3,14787,Eigersund,2021-09-09
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,100881,87270,70,60.5,144147,Stavanger,2021-09-09
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25574,20118,68.5,53.9,37323,Haugesund,2021-09-09
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,54697,48474,68,60.3,80450,Sandnes,2021-09-09
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2267,2080,69.6,63.9,3257,Sokndal,2021-09-09
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2243,2040,70.7,64.3,3174,Lund,2021-09-09
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1977,1779,70.8,63.7,2791,Bjerkreim,2021-09-09
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12536,11093,65.6,58,19120,Hå,2021-09-09
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13426,10162,67.6,51.2,19848,Klepp,2021-09-09
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13218,10343,69.2,54.1,19106,Time,2021-09-09
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7894,6278,65.4,52,12064,Gjesdal,2021-09-09
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19280,16121,70.2,58.7,27457,Sola,2021-09-09
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8034,6459,71,57.1,11315,Randaberg,2021-09-09
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9306,8092,71.2,61.9,13070,Strand,2021-09-09
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1845,1616,71.5,62.6,2580,Hjelmeland,2021-09-09
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2783,2483,73.1,65.2,3809,Suldal,2021-09-09
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3398,2961,74.5,64.9,4561,Sauda,2021-09-09
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,397,353,78.3,69.6,507,Kvitsøy,2021-09-09
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,672,587,78.2,68.3,859,Bokn,2021-09-09
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7769,6679,69.5,59.8,11178,Tysvær,2021-09-09
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,29811,26790,70.4,63.3,42345,Karmøy,2021-09-09
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,159,154,82.8,80.2,192,Utsira,2021-09-09
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6138,5297,70.5,60.9,8705,Vindafjord,2021-09-09
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18238,16212,75.7,67.3,24099,Kristiansund,2021-09-09
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24200,20246,75.9,63.5,31870,Molde,2021-09-09
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,47319,39243,71,58.9,66670,Ålesund,2021-09-09
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2401,2178,77.9,70.6,3083,Vanylven,2021-09-09
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1743,1504,71.3,61.5,2445,Sande,2021-09-09
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6275,4877,70.8,55.1,8858,Herøy,2021-09-09
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6149,5196,71.7,60.6,8575,Ulstein,2021-09-09
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3425,3135,66.6,61,5140,Hareid,2021-09-09
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7796,6593,72,60.9,10830,Ørsta,2021-09-09
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3258,2565,72.7,57.2,4482,Stranda,2021-09-09
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5689,5196,74.9,68.4,7596,Sykkylven,2021-09-09
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6736,6225,71.6,66.2,9409,Sula,2021-09-09
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6002,5064,70.6,59.5,8506,Giske,2021-09-09
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5078,4623,73,66.4,6958,Vestnes,2021-09-09
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5024,3891,71.5,55.4,7026,Rauma,2021-09-09
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2763,2402,78.4,68.2,3522,Aukra,2021-09-09
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4302,2980,74.1,51.3,5808,Averøy,2021-09-09
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1945,1782,73.2,67,2658,Gjemnes,2021-09-09
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2321,2139,77.8,71.7,2985,Tingvoll,2021-09-09
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5746,4467,82.6,64.2,6956,Sunndal,2021-09-09
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4536,4001,77.2,68.1,5872,Surnadal,2021-09-09
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1595,1408,75,66.2,2128,Smøla,2021-09-09
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2591,2173,74.7,62.7,3468,Aure,2021-09-09
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7912,6442,73.4,59.8,10781,Volda,2021-09-09
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1929,1791,77.1,71.6,2502,Fjord,2021-09-09
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9525,8344,71.5,62.7,13317,Hustadvika,2021-09-09
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,38231,32790,72.7,62.4,52560,Bodø,2021-09-09
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15527,13206,71.7,61,21661,Narvik,2021-09-09
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1047,807,74.9,57.8,1397,Bindal,2021-09-09
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1491,1129,74.9,56.7,1990,Sømna,2021-09-09
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5870,5082,75.2,65.1,7803,Brønnøy,2021-09-09
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,911,804,77.1,68,1182,Vega,2021-09-09
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,354,267,76.1,57.4,465,Vevelstad,2021-09-09
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1256,1018,70.1,56.8,1793,Herøy,2021-09-09
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5441,4738,73.6,64.1,7394,Alstahaug,2021-09-09
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1602,1291,70.3,56.7,2278,Leirfjord,2021-09-09
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9830,9007,74.1,67.9,13268,Vefsn,2021-09-09
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1081,968,74.4,66.6,1453,Grane,2021-09-09
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,998,872,78.8,68.8,1267,Hattfjelldal,2021-09-09
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1039,945,75.8,68.9,1371,Dønna,2021-09-09
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1216,1065,71.5,62.6,1701,Nesna,2021-09-09
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3114,2658,70.3,60,4428,Hemnes,2021-09-09
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19055,16129,73.1,61.8,26083,Rana,2021-09-09
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1345,1035,71.7,55.2,1876,Lurøy,2021-09-09
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,326,283,73.8,64,442,Træna,2021-09-09
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,825,663,68.4,55,1206,Rødøy,2021-09-09
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4428,3567,70.9,57.1,6247,Meløy,2021-09-09
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1396,1286,72.7,67,1920,Gildeskål,2021-09-09
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,822,738,82.3,73.9,999,Beiarn,2021-09-09
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3350,2913,72.3,62.9,4632,Saltdal,2021-09-09
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7319,6414,75.9,66.5,9640,Fauske,2021-09-09
total,municip,municip1845,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1437,1250,75.2,65.4,1912,Sørfold,2021-09-09
total,municip,municip1848,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1891,1542,73.1,59.6,2586,Steigen,2021-09-09
