granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,537586,476200,77.1,68.3,697010,Oslo,2021-11-22
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,361713,325136,74.9,67.4,482645,Rogaland,2021-11-22
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,209409,191583,78.9,72.1,265544,Møre og Romsdal,2021-11-22
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191225,172611,79.6,71.8,240345,Nordland,2021-11-22
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,977687,868940,78.1,69.4,1252384,Viken,2021-11-22
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,300548,274063,81.1,74,370603,Innlandet,2021-11-22
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,335286,301932,79.5,71.6,421882,Vestfold og Telemark,2021-11-22
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,240483,216159,77.9,70,308843,Agder,2021-11-22
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,494275,442881,77.4,69.3,638821,Vestland,2021-11-22
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,377937,342981,80.2,72.8,471124,Trøndelag,2021-11-22
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,188531,171275,77.9,70.7,242168,Troms og Finnmark,2021-11-22
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,537576,476193,77.1,68.3,697010,Oslo,2021-11-22
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11554,10579,78.1,71.5,14787,Eigersund,2021-11-22
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,110047,98327,76.3,68.2,144147,Stavanger,2021-11-22
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27809,25102,74.5,67.3,37323,Haugesund,2021-11-22
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58807,52851,73.1,65.7,80450,Sandnes,2021-11-22
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2423,2226,74.4,68.3,3257,Sokndal,2021-11-22
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2355,2204,74.2,69.4,3174,Lund,2021-11-22
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2138,1955,76.6,70,2791,Bjerkreim,2021-11-22
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13563,12177,70.9,63.7,19120,Hå,2021-11-22
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14558,13133,73.3,66.2,19848,Klepp,2021-11-22
