granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,27828,15894,16.8456481470271,9.62141482136155,165194,Oslo,2021-06-03
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,17010,7937,10.2726696258719,4.79330857263641,165585,Oslo,2021-06-03
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,21351,8552,50.1927688184682,20.1043772626828,42538,Oslo,2021-06-03
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,20483,6682,44.4162546621563,14.4895480961055,46116,Oslo,2021-06-03
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,28638,14745,84.3584305408272,43.4340756451043,33948,Oslo,2021-06-03
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,28118,13408,81.1041564510081,38.6743199976925,34669,Oslo,2021-06-03
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,23893,21735,91.9032233248711,83.6025848142165,25998,Oslo,2021-06-03
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,21866,19811,90.4525523289485,81.9516836270373,24174,Oslo,2021-06-03
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14464,14079,94.3817292006525,91.8694942903752,15325,Oslo,2021-06-03
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11712,11482,95.7097327776416,93.8301871373703,12237,Oslo,2021-06-03
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6935,6748,89.7037899366188,87.2849566679602,7731,Oslo,2021-06-03
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3265,3194,90.1435670900055,88.1833241303148,3622,Oslo,2021-06-03
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,16278,9104,17.8828027157076,10.0015380221036,91026,Rogaland,2021-06-03
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,8048,2616,8.28230644945509,2.69216124152268,97171,Rogaland,2021-06-03
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,9529,4498,29.9984259405006,14.1602392570439,31765,Rogaland,2021-06-03
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,6782,1698,19.9817330072773,5.00279897469138,33941,Rogaland,2021-06-03
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15251,5907,57.0920525586793,22.1128289596826,26713,Rogaland,2021-06-03
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,13916,3715,49.4826298759023,13.2098282544537,28123,Rogaland,2021-06-03
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,19679,15916,93.6025494672755,75.7039573820396,21024,Rogaland,2021-06-03
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,19912,16035,93.8669683684533,75.5904398246358,21213,Rogaland,2021-06-03
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12072,11637,97.0262015753094,93.5299791030381,12442,Rogaland,2021-06-03
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,10423,10119,97.8226184889723,94.9694978883153,10655,Rogaland,2021-06-03
total,county,county11,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,5244,5058,91.7906528969018,88.5349203570804,5713,Rogaland,2021-06-03
total,county,county11,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2995,2897,94.6287519747236,91.5323854660348,3165,Rogaland,2021-06-03
total,county,county15,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7805,4886,17.317121874376,10.8406736038695,45071,Møre og Romsdal,2021-06-03
total,county,county15,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,3052,1581,6.16366427013491,3.19290734308102,49516,Møre og Romsdal,2021-06-03
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,4743,2823,27.5884132154491,16.4204281060959,17192,Møre og Romsdal,2021-06-03
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,2450,967,13.1177383948172,5.17749103175028,18677,Møre og Romsdal,2021-06-03
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,6870,3122,42.7238805970149,19.4154228855721,16080,Møre og Romsdal,2021-06-03
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,5473,1397,32.0902961008502,8.19114629141014,17055,Møre og Romsdal,2021-06-03
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,13889,7647,94.2329873125721,51.882760024425,14739,Møre og Romsdal,2021-06-03
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,14084,7249,93.1789612967251,47.9589811445584,15115,Møre og Romsdal,2021-06-03
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,8567,8250,97.3854723201091,93.7819711265204,8797,Møre og Romsdal,2021-06-03
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,7796,7613,99.009398018796,96.6852933705868,7874,Møre og Romsdal,2021-06-03
total,county,county15,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,4201,3986,91.544998910438,86.8598823273044,4589,Møre og Romsdal,2021-06-03
total,county,county15,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2370,2306,93.0141287284144,90.5023547880691,2548,Møre og Romsdal,2021-06-03
total,county,county18,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7540,4886,18.8405797101449,12.2088955522239,40020,Nordland,2021-06-03
total,county,county18,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,3031,1642,6.96653489013515,3.77401857129723,43508,Nordland,2021-06-03
total,county,county18,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,4616,2903,28.6174829510229,17.9975201487911,16130,Nordland,2021-06-03
