granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,22856,7004,3.29577472912527,1.00995826928568,693494,Oslo
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,12506,2769,2.60600301734557,0.577004826085869,479892,Rogaland
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,8059,2160,3.03840324538716,0.814362949501957,265238,Møre og Romsdal
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,9067,2169,3.75857566273551,0.899123261549941,241235,Nordland
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,37540,9600,3.02457771529168,0.773466863793291,1241165,Viken
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,15665,4523,4.21799480323653,1.21787363517643,371385,Innlandet
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,15697,3657,3.74276340260756,0.87196825911549,419396,Vestfold og Telemark
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,10035,2380,3.26627195823338,0.774661411120623,307231,Agder
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,19361,5280,3.04164290505883,0.829496128232561,636531,Vestland
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,14648,3592,3.12522668987971,0.766371809806658,468702,Trøndelag
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,7312,1948,3.00520732724784,0.800621426898085,243311,Troms og Finnmark
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,22710,6973,3.2747219154023,1.0054881513034,693494,Oslo
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,406,87,2.74120586050908,0.587401255823375,14811,Eigersund
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3716,803,2.58821235042556,0.55929346539067,143574,Stavanger
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1173,319,3.13997376663008,0.853922959552427,37357,Haugesund
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1820,396,2.28824320756378,0.497881489118272,79537,Sandnes
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,92,16,2.80487804878049,0.487804878048781,3280,Sokndal
total,municip,municip1112,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,92,24,2.87320424734541,0.749531542785759,3202,Lund
total,municip,municip1114,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,87,21,3.1216361679225,0.753498385360603,2787,Bjerkreim
total,municip,municip1119,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,433,85,2.28002738139119,0.447580432836607,18991,Hå
total,municip,municip1120,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,414,88,2.11353890136818,0.44925464570145,19588,Klepp
total,municip,municip1121,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,477,97,2.52167477267921,0.512793402410658,18916,Time
total,municip,municip1122,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,254,47,2.11631394767539,0.391601399766706,12002,Gjesdal
total,municip,municip1124,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,620,124,2.28335727175634,0.456671454351269,27153,Sola
total,municip,municip1127,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,281,59,2.50423313430176,0.52579983958649,11221,Randaberg
total,municip,municip1130,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,342,69,2.63726095003085,0.532078963602714,12968,Strand
total,municip,municip1133,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,96,17,3.72960372960373,0.660450660450661,2574,Hjelmeland
total,municip,municip1134,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,128,15,3.36487907465825,0.394321766561514,3804,Suldal
total,municip,municip1135,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,140,33,3.04678998911861,0.718171926006529,4595,Sauda
total,municip,municip1144,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,36,10,6.96324951644101,1.93423597678917,517,Kvitsøy
total,municip,municip1145,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,19,4,2.23004694835681,0.469483568075117,852,Bokn
total,municip,municip1146,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,277,74,2.50338906461817,0.668775417984636,11065,Tysvær
total,municip,municip1149,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1270,291,3.01047740956716,0.689802304081923,42186,Karmøy
total,municip,municip1151,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,32,12,16.1616161616162,6.06060606060606,198,Utsira
total,municip,municip1160,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,248,69,2.84599495065412,0.791829240302961,8714,Vindafjord
total,municip,municip1505,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,922,261,3.81322635344721,1.07944910873072,24179,Kristiansund
total,municip,municip1506,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1032,305,3.22832921450246,0.95410892482873,31967,Molde
total,municip,municip1507,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1795,520,2.70910682483625,0.784810890760361,66258,Ålesund
total,municip,municip1511,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,121,27,3.88193776066731,0.866217516843118,3117,Vanylven
total,municip,municip1514,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,65,14,2.64120276310443,0.568874441284031,2461,Sande
total,municip,municip1515,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,268,60,3.01123595505618,0.674157303370787,8900,Herøy
total,municip,municip1516,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,204,48,2.3801190059503,0.56002800140007,8571,Ulstein
total,municip,municip1517,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,141,35,2.72463768115942,0.676328502415459,5175,Hareid
total,municip,municip1520,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,328,79,3.03002309468822,0.729792147806005,10825,Ørsta
total,municip,municip1525,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,120,32,2.65310634534601,0.707495025425603,4523,Stranda
total,municip,municip1528,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,228,56,2.99016393442623,0.734426229508197,7625,Sykkylven
total,municip,municip1531,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,243,61,2.61009667024705,0.655209452201933,9310,Sula
