granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,533558,468706,76.5,67.2,697010,Oslo,2021-10-21
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,358268,317481,74.2,65.8,482645,Rogaland,2021-10-21
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,207642,185285,78.2,69.8,265544,Møre og Romsdal,2021-10-21
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189450,168694,78.8,70.2,240345,Nordland,2021-10-21
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,970545,852720,77.5,68.1,1252384,Viken,2021-10-21
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,298578,268060,80.6,72.3,370603,Innlandet,2021-10-21
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,333010,297453,78.9,70.5,421882,Vestfold og Telemark,2021-10-21
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,239172,212570,77.4,68.8,308843,Agder,2021-10-21
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,490859,433507,76.8,67.9,638821,Vestland,2021-10-21
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,375134,334776,79.6,71.1,471124,Trøndelag,2021-10-21
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,186058,166967,76.8,68.9,242168,Troms og Finnmark,2021-10-21
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,533548,468699,76.5,67.2,697010,Oslo,2021-10-21
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11472,10286,77.6,69.6,14787,Eigersund,2021-10-21
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,109054,96730,75.7,67.1,144147,Stavanger,2021-10-21
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27577,24004,73.9,64.3,37323,Haugesund,2021-10-21
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58269,52082,72.4,64.7,80450,Sandnes,2021-10-21
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2411,2184,74,67.1,3257,Sokndal,2021-10-21
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2338,2137,73.7,67.3,3174,Lund,2021-10-21
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2126,1883,76.2,67.5,2791,Bjerkreim,2021-10-21
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13303,11725,69.6,61.3,19120,Hå,2021-10-21
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14347,12559,72.3,63.3,19848,Klepp,2021-10-21
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14038,12386,73.5,64.8,19106,Time,2021-10-21
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8562,7589,71,62.9,12064,Gjesdal,2021-10-21
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20458,17983,74.5,65.5,27457,Sola,2021-10-21
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8726,7617,77.1,67.3,11315,Randaberg,2021-10-21
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9955,8692,76.2,66.5,13070,Strand,2021-10-21
