granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,542669,489613,135894,77.9,70.2,19.5,697010,Oslo,2021-12-21
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,366802,335258,104863,76,69.5,21.7,482645,Rogaland,2021-12-21
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,211645,195525,70576,79.7,73.6,26.6,265544,Møre og Romsdal,2021-12-21
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,193267,178519,65047,80.4,74.3,27.1,240345,Nordland,2021-12-21
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,987378,895837,310479,78.8,71.5,24.8,1252384,Viken,2021-12-21
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,303544,280904,109376,81.9,75.8,29.5,370603,Innlandet,2021-12-21
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,338618,311360,119499,80.3,73.8,28.3,421882,Vestfold og Telemark,2021-12-21
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,242879,222292,75679,78.6,72,24.5,308843,Agder,2021-12-21
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,499993,455707,157098,78.3,71.3,24.6,638821,Vestland,2021-12-21
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,381072,351970,114405,80.9,74.7,24.3,471124,Trøndelag,2021-12-21
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191056,176032,63523,78.9,72.7,26.2,242168,Troms og Finnmark,2021-12-21
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,542659,489606,135889,77.9,70.2,19.5,697010,Oslo,2021-12-21
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11727,10814,4501,79.3,73.1,30.4,14787,Eigersund,2021-12-21
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,111574,101852,29037,77.4,70.7,20.1,144147,Stavanger,2021-12-21
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28210,25689,7614,75.6,68.8,20.4,37323,Haugesund,2021-12-21
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59621,54940,17225,74.1,68.3,21.4,80450,Sandnes,2021-12-21
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2453,2265,980,75.3,69.5,30.1,3257,Sokndal,2021-12-21
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2374,2228,837,74.8,70.2,26.4,3174,Lund,2021-12-21
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2151,1972,739,77.1,70.7,26.5,2791,Bjerkreim,2021-12-21
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13836,12488,4281,72.4,65.3,22.4,19120,Hå,2021-12-21
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14806,13359,3978,74.6,67.3,20,19848,Klepp,2021-12-21
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14442,13152,4467,75.6,68.8,23.4,19106,Time,2021-12-21
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8713,7955,2010,72.2,65.9,16.7,12064,Gjesdal,2021-12-21
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20863,19008,4997,76,69.2,18.2,27457,Sola,2021-12-21
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8925,8092,2528,78.9,71.5,22.3,11315,Randaberg,2021-12-21
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10161,9253,2964,77.7,70.8,22.7,13070,Strand,2021-12-21
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1994,1808,722,77.3,70.1,28,2580,Hjelmeland,2021-12-21
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3004,2754,1129,78.9,72.3,29.6,3809,Suldal,2021-12-21
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3655,3372,1261,80.1,73.9,27.6,4561,Sauda,2021-12-21
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,426,401,158,84,79.1,31.2,507,Kvitsøy,2021-12-21
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,702,660,282,81.7,76.8,32.8,859,Bokn,2021-12-21
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8460,7638,2743,75.7,68.3,24.5,11178,Tysvær,2021-12-21
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31859,29251,10188,75.2,69.1,24.1,42345,Karmøy,2021-12-21
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,98,85.4,83.9,51,192,Utsira,2021-12-21
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6675,6140,2119,76.7,70.5,24.3,8705,Vindafjord,2021-12-21
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19515,18074,6823,81,75,28.3,24099,Kristiansund,2021-12-21
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26144,24251,8797,82,76.1,27.6,31870,Molde,2021-12-21
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52156,48025,16248,78.2,72,24.4,66670,Ålesund,2021-12-21
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2554,2413,1003,82.8,78.3,32.5,3083,Vanylven,2021-12-21
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1863,1727,828,76.2,70.6,33.9,2445,Sande,2021-12-21
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6853,6309,2530,77.4,71.2,28.6,8858,Herøy,2021-12-21
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6654,6129,2077,77.6,71.5,24.2,8575,Ulstein,2021-12-21
