granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549697,512223,354749,4006,78.5,73.2,50.7,0.6,699827,Oslo,2022-06-20
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372735,346034,251205,3388,76.7,71.2,51.7,0.7,485797,Rogaland,2022-06-20
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214576,201425,154160,3182,80.7,75.8,58,1.2,265848,Møre og Romsdal,2022-06-20
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195724,183577,133832,2340,81.5,76.4,55.7,1,240190,Nordland,2022-06-20
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,999245,928404,688453,11390,78.7,73.1,54.2,0.9,1269230,Viken,2022-06-20
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306441,288251,219001,4019,82.5,77.6,59,1.1,371253,Innlandet,2022-06-20
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341861,319736,238859,4234,80.5,75.3,56.2,1,424832,Vestfold og Telemark,2022-06-20
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245273,228009,167329,2213,78.8,73.3,53.8,0.7,311134,Agder,2022-06-20
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506218,470191,349102,5032,78.9,73.3,54.4,0.8,641292,Vestland,2022-06-20
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385383,360977,268918,4599,81.3,76.1,56.7,1,474131,Trøndelag,2022-06-20
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192856,180492,126905,1777,79.8,74.7,52.5,0.7,241736,Troms og Finnmark,2022-06-20
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549689,512217,354745,4006,78.5,73.2,50.7,0.6,699827,Oslo,2022-06-20
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11896,11190,9215,174,80.1,75.3,62,1.2,14860,Eigersund,2022-06-20
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113155,105096,75384,917,78.2,72.6,52.1,0.6,144699,Stavanger,2022-06-20
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28713,26676,18960,260,76.7,71.2,50.6,0.7,37444,Haugesund,2022-06-20
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60626,56442,42291,518,74.6,69.4,52,0.6,81305,Sandnes,2022-06-20
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2499,2349,1785,24,76.2,71.6,54.4,0.7,3281,Sokndal,2022-06-20
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2423,2287,1792,22,76.2,72,56.4,0.7,3178,Lund,2022-06-20
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2189,2056,1526,74,78.5,73.7,54.7,2.7,2789,Bjerkreim,2022-06-20
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14074,12945,9036,121,72.9,67.1,46.8,0.6,19296,Hå,2022-06-20
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15109,13910,9224,88,74.9,69,45.7,0.4,20163,Klepp,2022-06-20
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14696,13625,9069,110,75.9,70.4,46.9,0.6,19353,Time,2022-06-20
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8863,8206,6297,56,73.1,67.6,51.9,0.5,12131,Gjesdal,2022-06-20
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21206,19649,13811,154,76.9,71.3,50.1,0.6,27568,Sola,2022-06-20
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9082,8371,5977,102,79.3,73.1,52.2,0.9,11454,Randaberg,2022-06-20
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10305,9523,7118,183,77.7,71.8,53.6,1.4,13268,Strand,2022-06-20
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2033,1897,1382,28,80.2,74.9,54.5,1.1,2534,Hjelmeland,2022-06-20
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3040,2833,2377,56,80.3,74.9,62.8,1.5,3784,Suldal,2022-06-20
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3677,3419,2663,42,81.3,75.6,58.9,0.9,4525,Sauda,2022-06-20
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,427,404,343,10,81.6,77.2,65.6,1.9,523,Kvitsøy,2022-06-20
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,711,686,506,11,83.2,80.2,59.2,1.3,855,Bokn,2022-06-20
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8580,7823,5505,69,76,69.3,48.8,0.6,11283,Tysvær,2022-06-20
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32342,30043,21984,299,76,70.6,51.7,0.7,42541,Karmøy,2022-06-20
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,170,167,153,14,90.4,88.8,81.4,7.4,188,Utsira,2022-06-20
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6760,6287,4756,56,77,71.6,54.2,0.6,8775,Vindafjord,2022-06-20
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19853,18947,14861,587,82.7,78.9,61.9,2.4,24013,Kristiansund,2022-06-20
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26389,24784,18944,274,82.5,77.4,59.2,0.9,32002,Molde,2022-06-20
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52941,49387,35477,717,78.9,73.6,52.9,1.1,67114,Ålesund,2022-06-20
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2572,2473,1947,33,84.5,81.2,63.9,1.1,3045,Vanylven,2022-06-20
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1883,1766,1371,15,77.7,72.9,56.6,0.6,2422,Sande,2022-06-20
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6943,6500,4851,67,79.2,74.2,55.3,0.8,8765,Herøy,2022-06-20
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6771,6317,5074,43,79.1,73.8,59.3,0.5,8557,Ulstein,2022-06-20
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3881,3642,2843,25,75.7,71,55.5,0.5,5126,Hareid,2022-06-20
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8696,8110,6651,112,80.3,74.9,61.4,1,10833,Ørsta,2022-06-20
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3628,3395,2742,38,81.2,76,61.4,0.9,4467,Stranda,2022-06-20
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6230,5811,4606,57,82.4,76.9,60.9,0.8,7558,Sykkylven,2022-06-20
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7407,6851,5508,55,77.6,71.8,57.7,0.6,9547,Sula,2022-06-20
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6615,6119,4354,34,76.9,71.2,50.6,0.4,8597,Giske,2022-06-20
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5651,5337,3790,87,81.5,76.9,54.6,1.3,6936,Vestnes,2022-06-20
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5644,5265,3682,46,80.4,75,52.5,0.7,7019,Rauma,2022-06-20
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2922,2811,2050,20,83.1,79.9,58.3,0.6,3518,Aukra,2022-06-20
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4764,4501,3439,43,81.7,77.2,59,0.7,5828,Averøy,2022-06-20
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2142,2008,1645,22,80.3,75.2,61.6,0.8,2669,Gjemnes,2022-06-20
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2485,2368,2002,187,84,80,67.6,6.3,2960,Tingvoll,2022-06-20
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5962,5657,4744,178,86,81.6,68.4,2.6,6932,Sunndal,2022-06-20
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4990,4753,4047,122,85.3,81.3,69.2,2.1,5849,Surnadal,2022-06-20
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1786,1720,1395,22,84.2,81.1,65.8,1,2120,Smøla,2022-06-20
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2825,2688,2181,26,83.5,79.4,64.5,0.8,3384,Aure,2022-06-20
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8802,8267,6622,98,81.4,76.5,61.3,0.9,10809,Volda,2022-06-20
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2107,1965,1618,34,84.6,78.9,65,1.4,2491,Fjord,2022-06-20
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10540,9856,7680,238,79.3,74.2,57.8,1.8,13287,Hustadvika,2022-06-20
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42973,40032,28759,564,81.4,75.8,54.5,1.1,52803,Bodø,2022-06-20
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17560,16562,12237,166,81.6,76.9,56.8,0.8,21530,Narvik,2022-06-20
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1168,1090,852,20,83.1,77.5,60.6,1.4,1406,Bindal,2022-06-20
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1690,1577,1155,13,85.3,79.6,58.3,0.7,1981,Sømna,2022-06-20
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6383,5916,4229,54,82.1,76.1,54.4,0.7,7777,Brønnøy,2022-06-20
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1004,930,788,7,85.4,79.1,67.1,0.6,1175,Vega,2022-06-20
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,377,360,276,0,81.6,77.9,59.7,0,462,Vevelstad,2022-06-20
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1390,1303,1026,11,76.2,71.4,56.2,0.6,1825,Herøy,2022-06-20
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6024,5687,4371,56,82.1,77.6,59.6,0.8,7333,Alstahaug,2022-06-20
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1782,1657,1222,20,79,73.4,54.1,0.9,2257,Leirfjord,2022-06-20
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11000,10337,7464,92,83.1,78.1,56.4,0.7,13233,Vefsn,2022-06-20
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1223,1181,902,7,83.7,80.8,61.7,0.5,1461,Grane,2022-06-20
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1090,1035,835,16,85.6,81.3,65.6,1.3,1273,Hattfjelldal,2022-06-20
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1117,1044,875,12,81.6,76.3,63.9,0.9,1369,Dønna,2022-06-20
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1390,1287,906,12,81.9,75.8,53.4,0.7,1698,Nesna,2022-06-20
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3558,3367,2357,48,80.5,76.2,53.3,1.1,4420,Hemnes,2022-06-20
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21505,20312,14263,255,82.4,77.8,54.7,1,26092,Rana,2022-06-20
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1519,1424,1041,14,81.3,76.2,55.7,0.7,1869,Lurøy,2022-06-20
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371,348,258,0,82.4,77.3,57.3,0,450,Træna,2022-06-20
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,913,872,645,8,79.2,75.6,55.9,0.7,1153,Rødøy,2022-06-20
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4994,4652,3456,57,80.4,74.9,55.6,0.9,6214,Meløy,2022-06-20
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1532,1455,1212,46,80.9,76.8,64,2.4,1894,Gildeskål,2022-06-20
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,869,846,695,18,85.9,83.6,68.7,1.8,1012,Beiarn,2022-06-20
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3790,3586,2939,64,82.1,77.7,63.7,1.4,4617,Saltdal,2022-06-20
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8038,7559,5734,94,83.7,78.7,59.7,1,9603,Fauske,2022-06-20
total,municip,municip1845,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1574,1520,1225,34,84.2,81.3,65.5,1.8,1869,Sørfold,2022-06-20
total,municip,municip1848,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2102,1991,1454,37,81.1,76.8,56.1,1.4,2591,Steigen,2022-06-20
total,municip,municip1851,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1656,1579,1227,26,83.8,79.9,62.1,1.3,1976,Lødingen,2022-06-20
total,municip,municip1853,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1088,1042,830,20,81.6,78.1,62.2,1.5,1334,Evenes,2022-06-20
total,municip,municip1856,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,413,387,295,6,88.1,82.5,62.9,1.3,469,Røst,2022-06-20
total,municip,municip1857,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,530,501,397,0,78.2,73.9,58.6,0,678,Værøy,2022-06-20
