granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2138,1570,65.6,48.2,3257,Sokndal,2021-08-17
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2111,1336,66.5,42.1,3174,Lund,2021-08-17
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1845,1268,66.1,45.4,2791,Bjerkreim,2021-08-17
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11724,6576,61.3,34.4,19120,Hå,2021-08-17
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12377,6468,62.4,32.6,19848,Klepp,2021-08-17
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12555,6918,65.7,36.2,19106,Time,2021-08-17
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7418,4253,61.5,35.3,12064,Gjesdal,2021-08-17
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18021,8905,65.6,32.4,27457,Sola,2021-08-17
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7567,3739,66.9,33,11315,Randaberg,2021-08-17
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8760,4438,67,34,13070,Strand,2021-08-17
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1767,1170,68.5,45.3,2580,Hjelmeland,2021-08-17
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2631,1732,69.1,45.5,3809,Suldal,2021-08-17
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3211,1658,70.4,36.4,4561,Sauda,2021-08-17
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,376,278,74.2,54.8,507,Kvitsøy,2021-08-17
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,608,413,70.8,48.1,859,Bokn,2021-08-17
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7251,5014,64.9,44.9,11178,Tysvær,2021-08-17
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28337,17890,66.9,42.2,42345,Karmøy,2021-08-17
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,153,115,79.7,59.9,192,Utsira,2021-08-17
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5877,3435,67.5,39.5,8705,Vindafjord,2021-08-17
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17409,11463,72.2,47.6,24099,Kristiansund,2021-08-17
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,22742,11445,71.4,35.9,31870,Molde,2021-08-17
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,44429,23938,66.6,35.9,66670,Ålesund,2021-08-17
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2323,1456,75.3,47.2,3083,Vanylven,2021-08-17
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1648,1178,67.4,48.2,2445,Sande,2021-08-17
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5883,3691,66.4,41.7,8858,Herøy,2021-08-17
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5754,3250,67.1,37.9,8575,Ulstein,2021-08-17
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3330,1924,64.8,37.4,5140,Hareid,2021-08-17
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7573,4334,69.9,40,10830,Ørsta,2021-08-17
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3201,1863,71.4,41.6,4482,Stranda,2021-08-17
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5385,3625,70.9,47.7,7596,Sykkylven,2021-08-17
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6424,5110,68.3,54.3,9409,Sula,2021-08-17
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5494,3261,64.6,38.3,8506,Giske,2021-08-17
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4905,2688,70.5,38.6,6958,Vestnes,2021-08-17
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4809,2774,68.4,39.5,7026,Rauma,2021-08-17
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2458,1713,69.8,48.6,3522,Aukra,2021-08-17
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4081,2087,70.3,35.9,5808,Averøy,2021-08-17
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1830,1291,68.8,48.6,2658,Gjemnes,2021-08-17
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2209,1549,74,51.9,2985,Tingvoll,2021-08-17
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5270,2521,75.8,36.2,6956,Sunndal,2021-08-17
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4448,2424,75.7,41.3,5872,Surnadal,2021-08-17
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1484,918,69.7,43.1,2128,Smøla,2021-08-17
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2498,1363,72,39.3,3468,Aure,2021-08-17
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7581,4142,70.3,38.4,10781,Volda,2021-08-17
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1895,1454,75.7,58.1,2502,Fjord,2021-08-17
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9000,5359,67.6,40.2,13317,Hustadvika,2021-08-17
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,36913,20449,70.2,38.9,52560,Bodø,2021-08-17
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15028,9034,69.4,41.7,21661,Narvik,2021-08-17
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,976,529,69.9,37.9,1397,Bindal,2021-08-17
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1419,678,71.3,34.1,1990,Sømna,2021-08-17
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5616,2672,72,34.2,7803,Brønnøy,2021-08-17
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,854,504,72.3,42.6,1182,Vega,2021-08-17
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,317,200,68.2,43,465,Vevelstad,2021-08-17
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1169,703,65.2,39.2,1793,Herøy,2021-08-17
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5167,3525,69.9,47.7,7394,Alstahaug,2021-08-17
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1520,865,66.7,38,2278,Leirfjord,2021-08-17
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9496,5252,71.6,39.6,13268,Vefsn,2021-08-17
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1016,595,69.9,40.9,1453,Grane,2021-08-17
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,965,519,76.2,41,1267,Hattfjelldal,2021-08-17
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,989,693,72.1,50.5,1371,Dønna,2021-08-17
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1118,746,65.7,43.9,1701,Nesna,2021-08-17
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2978,1936,67.3,43.7,4428,Hemnes,2021-08-17
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18079,9285,69.3,35.6,26083,Rana,2021-08-17
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1159,676,61.8,36,1876,Lurøy,2021-08-17
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,295,181,66.7,41,442,Træna,2021-08-17
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,761,429,63.1,35.6,1206,Rødøy,2021-08-17
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4247,2555,68,40.9,6247,Meløy,2021-08-17
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1335,920,69.5,47.9,1920,Gildeskål,2021-08-17
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,776,516,77.7,51.7,999,Beiarn,2021-08-17
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3146,1999,67.9,43.2,4632,Saltdal,2021-08-17
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6959,4204,72.2,43.6,9640,Fauske,2021-08-17
total,municip,municip1845,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1355,713,70.9,37.3,1912,Sørfold,2021-08-17
total,municip,municip1848,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1796,1016,69.5,39.3,2586,Steigen,2021-08-17
total,municip,municip1851,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1477,1004,73.7,50.1,2003,Lødingen,2021-08-17
total,municip,municip1853,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,937,637,70.8,48.1,1324,Evenes,2021-08-17
total,municip,municip1856,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,377,198,77.3,40.6,488,Røst,2021-08-17
total,municip,municip1857,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,474,304,67.9,43.6,698,Værøy,2021-08-17
total,municip,municip1859,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,872,601,70.4,48.5,1238,Flakstad,2021-08-17
total,municip,municip1860,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7891,4348,68.5,37.7,11521,Vestvågøy,2021-08-17
total,municip,municip1865,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6369,3901,65.9,40.3,9670,Vågan,2021-08-17
total,municip,municip1866,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5612,4244,69.6,52.6,8065,Hadsel,2021-08-17
total,municip,municip1867,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1884,1113,73.1,43.2,2576,Bø,2021-08-17
total,municip,municip1868,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3010,1794,68.2,40.6,4416,Øksnes,2021-08-17
total,municip,municip1870,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7211,4303,68.6,40.9,10514,Sortland,2021-08-17
total,municip,municip1871,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3239,2065,70.6,45,4588,Andøy,2021-08-17
total,municip,municip1874,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,686,488,69.4,49.3,989,Moskenes,2021-08-17
total,municip,municip1875,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1913,1215,70.8,45,2701,Hamarøy,2021-08-17
total,municip,municip3001,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,22194,13957,70.7,44.5,31387,Halden,2021-08-17
total,municip,municip3002,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,36327,22658,73.1,45.6,49668,Moss,2021-08-17
total,municip,municip3003,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,41980,30497,73.2,53.2,57372,Sarpsborg,2021-08-17
total,municip,municip3004,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59341,38186,71.3,45.9,83193,Fredrikstad,2021-08-17
total,municip,municip3005,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,70321,37600,69,36.9,101859,Drammen,2021-08-17
total,municip,municip3006,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19433,11262,70.2,40.7,27694,Kongsberg,2021-08-17
total,municip,municip3007,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21996,13346,71.3,43.3,30835,Ringerike,2021-08-17
total,municip,municip3011,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3657,2290,77.9,48.8,4694,Hvaler,2021-08-17
total,municip,municip3012,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1008,745,76.1,56.2,1325,Aremark,2021-08-17
total,municip,municip3013,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2725,1692,75.7,47,3601,Marker,2021-08-17
total,municip,municip3014,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,30264,17742,67,39.3,45201,Indre Østfold,2021-08-17
total,municip,municip3015,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2693,1794,70.4,46.9,3825,Skiptvet,2021-08-17
total,municip,municip3016,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5857,3810,71.2,46.3,8222,Rakkestad,2021-08-17
total,municip,municip3017,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5412,3269,71.5,43.2,7568,Råde,2021-08-17
total,municip,municip3018,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3925,2239,67.6,38.6,5805,Våler,2021-08-17
total,municip,municip3019,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12348,7538,67.5,41.2,18290,Vestby,2021-08-17
total,municip,municip3020,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,41705,23738,69.5,39.5,60034,Nordre Follo,2021-08-17
total,municip,municip3021,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13812,6876,67.6,33.6,20439,Ås,2021-08-17
total,municip,municip3022,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11505,7521,72.1,47.1,15953,Frogn,2021-08-17
total,municip,municip3023,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13418,7964,67.8,40.2,19805,Nesodden,2021-08-17
total,municip,municip3024,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,90119,49938,70.3,38.9,128233,Bærum,2021-08-17
total,municip,municip3025,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,65735,39780,69.3,41.9,94915,Asker,2021-08-17
total,municip,municip3026,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12418,8085,70.6,46,17591,Aurskog-Høland,2021-08-17
total,municip,municip3027,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12531,8152,66.9,43.5,18730,Rælingen,2021-08-17
total,municip,municip3028,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7609,4104,68.8,37.1,11065,Enebakk,2021-08-17
total,municip,municip3029,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,30020,16930,70.2,39.6,42740,Lørenskog,2021-08-17
total,municip,municip3030,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60458,32974,69.5,37.9,86953,Lillestrøm,2021-08-17
total,municip,municip3031,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17375,9348,71.1,38.2,24454,Nittedal,2021-08-17
total,municip,municip3032,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4777,2862,67.8,40.6,7043,Gjerdrum,2021-08-17
total,municip,municip3033,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26920,21793,66.5,53.9,40459,Ullensaker,2021-08-17
total,municip,municip3034,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16201,9270,69.2,39.6,23422,Nes,2021-08-17
total,municip,municip3035,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18328,10242,70.4,39.3,26031,Eidsvoll,2021-08-17
total,municip,municip3036,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9937,6336,67.9,43.3,14637,Nannestad,2021-08-17
total,municip,municip3037,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2010,1308,70.8,46.1,2838,Hurdal,2021-08-17
total,municip,municip3038,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4593,2755,67.4,40.4,6811,Hole,2021-08-17
total,municip,municip3039,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,759,384,72.4,36.6,1049,Flå,2021-08-17
total,municip,municip3040,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2378,1428,72.9,43.8,3262,Nesbyen,2021-08-17
total,municip,municip3041,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3334,1747,71.9,37.7,4636,Gol,2021-08-17
total,municip,municip3042,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1699,1019,66.7,40,2546,Hemsedal,2021-08-17
total,municip,municip3043,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3275,1833,70.5,39.4,4648,Ål,2021-08-17
total,municip,municip3044,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3059,1687,69,38,4434,Hol,2021-08-17
total,municip,municip3045,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2498,1888,72.1,54.5,3465,Sigdal,2021-08-17
total,municip,municip3046,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1559,1102,70.3,49.7,2219,Krødsherad,2021-08-17
total,municip,municip3047,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9988,6811,70.5,48.1,14166,Modum,2021-08-17
total,municip,municip3048,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13178,7875,66.9,40,19709,Øvre Eiker,2021-08-17
total,municip,municip3049,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18715,10483,69,38.7,27118,Lier,2021-08-17
total,municip,municip3050,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1888,1406,69.6,51.8,2713,Flesberg,2021-08-17
total,municip,municip3051,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1047,564,75.5,40.7,1386,Rollag,2021-08-17
total,municip,municip3052,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1757,1029,72.8,42.7,2412,Nore og Uvdal,2021-08-17
total,municip,municip3053,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4943,3035,72,44.2,6867,Jevnaker,2021-08-17
total,municip,municip3054,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6406,3843,70.7,42.4,9062,Lunner,2021-08-17
total,municip,municip3401,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13304,9071,74.5,50.8,17851,Kongsvinger,2021-08-17
total,municip,municip3403,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,23262,13038,73.8,41.4,31509,Hamar,2021-08-17
total,municip,municip3405,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20930,12605,73.5,44.2,28493,Lillehammer,2021-08-17
total,municip,municip3407,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21967,11121,72.3,36.6,30395,Gjøvik,2021-08-17
total,municip,municip3411,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25017,12214,71.7,35,34897,Ringsaker,2021-08-17
total,municip,municip3412,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5481,3436,71.9,45.1,7625,Løten,2021-08-17
total,municip,municip3413,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14875,8481,70.6,40.2,21072,Stange,2021-08-17
total,municip,municip3414,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3729,2564,74,50.9,5038,Nord-Odal,2021-08-17
total,municip,municip3415,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5775,3621,73,45.8,7914,Sør-Odal,2021-08-17
total,municip,municip3416,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4796,3657,78.6,60,6099,Eidskog,2021-08-17
total,municip,municip3417,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3447,2336,75.8,51.4,4545,Grue,2021-08-17
total,municip,municip3418,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5250,3264,72.6,45.2,7227,Åsnes,2021-08-17
total,municip,municip3419,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2647,1889,73.8,52.7,3587,Våler,2021-08-17
total,municip,municip3420,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15209,9590,71.4,45,21292,Elverum,2021-08-17
total,municip,municip3421,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4950,3335,75.2,50.7,6580,Trysil,2021-08-17
total,municip,municip3422,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3119,2173,71.9,50.1,4338,Åmot,2021-08-17
total,municip,municip3423,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1661,1049,69.8,44.1,2378,Stor-Elvdal,2021-08-17
total,municip,municip3424,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1339,819,76.9,47,1741,Rendalen,2021-08-17
total,municip,municip3425,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,962,549,77,43.9,1250,Engerdal,2021-08-17
total,municip,municip3426,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1101,595,70.4,38.1,1563,Tolga,2021-08-17
total,municip,municip3427,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4115,2940,74.3,53.1,5537,Tynset,2021-08-17
total,municip,municip3428,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1747,1004,72.6,41.7,2405,Alvdal,2021-08-17
total,municip,municip3429,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1200,647,79.1,42.6,1518,Folldal,2021-08-17
total,municip,municip3430,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1436,722,76.8,38.6,1870,Os,2021-08-17
total,municip,municip3431,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1794,1091,71.4,43.4,2512,Dovre,2021-08-17
total,municip,municip3432,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1399,692,70.7,34.9,1980,Lesja,2021-08-17
total,municip,municip3433,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1629,1001,74.6,45.9,2183,Skjåk,2021-08-17
total,municip,municip3434,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1720,1027,78,46.6,2204,Lom,2021-08-17
total,municip,municip3435,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2611,1515,73.3,42.5,3564,Vågå,2021-08-17
total,municip,municip3436,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3700,2366,64.9,41.5,5705,Nord-Fron,2021-08-17
total,municip,municip3437,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4084,2345,73,41.9,5592,Sel,2021-08-17
total,municip,municip3438,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2098,1107,68.5,36.1,3064,Sør-Fron,2021-08-17
total,municip,municip3439,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3161,2157,71.7,48.9,4408,Ringebu,2021-08-17
total,municip,municip3440,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3476,2045,68.3,40.2,5093,Øyer,2021-08-17
total,municip,municip3441,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4457,2241,74,37.2,6023,Gausdal,2021-08-17
total,municip,municip3442,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10540,6819,70.9,45.9,14871,Østre Toten,2021-08-17
total,municip,municip3443,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9975,5032,74.1,37.4,13459,Vestre Toten,2021-08-17
total,municip,municip3446,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9756,5600,71.7,41.1,13611,Gran,2021-08-17
total,municip,municip3447,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4119,2490,73.8,44.6,5579,Søndre Land,2021-08-17
total,municip,municip3448,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4840,2873,73.5,43.7,6581,Nordre Land,2021-08-17
total,municip,municip3449,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2127,1407,73.2,48.5,2904,Sør-Aurdal,2021-08-17
