granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550859,514033,359521,37391,78.7,73.5,51.4,5.3,699827,Oslo,2022-09-21
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372381,345975,253843,46778,76.7,71.2,52.3,9.6,485797,Rogaland,2022-09-21
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214419,201398,155377,28667,80.7,75.8,58.4,10.8,265848,Møre og Romsdal,2022-09-21
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195113,183167,134923,21450,81.2,76.3,56.2,8.9,240190,Nordland,2022-09-21
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001321,931317,696690,126680,78.9,73.4,54.9,10,1269230,Viken,2022-09-21
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306268,288224,220738,42240,82.5,77.6,59.5,11.4,371253,Innlandet,2022-09-21
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342119,320216,241095,43506,80.5,75.4,56.8,10.2,424832,Vestfold og Telemark,2022-09-21
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245912,228824,169333,29088,79,73.5,54.4,9.3,311134,Agder,2022-09-21
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506131,470572,352784,64252,78.9,73.4,55,10,641292,Vestland,2022-09-21
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385128,360999,271837,43181,81.2,76.1,57.3,9.1,474131,Trøndelag,2022-09-21
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192001,179887,127947,17606,79.4,74.4,52.9,7.3,241736,Troms og Finnmark,2022-09-21
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550851,514026,359517,37390,78.7,73.5,51.4,5.3,699827,Oslo,2022-09-21
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11869,11164,9241,1917,79.9,75.1,62.2,12.9,14860,Eigersund,2022-09-21
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112952,105033,76289,13733,78.1,72.6,52.7,9.5,144699,Stavanger,2022-09-21
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28725,26717,19216,2777,76.7,71.4,51.3,7.4,37444,Haugesund,2022-09-21
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60638,56479,42814,8054,74.6,69.5,52.7,9.9,81305,Sandnes,2022-09-21
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2504,2356,1803,406,76.3,71.8,55,12.4,3281,Sokndal,2022-09-21
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2421,2287,1792,336,76.2,72,56.4,10.6,3178,Lund,2022-09-21
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2192,2055,1530,301,78.6,73.7,54.9,10.8,2789,Bjerkreim,2022-09-21
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14056,12944,9157,2016,72.8,67.1,47.5,10.4,19296,Hå,2022-09-21
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15103,13909,9314,1974,74.9,69,46.2,9.8,20163,Klepp,2022-09-21
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14725,13659,9208,2031,76.1,70.6,47.6,10.5,19353,Time,2022-09-21
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8813,8165,6294,901,72.6,67.3,51.9,7.4,12131,Gjesdal,2022-09-21
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21201,19664,13938,1803,76.9,71.3,50.6,6.5,27568,Sola,2022-09-21
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9068,8372,6048,888,79.2,73.1,52.8,7.8,11454,Randaberg,2022-09-21
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10307,9516,7153,1102,77.7,71.7,53.9,8.3,13268,Strand,2022-09-21
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2027,1895,1386,340,80,74.8,54.7,13.4,2534,Hjelmeland,2022-09-21
