granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,530690,459958,76.1,66,697010,Oslo,2021-10-01
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,355413,313596,73.6,65,482645,Rogaland,2021-10-01
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,205181,181948,77.3,68.5,265544,Møre og Romsdal,2021-10-01
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,187410,164950,78,68.6,240345,Nordland,2021-10-01
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,965411,842835,77.1,67.3,1252384,Viken,2021-10-01
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,296515,264639,80,71.4,370603,Innlandet,2021-10-01
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,331024,293906,78.5,69.7,421882,Vestfold og Telemark,2021-10-01
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,237385,210283,76.9,68.1,308843,Agder,2021-10-01
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,487224,426200,76.3,66.7,638821,Vestland,2021-10-01
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,370068,324664,78.6,68.9,471124,Trøndelag,2021-10-01
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,184426,163077,76.2,67.3,242168,Troms og Finnmark,2021-10-01
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,530680,459951,76.1,66,697010,Oslo,2021-10-01
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11424,10172,77.3,68.8,14787,Eigersund,2021-10-01
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,108458,95728,75.2,66.4,144147,Stavanger,2021-10-01
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27424,23497,73.5,63,37323,Haugesund,2021-10-01
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58095,51834,72.2,64.4,80450,Sandnes,2021-10-01
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2392,2164,73.4,66.4,3257,Sokndal,2021-10-01
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2325,2113,73.3,66.6,3174,Lund,2021-10-01
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2121,1854,76,66.4,2791,Bjerkreim,2021-10-01
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12920,11584,67.6,60.6,19120,Hå,2021-10-01
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14241,12408,71.8,62.5,19848,Klepp,2021-10-01
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13686,12292,71.6,64.3,19106,Time,2021-10-01
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8199,7433,68,61.6,12064,Gjesdal,2021-10-01
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20355,17676,74.1,64.4,27457,Sola,2021-10-01
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8470,7420,74.9,65.6,11315,Randaberg,2021-10-01
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9922,8530,75.9,65.3,13070,Strand,2021-10-01
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1954,1696,75.7,65.7,2580,Hjelmeland,2021-10-01
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2924,2596,76.8,68.2,3809,Suldal,2021-10-01
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3607,3158,79.1,69.2,4561,Sauda,2021-10-01
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,414,372,81.7,73.4,507,Kvitsøy,2021-10-01
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,689,613,80.2,71.4,859,Bokn,2021-10-01
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8255,6990,73.9,62.5,11178,Tysvær,2021-10-01
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,30889,27556,72.9,65.1,42345,Karmøy,2021-10-01
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,156,84.9,81.2,192,Utsira,2021-10-01
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6479,5748,74.4,66,8705,Vindafjord,2021-10-01
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19238,17003,79.8,70.6,24099,Kristiansund,2021-10-01
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25671,22501,80.5,70.6,31870,Molde,2021-10-01
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,49179,44138,73.8,66.2,66670,Ålesund,2021-10-01
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2520,2294,81.7,74.4,3083,Vanylven,2021-10-01
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1841,1616,75.3,66.1,2445,Sande,2021-10-01
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6634,5757,74.9,65,8858,Herøy,2021-10-01
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6432,5669,75,66.1,8575,Ulstein,2021-10-01
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3699,3288,72,64,5140,Hareid,2021-10-01
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8411,7473,77.7,69,10830,Ørsta,2021-10-01
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3535,3133,78.9,69.9,4482,Stranda,2021-10-01
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6079,5389,80,70.9,7596,Sykkylven,2021-10-01
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7098,6379,75.4,67.8,9409,Sula,2021-10-01
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6281,5355,73.8,63,8506,Giske,2021-10-01
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5392,4800,77.5,69,6958,Vestnes,2021-10-01
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5482,4639,78,66,7026,Rauma,2021-10-01
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2807,2464,79.7,70,3522,Aukra,2021-10-01
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4627,3963,79.7,68.2,5808,Averøy,2021-10-01
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2073,1849,78,69.6,2658,Gjemnes,2021-10-01
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2438,2207,81.7,73.9,2985,Tingvoll,2021-10-01
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5800,5183,83.4,74.5,6956,Sunndal,2021-10-01
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4671,4432,79.5,75.5,5872,Surnadal,2021-10-01
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1681,1514,79,71.1,2128,Smøla,2021-10-01
