granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,544404,496473,210313,78.1,71.2,30.2,697010,Oslo,2022-01-10
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,368929,338022,155127,76.4,70,32.1,482645,Rogaland,2022-01-10
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,212588,196798,97539,80.1,74.1,36.7,265544,Møre og Romsdal,2022-01-10
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194077,179656,84702,80.7,74.7,35.2,240345,Nordland,2022-01-10
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,991301,904468,448958,79.2,72.2,35.8,1252384,Viken,2022-01-10
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,304539,282639,144324,82.2,76.3,38.9,370603,Innlandet,2022-01-10
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,339805,313509,163364,80.5,74.3,38.7,421882,Vestfold og Telemark,2022-01-10
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,243868,223742,113905,79,72.4,36.9,308843,Agder,2022-01-10
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,502290,459797,227925,78.6,72,35.7,638821,Vestland,2022-01-10
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,382312,354033,163651,81.1,75.1,34.7,471124,Trøndelag,2022-01-10
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191704,177158,83436,79.2,73.2,34.5,242168,Troms og Finnmark,2022-01-10
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,544395,496467,210308,78.1,71.2,30.2,697010,Oslo,2022-01-10
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11777,10869,5852,79.6,73.5,39.6,14787,Eigersund,2022-01-10
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112279,102845,42926,77.9,71.3,29.8,144147,Stavanger,2022-01-10
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28386,25989,12256,76.1,69.6,32.8,37323,Haugesund,2022-01-10
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60007,55349,26485,74.6,68.8,32.9,80450,Sandnes,2022-01-10
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2460,2270,1466,75.5,69.7,45,3257,Sokndal,2022-01-10
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2395,2249,1173,75.5,70.9,37,3174,Lund,2022-01-10
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2156,1976,1132,77.2,70.8,40.6,2791,Bjerkreim,2022-01-10
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13922,12629,6259,72.8,66.1,32.7,19120,Hå,2022-01-10
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14920,13470,5602,75.2,67.9,28.2,19848,Klepp,2022-01-10
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14504,13192,5463,75.9,69,28.6,19106,Time,2022-01-10
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8777,8027,3413,72.8,66.5,28.3,12064,Gjesdal,2022-01-10
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20975,19171,7906,76.4,69.8,28.8,27457,Sola,2022-01-10
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8953,8139,3346,79.1,71.9,29.6,11315,Randaberg,2022-01-10
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10215,9305,4235,78.2,71.2,32.4,13070,Strand,2022-01-10
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2000,1819,949,77.5,70.5,36.8,2580,Hjelmeland,2022-01-10
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3021,2782,1831,79.3,73,48.1,3809,Suldal,2022-01-10
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3663,3391,1856,80.3,74.3,40.7,4561,Sauda,2022-01-10
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,405,264,84.6,79.9,52.1,507,Kvitsøy,2022-01-10
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,700,661,383,81.5,76.9,44.6,859,Bokn,2022-01-10
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8498,7690,3947,76,68.8,35.3,11178,Tysvær,2022-01-10
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32031,29467,15731,75.6,69.6,37.1,42345,Karmøy,2022-01-10
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,119,85.4,83.9,62,192,Utsira,2022-01-10
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6691,6161,2529,76.9,70.8,29.1,8705,Vindafjord,2022-01-10
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19628,18227,9596,81.4,75.6,39.8,24099,Kristiansund,2022-01-10
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26190,24344,11200,82.2,76.4,35.1,31870,Molde,2022-01-10
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52480,48387,21796,78.7,72.6,32.7,66670,Ålesund,2022-01-10
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2563,2431,1480,83.1,78.9,48,3083,Vanylven,2022-01-10
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1884,1747,1104,77.1,71.5,45.2,2445,Sande,2022-01-10
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6873,6316,3097,77.6,71.3,35,8858,Herøy,2022-01-10
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6684,6155,3214,77.9,71.8,37.5,8575,Ulstein,2022-01-10
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3833,3531,1746,74.6,68.7,34,5140,Hareid,2022-01-10
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8642,8017,4096,79.8,74,37.8,10830,Ørsta,2022-01-10
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3620,3377,1825,80.8,75.3,40.7,4482,Stranda,2022-01-10
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6187,5691,3348,81.5,74.9,44.1,7596,Sykkylven,2022-01-10
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7347,6737,3826,78.1,71.6,40.7,9409,Sula,2022-01-10
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6541,5930,2850,76.9,69.7,33.5,8506,Giske,2022-01-10
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5571,5206,2393,80.1,74.8,34.4,6958,Vestnes,2022-01-10
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5624,5188,2282,80,73.8,32.5,7026,Rauma,2022-01-10
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2864,2608,1495,81.3,74,42.4,3522,Aukra,2022-01-10
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4730,4383,1888,81.4,75.5,32.5,5808,Averøy,2022-01-10
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2120,1965,1153,79.8,73.9,43.4,2658,Gjemnes,2022-01-10
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2478,2332,1637,83,78.1,54.8,2985,Tingvoll,2022-01-10
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5886,5539,2668,84.6,79.6,38.4,6956,Sunndal,2022-01-10
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4963,4675,2307,84.5,79.6,39.3,5872,Surnadal,2022-01-10
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1749,1642,943,82.2,77.2,44.3,2128,Smøla,2022-01-10
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2777,2601,1354,80.1,75,39,3468,Aure,2022-01-10
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8799,8145,3710,81.6,75.5,34.4,10781,Volda,2022-01-10
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2093,1952,1313,83.7,78,52.5,2502,Fjord,2022-01-10
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10463,9672,5219,78.6,72.6,39.2,13317,Hustadvika,2022-01-10
