granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550831,514070,360238,54074,78.7,73.5,51.5,7.7,699827,Oslo,2022-10-11
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372242,345865,254087,53054,76.6,71.2,52.3,10.9,485797,Rogaland,2022-10-11
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214410,201396,155539,33818,80.7,75.8,58.5,12.7,265848,Møre og Romsdal,2022-10-11
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194933,182998,135086,27613,81.2,76.2,56.2,11.5,240190,Nordland,2022-10-11
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001581,931601,697845,154907,78.9,73.4,55,12.2,1269230,Viken,2022-10-11
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306258,288210,221105,54419,82.5,77.6,59.6,14.7,371253,Innlandet,2022-10-11
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342090,320204,241491,57111,80.5,75.4,56.8,13.4,424832,Vestfold og Telemark,2022-10-11
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245971,228881,169569,34325,79.1,73.6,54.5,11,311134,Agder,2022-10-11
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506122,470594,353298,75079,78.9,73.4,55.1,11.7,641292,Vestland,2022-10-11
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385075,360944,272288,54544,81.2,76.1,57.4,11.5,474131,Trøndelag,2022-10-11
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191854,179749,128083,22174,79.4,74.4,53,9.2,241736,Troms og Finnmark,2022-10-11
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550823,514063,360234,54073,78.7,73.5,51.5,7.7,699827,Oslo,2022-10-11
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11863,11154,9234,2153,79.8,75.1,62.1,14.5,14860,Eigersund,2022-10-11
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112861,104963,76349,15505,78,72.5,52.8,10.7,144699,Stavanger,2022-10-11
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28706,26712,19245,3605,76.7,71.3,51.4,9.6,37444,Haugesund,2022-10-11
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60611,56447,42826,8313,74.5,69.4,52.7,10.2,81305,Sandnes,2022-10-11
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2506,2357,1803,442,76.4,71.8,55,13.5,3281,Sokndal,2022-10-11
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2418,2283,1794,376,76.1,71.8,56.5,11.8,3178,Lund,2022-10-11
