granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n,pop,pr100000,location_name
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3265,693494,470.804361681572,Oslo
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,511,479892,106.482291848999,Rogaland
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,170,265238,64.0933802848762,Møre og Romsdal
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,150,241235,62.1800319190831,Nordland
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2884,1241165,232.362336997901,Viken
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,552,371385,148.632820388546,Innlandet
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,348,419396,82.9764709248538,Vestfold og Telemark
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,380,307231,123.685435389007,Agder
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,972,636531,152.702696333721,Vestland
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,610,468702,130.146660351353,Trøndelag
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,318,243311,130.69692697823,Troms og Finnmark
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3261,693494,470.227572264504,Oslo
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,14,14811,94.5243400175545,Eigersund
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,149,143574,103.779235794782,Stavanger
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,76,37357,203.442460583023,Haugesund
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,59,79537,74.1793127726718,Sandnes
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5,3280,152.439024390244,Sokndal
total,municip,municip1112,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1,3202,31.2304809494066,Lund
total,municip,municip1114,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,0,2787,0,Bjerkreim
total,municip,municip1119,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,9,18991,47.3908693591701,Hå
total,municip,municip1120,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,10,19588,51.0516642842557,Klepp
total,municip,municip1121,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,15,18916,79.2979488263904,Time
