granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550826,514099,360541,59766,78.7,73.5,51.5,8.5,699827,Oslo,2022-10-21
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372215,345838,254201,54919,76.6,71.2,52.3,11.3,485797,Rogaland,2022-10-21
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214376,201351,155591,36952,80.6,75.7,58.5,13.9,265848,Møre og Romsdal,2022-10-21
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194834,182920,135141,29888,81.1,76.2,56.3,12.4,240190,Nordland,2022-10-21
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001788,931812,698621,166964,78.9,73.4,55,13.2,1269230,Viken,2022-10-21
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306266,288209,221268,58273,82.5,77.6,59.6,15.7,371253,Innlandet,2022-10-21
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342180,320298,241754,62402,80.5,75.4,56.9,14.7,424832,Vestfold og Telemark,2022-10-21
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245939,228846,169701,39176,79,73.6,54.5,12.6,311134,Agder,2022-10-21
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506083,470574,353462,78711,78.9,73.4,55.1,12.3,641292,Vestland,2022-10-21
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385054,360933,272425,57951,81.2,76.1,57.5,12.2,474131,Trøndelag,2022-10-21
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191806,179715,128156,24610,79.3,74.3,53,10.2,241736,Troms og Finnmark,2022-10-21
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550818,514092,360537,59765,78.7,73.5,51.5,8.5,699827,Oslo,2022-10-21
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11855,11149,9234,2222,79.8,75,62.1,15,14860,Eigersund,2022-10-21
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112831,104946,76395,16125,78,72.5,52.8,11.1,144699,Stavanger,2022-10-21
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28694,26698,19256,3868,76.6,71.3,51.4,10.3,37444,Haugesund,2022-10-21
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60612,56452,42830,8443,74.5,69.4,52.7,10.4,81305,Sandnes,2022-10-21
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2506,2357,1805,495,76.4,71.8,55,15.1,3281,Sokndal,2022-10-21
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2417,2281,1792,377,76.1,71.8,56.4,11.9,3178,Lund,2022-10-21
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2192,2050,1530,523,78.6,73.5,54.9,18.8,2789,Bjerkreim,2022-10-21
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14048,12938,9168,2194,72.8,67.1,47.5,11.4,19296,Hå,2022-10-21
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15110,13914,9321,2129,74.9,69,46.2,10.6,20163,Klepp,2022-10-21
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14743,13669,9239,2210,76.2,70.6,47.7,11.4,19353,Time,2022-10-21
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8815,8165,6298,1186,72.7,67.3,51.9,9.8,12131,Gjesdal,2022-10-21
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21219,19682,13999,2765,77,71.4,50.8,10,27568,Sola,2022-10-21
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9066,8375,6078,1171,79.2,73.1,53.1,10.2,11454,Randaberg,2022-10-21
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10303,9515,7160,1398,77.7,71.7,54,10.5,13268,Strand,2022-10-21
