granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,36014,18089,5.19312351656972,2.60838594133475,693494,Oslo,2021-02-25
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,21436,9227,4.46683837196703,1.92272427962958,479892,Rogaland,2021-02-25
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,15594,5747,5.87924807154329,2.16673327351285,265238,Møre og Romsdal,2021-02-25
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17238,6260,7.14572926814102,2.5949799987564,241235,Nordland,2021-02-25
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,69250,25585,5.5794354497589,2.0613697614741,1241165,Viken,2021-02-25
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,26245,11418,7.06679052735032,3.07443757825437,371385,Innlandet,2021-02-25
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,28356,11546,6.76115175156654,2.75300670488035,419396,Vestfold og Telemark,2021-02-25
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17724,6546,5.76894909693358,2.13064436856958,307231,Agder,2021-02-25
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,35250,14634,5.53782926518897,2.29902392813547,636531,Vestland,2021-02-25
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,27568,10626,5.88177562715756,2.26711215228439,468702,Trøndelag,2021-02-25
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,13221,5371,5.43378638861375,2.20746287672978,243311,Troms og Finnmark,2021-02-25
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,35727,17983,5.15173887589511,2.59310102178245,693494,Oslo,2021-02-25
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,696,296,4.699210046587,1.99851461751401,14811,Eigersund,2021-02-25
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,6394,2864,4.45345257497876,1.99479014306211,143574,Stavanger,2021-02-25
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1948,852,5.21455148968065,2.28069705811495,37357,Haugesund,2021-02-25
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3031,1372,3.81080503413506,1.72498334108654,79537,Sandnes,2021-02-25
