granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550812,514035,360109,52000,78.7,73.5,51.5,7.4,699827,Oslo,2022-10-06
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372235,345848,254031,52226,76.6,71.2,52.3,10.8,485797,Rogaland,2022-10-06
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214405,201391,155517,33101,80.6,75.8,58.5,12.5,265848,Møre og Romsdal,2022-10-06
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194927,182994,135056,26739,81.2,76.2,56.2,11.1,240190,Nordland,2022-10-06
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001563,931572,697677,151651,78.9,73.4,55,11.9,1269230,Viken,2022-10-06
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306250,288204,221047,52557,82.5,77.6,59.5,14.2,371253,Innlandet,2022-10-06
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342084,320196,241457,55706,80.5,75.4,56.8,13.1,424832,Vestfold og Telemark,2022-10-06
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245968,228876,169544,33949,79.1,73.6,54.5,10.9,311134,Agder,2022-10-06
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506114,470582,353227,73805,78.9,73.4,55.1,11.5,641292,Vestland,2022-10-06
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385060,360932,272210,52878,81.2,76.1,57.4,11.2,474131,Trøndelag,2022-10-06
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191849,179745,128047,21717,79.4,74.4,53,9,241736,Troms og Finnmark,2022-10-06
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550804,514028,360105,51999,78.7,73.5,51.5,7.4,699827,Oslo,2022-10-06
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11862,11154,9233,2046,79.8,75.1,62.1,13.8,14860,Eigersund,2022-10-06
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112860,104954,76330,15220,78,72.5,52.8,10.5,144699,Stavanger,2022-10-06
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28706,26707,19240,3509,76.7,71.3,51.4,9.4,37444,Haugesund,2022-10-06
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60608,56444,42822,8298,74.5,69.4,52.7,10.2,81305,Sandnes,2022-10-06
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2506,2357,1803,413,76.4,71.8,55,12.6,3281,Sokndal,2022-10-06
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2418,2283,1794,376,76.1,71.8,56.5,11.8,3178,Lund,2022-10-06
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2183,2047,1526,467,78.3,73.4,54.7,16.7,2789,Bjerkreim,2022-10-06
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14057,12948,9164,2051,72.8,67.1,47.5,10.6,19296,Hå,2022-10-06
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15110,13915,9316,2060,74.9,69,46.2,10.2,20163,Klepp,2022-10-06
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14728,13659,9220,2140,76.1,70.6,47.6,11.1,19353,Time,2022-10-06
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8808,8161,6291,1150,72.6,67.3,51.9,9.5,12131,Gjesdal,2022-10-06
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21207,19672,13977,2705,76.9,71.4,50.7,9.8,27568,Sola,2022-10-06
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9063,8372,6069,1074,79.1,73.1,53,9.4,11454,Randaberg,2022-10-06
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10306,9518,7154,1288,77.7,71.7,53.9,9.7,13268,Strand,2022-10-06
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2024,1893,1389,405,79.9,74.7,54.8,16,2534,Hjelmeland,2022-10-06
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3033,2823,2395,630,80.2,74.6,63.3,16.6,3784,Suldal,2022-10-06
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3666,3410,2690,660,81,75.4,59.4,14.6,4525,Sauda,2022-10-06
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,426,400,342,104,81.5,76.5,65.4,19.9,523,Kvitsøy,2022-10-06
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,713,688,516,161,83.4,80.5,60.4,18.8,855,Bokn,2022-10-06
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8569,7826,5570,1259,75.9,69.4,49.4,11.2,11283,Tysvær,2022-10-06
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32328,30044,22181,5262,76,70.6,52.1,12.4,42541,Karmøy,2022-10-06
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,173,169,155,39,92,89.9,82.4,20.7,188,Utsira,2022-10-06
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6737,6268,4803,904,76.8,71.4,54.7,10.3,8775,Vindafjord,2022-10-06
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19835,18939,14962,3345,82.6,78.9,62.3,13.9,24013,Kristiansund,2022-10-06
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26469,24882,19156,4110,82.7,77.8,59.9,12.8,32002,Molde,2022-10-06
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52941,49419,35896,6665,78.9,73.6,53.5,9.9,67114,Ålesund,2022-10-06
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2537,2441,1960,566,83.3,80.2,64.4,18.6,3045,Vanylven,2022-10-06
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1870,1753,1386,215,77.2,72.4,57.2,8.9,2422,Sande,2022-10-06
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6945,6503,4915,971,79.2,74.2,56.1,11.1,8765,Herøy,2022-10-06
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6775,6323,5122,1159,79.2,73.9,59.9,13.5,8557,Ulstein,2022-10-06
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3856,3622,2861,689,75.2,70.7,55.8,13.4,5126,Hareid,2022-10-06
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8705,8116,6687,1177,80.4,74.9,61.7,10.9,10833,Ørsta,2022-10-06
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3596,3366,2726,700,80.5,75.4,61,15.7,4467,Stranda,2022-10-06
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6207,5794,4616,1030,82.1,76.7,61.1,13.6,7558,Sykkylven,2022-10-06
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7405,6858,5540,1112,77.6,71.8,58,11.6,9547,Sula,2022-10-06
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6619,6135,4413,581,77,71.4,51.3,6.8,8597,Giske,2022-10-06
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5635,5326,3859,894,81.2,76.8,55.6,12.9,6936,Vestnes,2022-10-06
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5655,5279,3736,1086,80.6,75.2,53.2,15.5,7019,Rauma,2022-10-06
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2917,2804,2062,608,82.9,79.7,58.6,17.3,3518,Aukra,2022-10-06
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4750,4490,3471,922,81.5,77,59.6,15.8,5828,Averøy,2022-10-06
