granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548608,509480,345556,78.4,72.8,49.4,699827,Oslo,2022-03-29
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372163,344706,247297,76.6,71,50.9,485797,Rogaland,2022-03-29
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214506,200968,152315,80.7,75.6,57.3,265848,Møre og Romsdal,2022-03-29
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195788,183304,132168,81.5,76.3,55,240190,Nordland,2022-03-29
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,995838,922610,675004,78.5,72.7,53.2,1269230,Viken,2022-03-29
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306159,287463,216570,82.5,77.4,58.3,371253,Innlandet,2022-03-29
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341204,318431,235524,80.3,75,55.4,424832,Vestfold og Telemark,2022-03-29
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245008,227334,165190,78.7,73.1,53.1,311134,Agder,2022-03-29
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505666,468708,344532,78.9,73.1,53.7,641292,Vestland,2022-03-29
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385038,360110,264923,81.2,76,55.9,474131,Trøndelag,2022-03-29
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192877,180151,124616,79.8,74.5,51.6,241736,Troms og Finnmark,2022-03-29
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548598,509473,345551,78.4,72.8,49.4,699827,Oslo,2022-03-29
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11887,11162,9149,80,75.1,61.6,14860,Eigersund,2022-03-29
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113127,104801,73878,78.2,72.4,51.1,144699,Stavanger,2022-03-29
