granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,28880,16895,17.4824751504292,10.2273690327736,165194,Oslo,2021-06-07
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,17770,8569,10.7316483981037,5.17498565691337,165585,Oslo,2021-06-07
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,23203,9875,54.5465231087498,23.2145375899196,42538,Oslo,2021-06-07
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,22596,8031,48.9981785063752,17.4147801196982,46116,Oslo,2021-06-07
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,29523,16071,86.9653587840226,47.3400494874514,33948,Oslo,2021-06-07
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,29024,14794,83.7174420952436,42.6721278375494,34669,Oslo,2021-06-07
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,23932,22204,92.0532348642203,85.4065697361336,25998,Oslo,2021-06-07
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,21919,20235,90.6717961446182,83.7056341523952,24174,Oslo,2021-06-07
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14487,14134,94.5318107667211,92.2283849918434,15325,Oslo,2021-06-07
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11722,11520,95.7914521533055,94.1407207648934,12237,Oslo,2021-06-07
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6944,6755,89.8202043720088,87.375501228819,7731,Oslo,2021-06-07
