granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549108,510819,350863,78.5,73,50.1,699827,Oslo,2022-05-19
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372439,345283,249548,76.7,71.1,51.4,485797,Rogaland,2022-05-19
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214609,201226,153495,80.7,75.7,57.7,265848,Møre og Romsdal,2022-05-19
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195696,183399,133183,81.5,76.4,55.4,240190,Nordland,2022-05-19
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,997549,925362,682673,78.6,72.9,53.8,1269230,Viken,2022-05-19
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306319,287829,217972,82.5,77.5,58.7,371253,Innlandet,2022-05-19
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341548,319097,237615,80.4,75.1,55.9,424832,Vestfold og Telemark,2022-05-19
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245233,227773,166592,78.8,73.2,53.5,311134,Agder,2022-05-19
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506003,469448,347097,78.9,73.2,54.1,641292,Vestland,2022-05-19
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385345,360645,267264,81.3,76.1,56.4,474131,Trøndelag,2022-05-19
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192906,180320,126020,79.8,74.6,52.1,241736,Troms og Finnmark,2022-05-19
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549100,510813,350859,78.5,73,50.1,699827,Oslo,2022-05-19
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11874,11166,9180,79.9,75.1,61.8,14860,Eigersund,2022-05-19
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113118,104900,74715,78.2,72.5,51.6,144699,Stavanger,2022-05-19
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28722,26624,18823,76.7,71.1,50.3,37444,Haugesund,2022-05-19
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60557,56291,42081,74.5,69.2,51.8,81305,Sandnes,2022-05-19
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2494,2343,1774,76,71.4,54.1,3281,Sokndal,2022-05-19
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2424,2285,1786,76.3,71.9,56.2,3178,Lund,2022-05-19
