granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547223,505445,322107,78.5,72.5,46.2,697010,Oslo,2022-02-02
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371403,342310,227248,77,70.9,47.1,482645,Rogaland,2022-02-02
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,213799,199610,140167,80.5,75.2,52.8,265544,Møre og Romsdal,2022-02-02
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195268,181771,120348,81.2,75.6,50.1,240345,Nordland,2022-02-02
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,996297,918863,641149,79.6,73.4,51.2,1252384,Viken,2022-02-02
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305943,285898,201804,82.6,77.1,54.5,370603,Innlandet,2022-02-02
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341334,317126,223938,80.9,75.2,53.1,421882,Vestfold og Telemark,2022-02-02
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245072,226427,157346,79.4,73.3,50.9,308843,Agder,2022-02-02
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505024,465844,320634,79.1,72.9,50.2,638821,Vestland,2022-02-02
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384349,357534,240574,81.6,75.9,51.1,471124,Trøndelag,2022-02-02
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192697,179106,115124,79.6,74,47.5,242168,Troms og Finnmark,2022-02-02
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547214,505438,322102,78.5,72.5,46.2,697010,Oslo,2022-02-02
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11827,10978,8474,80,74.2,57.3,14787,Eigersund,2022-02-02
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113004,104192,66741,78.4,72.3,46.3,144147,Stavanger,2022-02-02
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28623,26368,16783,76.7,70.6,45,37323,Haugesund,2022-02-02
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60446,55879,39143,75.1,69.5,48.7,80450,Sandnes,2022-02-02
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2473,2315,1724,75.9,71.1,52.9,3257,Sokndal,2022-02-02
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2419,2269,1656,76.2,71.5,52.2,3174,Lund,2022-02-02
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2175,2029,1435,77.9,72.7,51.4,2791,Bjerkreim,2022-02-02
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14002,12804,8367,73.2,67,43.8,19120,Hå,2022-02-02
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15029,13746,8208,75.7,69.3,41.4,19848,Klepp,2022-02-02
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14639,13478,8232,76.6,70.5,43.1,19106,Time,2022-02-02
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8836,8126,5340,73.2,67.4,44.3,12064,Gjesdal,2022-02-02
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21126,19399,12059,76.9,70.7,43.9,27457,Sola,2022-02-02
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9025,8253,5314,79.8,72.9,47,11315,Randaberg,2022-02-02
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10269,9394,6532,78.6,71.9,50,13070,Strand,2022-02-02
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2016,1871,1307,78.1,72.5,50.7,2580,Hjelmeland,2022-02-02
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3038,2806,2295,79.8,73.7,60.3,3809,Suldal,2022-02-02
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3667,3401,2519,80.4,74.6,55.2,4561,Sauda,2022-02-02
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,403,326,84.6,79.5,64.3,507,Kvitsøy,2022-02-02
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,700,665,463,81.5,77.4,53.9,859,Bokn,2022-02-02
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8544,7751,5130,76.4,69.3,45.9,11178,Tysvær,2022-02-02
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32194,29782,20778,76,70.3,49.1,42345,Karmøy,2022-02-02
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,146,85.4,83.9,76,192,Utsira,2022-02-02
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6752,6235,4272,77.6,71.6,49.1,8705,Vindafjord,2022-02-02
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19723,18780,13998,81.8,77.9,58.1,24099,Kristiansund,2022-02-02
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26383,24675,17224,82.8,77.4,54,31870,Molde,2022-02-02
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52821,48913,31364,79.2,73.4,47,66670,Ålesund,2022-02-02
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2571,2457,1807,83.4,79.7,58.6,3083,Vanylven,2022-02-02
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1891,1766,1311,77.3,72.2,53.6,2445,Sande,2022-02-02
