granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547595,506999,336486,78.6,72.7,48.3,697010,Oslo,2022-02-18
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371820,343720,242867,77,71.2,50.3,482645,Rogaland,2022-02-18
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214379,200584,149601,80.7,75.5,56.3,265544,Møre og Romsdal,2022-02-18
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195660,182840,129506,81.4,76.1,53.9,240345,Nordland,2022-02-18
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,994543,919928,665174,79.4,73.5,53.1,1252384,Viken,2022-02-18
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305929,286804,213560,82.5,77.4,57.6,370603,Innlandet,2022-02-18
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341000,317834,232497,80.8,75.3,55.1,421882,Vestfold og Telemark,2022-02-18
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244884,226856,163080,79.3,73.5,52.8,308843,Agder,2022-02-18
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505274,467592,338791,79.1,73.2,53,638821,Vestland,2022-02-18
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384726,359380,259257,81.7,76.3,55,471124,Trøndelag,2022-02-18
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192696,179704,121746,79.6,74.2,50.3,242168,Troms og Finnmark,2022-02-18
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547585,506992,336481,78.6,72.7,48.3,697010,Oslo,2022-02-18
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11866,11134,9050,80.2,75.3,61.2,14787,Eigersund,2022-02-18
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113064,104475,72170,78.4,72.5,50.1,144147,Stavanger,2022-02-18
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28641,26490,18145,76.7,71,48.6,37323,Haugesund,2022-02-18
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60383,55911,41353,75.1,69.5,51.4,80450,Sandnes,2022-02-18
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2481,2328,1751,76.2,71.5,53.8,3257,Sokndal,2022-02-18
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2422,2281,1769,76.3,71.9,55.7,3174,Lund,2022-02-18
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2182,2044,1490,78.2,73.2,53.4,2791,Bjerkreim,2022-02-18
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14032,12892,8869,73.4,67.4,46.4,19120,Hå,2022-02-18
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15029,13783,8878,75.7,69.4,44.7,19848,Klepp,2022-02-18
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14652,13536,8757,76.7,70.8,45.8,19106,Time,2022-02-18
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8848,8174,6049,73.3,67.8,50.1,12064,Gjesdal,2022-02-18
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21142,19487,13192,77,71,48,27457,Sola,2022-02-18
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9036,8275,5675,79.9,73.1,50.2,11315,Randaberg,2022-02-18
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10282,9458,6946,78.7,72.4,53.1,13070,Strand,2022-02-18
