granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11778,10869,5853,79.7,73.5,39.6,14787,Eigersund,2022-01-11
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112313,102893,44433,77.9,71.4,30.8,144147,Stavanger,2022-01-11
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28391,25993,12283,76.1,69.6,32.9,37323,Haugesund,2022-01-11
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60014,55364,26558,74.6,68.8,33,80450,Sandnes,2022-01-11
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2460,2270,1466,75.5,69.7,45,3257,Sokndal,2022-01-11
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2396,2249,1173,75.5,70.9,37,3174,Lund,2022-01-11
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2156,1976,1132,77.2,70.8,40.6,2791,Bjerkreim,2022-01-11
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13926,12630,6288,72.8,66.1,32.9,19120,Hå,2022-01-11
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14921,13473,5615,75.2,67.9,28.3,19848,Klepp,2022-01-11
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14504,13192,5480,75.9,69,28.7,19106,Time,2022-01-11
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8777,8027,3427,72.8,66.5,28.4,12064,Gjesdal,2022-01-11
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20976,19178,7940,76.4,69.8,28.9,27457,Sola,2022-01-11
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8964,8171,3840,79.2,72.2,33.9,11315,Randaberg,2022-01-11
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10215,9306,4242,78.2,71.2,32.5,13070,Strand,2022-01-11
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2000,1819,949,77.5,70.5,36.8,2580,Hjelmeland,2022-01-11
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3022,2783,1836,79.3,73.1,48.2,3809,Suldal,2022-01-11
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3663,3391,1856,80.3,74.3,40.7,4561,Sauda,2022-01-11
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,405,264,84.6,79.9,52.1,507,Kvitsøy,2022-01-11
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,700,661,383,81.5,76.9,44.6,859,Bokn,2022-01-11
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8501,7690,3952,76.1,68.8,35.4,11178,Tysvær,2022-01-11
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32033,29468,15739,75.6,69.6,37.2,42345,Karmøy,2022-01-11
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,120,85.4,83.9,62.5,192,Utsira,2022-01-11
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6692,6162,2529,76.9,70.8,29.1,8705,Vindafjord,2022-01-11
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19637,18228,9599,81.5,75.6,39.8,24099,Kristiansund,2022-01-11
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26191,24346,11206,82.2,76.4,35.2,31870,Molde,2022-01-11
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52500,48456,22461,78.7,72.7,33.7,66670,Ålesund,2022-01-11
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2563,2432,1482,83.1,78.9,48.1,3083,Vanylven,2022-01-11
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1884,1748,1107,77.1,71.5,45.3,2445,Sande,2022-01-11
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6889,6357,3530,77.8,71.8,39.9,8858,Herøy,2022-01-11
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6684,6155,3218,77.9,71.8,37.5,8575,Ulstein,2022-01-11
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3833,3531,1751,74.6,68.7,34.1,5140,Hareid,2022-01-11
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8642,8017,4096,79.8,74,37.8,10830,Ørsta,2022-01-11
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3623,3377,1871,80.8,75.3,41.7,4482,Stranda,2022-01-11
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6188,5692,3352,81.5,74.9,44.1,7596,Sykkylven,2022-01-11
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7347,6738,3847,78.1,71.6,40.9,9409,Sula,2022-01-11
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6542,5940,2973,76.9,69.8,35,8506,Giske,2022-01-11
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5573,5208,2395,80.1,74.8,34.4,6958,Vestnes,2022-01-11
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5624,5188,2285,80,73.8,32.5,7026,Rauma,2022-01-11
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2864,2608,1495,81.3,74,42.4,3522,Aukra,2022-01-11
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4731,4383,1890,81.5,75.5,32.5,5808,Averøy,2022-01-11
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2120,1966,1203,79.8,74,45.3,2658,Gjemnes,2022-01-11
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2478,2332,1639,83,78.1,54.9,2985,Tingvoll,2022-01-11
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5888,5541,2672,84.6,79.7,38.4,6956,Sunndal,2022-01-11
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4963,4676,2307,84.5,79.6,39.3,5872,Surnadal,2022-01-11
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1749,1642,944,82.2,77.2,44.4,2128,Smøla,2022-01-11
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2777,2601,1356,80.1,75,39.1,3468,Aure,2022-01-11
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8800,8145,3719,81.6,75.5,34.5,10781,Volda,2022-01-11
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2093,1952,1315,83.7,78,52.6,2502,Fjord,2022-01-11
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10464,9672,5222,78.6,72.6,39.2,13317,Hustadvika,2022-01-11
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42753,39372,18832,81.3,74.9,35.8,52560,Bodø,2022-01-11
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17468,16299,7559,80.6,75.2,34.9,21661,Narvik,2022-01-11
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1163,1067,602,83.2,76.4,43.1,1397,Bindal,2022-01-11
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1676,1543,625,84.2,77.5,31.4,1990,Sømna,2022-01-11
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6362,5838,2334,81.5,74.8,29.9,7803,Brønnøy,2022-01-11
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,993,916,492,84,77.5,41.6,1182,Vega,2022-01-11
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384,364,181,82.6,78.3,38.9,465,Vevelstad,2022-01-11
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1386,1284,710,77.3,71.6,39.6,1793,Herøy,2022-01-11
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5989,5604,2975,81,75.8,40.2,7394,Alstahaug,2022-01-11
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1773,1624,786,77.8,71.3,34.5,2278,Leirfjord,2022-01-11
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10866,10110,4497,81.9,76.2,33.9,13268,Vefsn,2022-01-11
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1209,1128,521,83.2,77.6,35.9,1453,Grane,2022-01-11
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1086,1014,478,85.7,80,37.7,1267,Hattfjelldal,2022-01-11
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1110,1030,646,81,75.1,47.1,1371,Dønna,2022-01-11
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1352,1225,661,79.5,72,38.9,1701,Nesna,2022-01-11
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3529,3293,1525,79.7,74.4,34.4,4428,Hemnes,2022-01-11
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21228,19535,8943,81.4,74.9,34.3,26083,Rana,2022-01-11
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1486,1380,635,79.2,73.6,33.8,1876,Lurøy,2022-01-11
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,357,329,168,80.8,74.4,38,442,Træna,2022-01-11
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,916,839,400,76,69.6,33.2,1206,Rødøy,2022-01-11
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4930,4526,2036,78.9,72.5,32.6,6247,Meløy,2022-01-11
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1520,1431,839,79.2,74.5,43.7,1920,Gildeskål,2022-01-11
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,871,831,500,87.2,83.2,50.1,999,Beiarn,2022-01-11
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3740,3502,1983,80.7,75.6,42.8,4632,Saltdal,2022-01-11
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7961,7439,3802,82.6,77.2,39.4,9640,Fauske,2022-01-11
total,municip,municip1845,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1561,1476,678,81.6,77.2,35.5,1912,Sørfold,2022-01-11
total,municip,municip1848,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2084,1918,938,80.6,74.2,36.3,2586,Steigen,2022-01-11
total,municip,municip1851,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1649,1559,894,82.3,77.8,44.6,2003,Lødingen,2022-01-11
total,municip,municip1853,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1078,1018,557,81.4,76.9,42.1,1324,Evenes,2022-01-11
total,municip,municip1856,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,424,393,172,86.9,80.5,35.2,488,Røst,2022-01-11
total,municip,municip1857,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,535,503,303,76.6,72.1,43.4,698,Værøy,2022-01-11
total,municip,municip1859,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,996,941,523,80.5,76,42.2,1238,Flakstad,2022-01-11
total,municip,municip1860,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9018,8354,3823,78.3,72.5,33.2,11521,Vestvågøy,2022-01-11
total,municip,municip1865,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7656,6963,3225,79.2,72,33.4,9670,Vågan,2022-01-11
total,municip,municip1866,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6431,5926,2656,79.7,73.5,32.9,8065,Hadsel,2022-01-11
total,municip,municip1867,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2083,1965,1121,80.9,76.3,43.5,2576,Bø,2022-01-11
total,municip,municip1868,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3418,3162,1253,77.4,71.6,28.4,4416,Øksnes,2022-01-11
total,municip,municip1870,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8317,7670,3443,79.1,73,32.7,10514,Sortland,2022-01-11
total,municip,municip1871,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3767,3524,1787,82.1,76.8,38.9,4588,Andøy,2022-01-11
total,municip,municip1874,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,803,751,454,81.2,75.9,45.9,989,Moskenes,2022-01-11
total,municip,municip1875,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2209,2055,1101,81.8,76.1,40.8,2701,Hamarøy,2022-01-11
total,municip,municip3001,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25191,23248,12078,80.3,74.1,38.5,31387,Halden,2022-01-11
total,municip,municip3002,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,40779,37609,21904,82.1,75.7,44.1,49668,Moss,2022-01-11
total,municip,municip3003,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,46552,43076,28959,81.1,75.1,50.5,57372,Sarpsborg,2022-01-11
total,municip,municip3004,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,66396,60684,31995,79.8,72.9,38.5,83193,Fredrikstad,2022-01-11
total,municip,municip3005,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,78800,71642,36145,77.4,70.3,35.5,101859,Drammen,2022-01-11
total,municip,municip3006,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,22242,20336,10305,80.3,73.4,37.2,27694,Kongsberg,2022-01-11
total,municip,municip3007,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24902,23055,11490,80.8,74.8,37.3,30835,Ringerike,2022-01-11
total,municip,municip3011,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4075,3832,2330,86.8,81.6,49.6,4694,Hvaler,2022-01-11
total,municip,municip3012,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1121,1066,614,84.6,80.5,46.3,1325,Aremark,2022-01-11
total,municip,municip3013,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3036,2856,1672,84.3,79.3,46.4,3601,Marker,2022-01-11
total,municip,municip3014,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,34989,32370,15215,77.4,71.6,33.7,45201,Indre Østfold,2022-01-11
total,municip,municip3015,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3038,2796,1325,79.4,73.1,34.6,3825,Skiptvet,2022-01-11
total,municip,municip3016,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6630,6187,3556,80.6,75.2,43.2,8222,Rakkestad,2022-01-11
total,municip,municip3017,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6022,5580,2635,79.6,73.7,34.8,7568,Råde,2022-01-11
total,municip,municip3018,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4449,4098,2211,76.6,70.6,38.1,5805,Våler,2022-01-11
total,municip,municip3019,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14212,12981,6331,77.7,71,34.6,18290,Vestby,2022-01-11
total,municip,municip3020,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,47628,43175,18678,79.3,71.9,31.1,60034,Nordre Follo,2022-01-11
total,municip,municip3021,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16047,14534,5768,78.5,71.1,28.2,20439,Ås,2022-01-11
total,municip,municip3022,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12990,11972,5951,81.4,75,37.3,15953,Frogn,2022-01-11
total,municip,municip3023,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15295,13803,6870,77.2,69.7,34.7,19805,Nesodden,2022-01-11
total,municip,municip3024,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,101648,91985,44902,79.3,71.7,35,128233,Bærum,2022-01-11
total,municip,municip3025,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,75043,68216,36159,79.1,71.9,38.1,94915,Asker,2022-01-11
total,municip,municip3026,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14038,13028,7508,79.8,74.1,42.7,17591,Aurskog-Høland,2022-01-11
total,municip,municip3027,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14261,12776,6522,76.1,68.2,34.8,18730,Rælingen,2022-01-11
total,municip,municip3028,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8729,7809,3405,78.9,70.6,30.8,11065,Enebakk,2022-01-11
total,municip,municip3029,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,34106,30725,15045,79.8,71.9,35.2,42740,Lørenskog,2022-01-11
total,municip,municip3030,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,68427,61912,27697,78.7,71.2,31.9,86953,Lillestrøm,2022-01-11
total,municip,municip3031,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19749,17894,9868,80.8,73.2,40.4,24454,Nittedal,2022-01-11
total,municip,municip3032,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5472,4988,2820,77.7,70.8,40,7043,Gjerdrum,2022-01-11
total,municip,municip3033,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,30752,27606,15266,76,68.2,37.7,40459,Ullensaker,2022-01-11
total,municip,municip3034,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18360,16843,7318,78.4,71.9,31.2,23422,Nes,2022-01-11
total,municip,municip3035,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20658,18969,9724,79.4,72.9,37.4,26031,Eidsvoll,2022-01-11
total,municip,municip3036,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11451,10428,5806,78.2,71.2,39.7,14637,Nannestad,2022-01-11
total,municip,municip3037,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2251,2091,1088,79.3,73.7,38.3,2838,Hurdal,2022-01-11
total,municip,municip3038,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5245,4818,2405,77,70.7,35.3,6811,Hole,2022-01-11
total,municip,municip3039,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,863,816,411,82.3,77.8,39.2,1049,Flå,2022-01-11
total,municip,municip3040,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2703,2529,1539,82.9,77.5,47.2,3262,Nesbyen,2022-01-11
total,municip,municip3041,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3764,3480,1940,81.2,75.1,41.8,4636,Gol,2022-01-11
total,municip,municip3042,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1960,1813,962,77,71.2,37.8,2546,Hemsedal,2022-01-11
total,municip,municip3043,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3742,3497,1690,80.5,75.2,36.4,4648,Ål,2022-01-11
total,municip,municip3044,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3548,3295,1608,80,74.3,36.3,4434,Hol,2022-01-11
total,municip,municip3045,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2830,2607,1739,81.7,75.2,50.2,3465,Sigdal,2022-01-11
total,municip,municip3046,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1736,1605,1003,78.2,72.3,45.2,2219,Krødsherad,2022-01-11
total,municip,municip3047,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11280,10471,5508,79.6,73.9,38.9,14166,Modum,2022-01-11
total,municip,municip3048,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15052,13858,6473,76.4,70.3,32.8,19709,Øvre Eiker,2022-01-11
total,municip,municip3049,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21314,19387,8523,78.6,71.5,31.4,27118,Lier,2022-01-11
total,municip,municip3050,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2151,1985,1200,79.3,73.2,44.2,2713,Flesberg,2022-01-11
total,municip,municip3051,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1154,1108,636,83.3,79.9,45.9,1386,Rollag,2022-01-11
total,municip,municip3052,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1958,1848,1026,81.2,76.6,42.5,2412,Nore og Uvdal,2022-01-11
total,municip,municip3053,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5582,5162,2730,81.3,75.2,39.8,6867,Jevnaker,2022-01-11
total,municip,municip3054,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7335,6750,3487,80.9,74.5,38.5,9062,Lunner,2022-01-11
total,municip,municip3401,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14996,13910,7446,84,77.9,41.7,17851,Kongsvinger,2022-01-11
total,municip,municip3403,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26334,24254,12992,83.6,77,41.2,31509,Hamar,2022-01-11
total,municip,municip3405,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,23591,21838,11300,82.8,76.6,39.7,28493,Lillehammer,2022-01-11
total,municip,municip3407,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24846,23020,9688,81.7,75.7,31.9,30395,Gjøvik,2022-01-11
total,municip,municip3411,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28294,26095,10597,81.1,74.8,30.4,34897,Ringsaker,2022-01-11
total,municip,municip3412,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6139,5745,2980,80.5,75.3,39.1,7625,Løten,2022-01-11
total,municip,municip3413,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16729,15630,8309,79.4,74.2,39.4,21072,Stange,2022-01-11
total,municip,municip3414,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4182,3917,2370,83,77.7,47,5038,Nord-Odal,2022-01-11
total,municip,municip3415,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6463,6025,2719,81.7,76.1,34.4,7914,Sør-Odal,2022-01-11
total,municip,municip3416,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5211,4959,3214,85.4,81.3,52.7,6099,Eidskog,2022-01-11
total,municip,municip3417,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3930,3720,2126,86.5,81.8,46.8,4545,Grue,2022-01-11
total,municip,municip3418,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6035,5629,3195,83.5,77.9,44.2,7227,Åsnes,2022-01-11
total,municip,municip3419,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2965,2785,1628,82.7,77.6,45.4,3587,Våler,2022-01-11
total,municip,municip3420,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17378,16100,8227,81.6,75.6,38.6,21292,Elverum,2022-01-11
total,municip,municip3421,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5497,5153,3313,83.5,78.3,50.3,6580,Trysil,2022-01-11
total,municip,municip3422,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3515,3272,2116,81,75.4,48.8,4338,Åmot,2022-01-11
total,municip,municip3423,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1942,1833,1114,81.7,77.1,46.8,2378,Stor-Elvdal,2022-01-11
total,municip,municip3424,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1500,1423,841,86.2,81.7,48.3,1741,Rendalen,2022-01-11
total,municip,municip3425,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1101,1047,588,88.1,83.8,47,1250,Engerdal,2022-01-11
total,municip,municip3426,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1292,1174,600,82.7,75.1,38.4,1563,Tolga,2022-01-11
total,municip,municip3427,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4628,4253,2504,83.6,76.8,45.2,5537,Tynset,2022-01-11
total,municip,municip3428,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2000,1836,986,83.2,76.3,41,2405,Alvdal,2022-01-11
total,municip,municip3429,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1332,1253,639,87.7,82.5,42.1,1518,Folldal,2022-01-11
total,municip,municip3430,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1589,1484,718,85,79.4,38.4,1870,Os,2022-01-11
