granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,222,56,0.378671579162829,0.0955207587077406,58626,Oslo,2021-09-03
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,2709,808,42.5943396226415,12.7044025157233,6360,Oslo,2021-09-03
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,28099,21114,89.8707861574874,67.5302245250432,31266,Oslo,2021-09-03
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,87246,61939,84.193968636912,59.7722557297949,103625,Oslo,2021-09-03
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21337,17490,89.1158167314038,73.0484901641398,23943,Oslo,2021-09-03
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39213,35515,92.1834594950397,83.4900559499741,42538,Oslo,2021-09-03
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32037,30323,94.3708024036762,89.3219040886061,33948,Oslo,2021-09-03
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24544,23835,94.4072620970844,91.6801292407108,25998,Oslo,2021-09-03
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14756,14675,96.2871125611746,95.7585644371941,15325,Oslo,2021-09-03
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7019,6897,90.7903246669254,89.2122623205277,7731,Oslo,2021-09-03
total,county,county03,2020,00-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,221,58,0.360834000032655,0.0946985158456741,61247,Oslo,2021-09-03
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,2650,759,40.2919264102174,11.5402159039076,6577,Oslo,2021-09-03
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,23261,16047,82.6910771418415,57.045858514042,28130,Oslo,2021-09-03
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,86515,60156,82.8703615011782,57.6217935209487,104398,Oslo,2021-09-03
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22156,17981,83.6706948640483,67.904078549849,26480,Oslo,2021-09-03
