granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,541261,486460,102795,77.7,69.8,14.7,697010,Oslo,2021-12-14
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,365109,333246,80952,75.6,69,16.8,482645,Rogaland,2021-12-14
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,210791,194395,54171,79.4,73.2,20.4,265544,Møre og Romsdal,2021-12-14
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192541,177428,47670,80.1,73.8,19.8,240345,Nordland,2021-12-14
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,984107,889558,236024,78.6,71,18.8,1252384,Viken,2021-12-14
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,302328,279214,82076,81.6,75.3,22.1,370603,Innlandet,2021-12-14
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,337416,309446,92706,80,73.3,22,421882,Vestfold og Telemark,2021-12-14
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,242044,221108,56631,78.4,71.6,18.3,308843,Agder,2021-12-14
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,498127,452527,119277,78,70.8,18.7,638821,Vestland,2021-12-14
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,379938,349905,89098,80.6,74.3,18.9,471124,Trøndelag,2021-12-14
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,190175,174729,48966,78.5,72.2,20.2,242168,Troms og Finnmark,2021-12-14
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,541251,486453,102793,77.7,69.8,14.7,697010,Oslo,2021-12-14
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11657,10773,3214,78.8,72.9,21.7,14787,Eigersund,2021-12-14
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,111096,101330,22329,77.1,70.3,15.5,144147,Stavanger,2021-12-14
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28098,25574,6071,75.3,68.5,16.3,37323,Haugesund,2021-12-14
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59350,54491,13444,73.8,67.7,16.7,80450,Sandnes,2021-12-14
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2441,2248,663,74.9,69,20.4,3257,Sokndal,2021-12-14
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2362,2207,495,74.4,69.5,15.6,3174,Lund,2021-12-14
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2142,1968,638,76.7,70.5,22.9,2791,Bjerkreim,2021-12-14
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13741,12426,3285,71.9,65,17.2,19120,Hå,2021-12-14
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14739,13295,3174,74.3,67,16,19848,Klepp,2021-12-14
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14341,13072,3226,75.1,68.4,16.9,19106,Time,2021-12-14
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8682,7940,1645,72,65.8,13.6,12064,Gjesdal,2021-12-14
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20787,18904,3968,75.7,68.8,14.5,27457,Sola,2021-12-14
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8886,8053,2225,78.5,71.2,19.7,11315,Randaberg,2021-12-14
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10113,9202,2366,77.4,70.4,18.1,13070,Strand,2021-12-14
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1974,1791,341,76.5,69.4,13.2,2580,Hjelmeland,2021-12-14
