granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name
total,municip,municip1135,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,38,0,0.826985854189336,0,4595,Sauda
total,municip,municip1144,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,16,0,3.09477756286267,0,517,Kvitsøy
total,municip,municip1145,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,8,0,0.938967136150235,0,852,Bokn
total,municip,municip1146,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,97,0,0.87663804789878,0,11065,Tysvær
total,municip,municip1149,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,347,0,0.822547764661262,0,42186,Karmøy
total,municip,municip1151,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,12,0,6.06060606060606,0,198,Utsira
total,municip,municip1160,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,75,0,0.860683956851044,0,8714,Vindafjord
total,municip,municip1505,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,278,0,1.14975805451011,0,24179,Kristiansund
total,municip,municip1506,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,339,0,1.06046860825226,0,31967,Molde
total,municip,municip1507,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,665,0,1.00365238914546,0,66258,Ålesund
total,municip,municip1511,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,22,0,0.705806865575874,0,3117,Vanylven
total,municip,municip1514,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,14,0,0.568874441284031,0,2461,Sande
total,municip,municip1515,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,64,0,0.719101123595506,0,8900,Herøy
total,municip,municip1516,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,51,0,0.595029751487575,0,8571,Ulstein
total,municip,municip1517,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,38,0,0.734299516908213,0,5175,Hareid
total,municip,municip1520,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,90,0,0.831408775981524,0,10825,Ørsta
total,municip,municip1525,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,35,0,0.773822684059253,0,4523,Stranda
total,municip,municip1528,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,94,0,1.2327868852459,0,7625,Sykkylven
total,municip,municip1531,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,69,0,0.741138560687433,0,9310,Sula
total,municip,municip1532,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,69,0,0.815410068541716,0,8462,Giske
total,municip,municip1535,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,55,0,0.8420085731782,0,6532,Vestnes
total,municip,municip1539,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,59,0,0.790037493304767,0,7468,Rauma
total,municip,municip1547,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,31,0,0.883442576232545,0,3509,Aukra
total,municip,municip1554,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,49,0,0.846579129232896,0,5788,Averøy
total,municip,municip1557,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,22,0,0.836820083682008,0,2629,Gjemnes
total,municip,municip1560,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,37,0,1.22314049586777,0,3025,Tingvoll
total,municip,municip1563,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,63,0,0.895395110858442,0,7036,Sunndal
total,municip,municip1566,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,53,0,0.89527027027027,0,5920,Surnadal
total,municip,municip1573,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,19,0,0.883720930232558,0,2150,Smøla
total,municip,municip1576,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,30,0,0.855431993156544,0,3507,Aure
total,municip,municip1577,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,110,0,1.05031987014227,0,10473,Volda
total,municip,municip1578,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,27,0,1.05923891722244,0,2549,Fjord
total,municip,municip1579,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,103,0,0.775660817832668,0,13279,Hustadvika
total,municip,municip1804,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,432,0,0.825104570544531,0,52357,Bodø
total,municip,municip1806,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,255,0,1.16731517509728,0,21845,Narvik
total,municip,municip1811,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17,0,1.19214586255259,0,1426,Bindal
total,municip,municip1812,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,18,0,0.911392405063291,0,1975,Sømna
total,municip,municip1813,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,70,0,0.884173297966401,0,7917,Brønnøy
total,municip,municip1815,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,12,0,1,0,1200,Vega
total,municip,municip1816,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,6,0,1.2987012987013,0,462,Vevelstad
total,municip,municip1818,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,16,0,0.900393922341024,0,1777,Herøy
total,municip,municip1820,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,94,0,1.26225325634484,0,7447,Alstahaug
total,municip,municip1822,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,28,0,1.2205754141238,0,2294,Leirfjord
total,municip,municip1824,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,131,0,0.986594366621479,0,13278,Vefsn
total,municip,municip1825,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,20,0,1.34952766531714,0,1482,Grane
total,municip,municip1826,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17,0,1.31071703932151,0,1297,Hattfjelldal
total,municip,municip1827,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,18,0,1.3129102844639,0,1371,Dønna
total,municip,municip1828,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,18,0,1.0221465076661,0,1761,Nesna
total,municip,municip1832,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,39,0,0.875617422541536,0,4454,Hemnes
total,municip,municip1833,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,242,0,0.924228536510846,0,26184,Rana
total,municip,municip1834,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,24,0,1.26984126984127,0,1890,Lurøy
total,municip,municip1835,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,12,0,2.75862068965517,0,435,Træna
total,municip,municip1836,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17,0,1.40148392415499,0,1213,Rødøy
total,municip,municip1837,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,58,0,0.922391857506361,0,6288,Meløy
total,municip,municip1838,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,41,0,2.1025641025641,0,1950,Gildeskål
total,municip,municip1839,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,25,0,2.45821042281219,0,1017,Beiarn
total,municip,municip1840,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,54,0,1.15606936416185,0,4671,Saltdal
total,municip,municip1841,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,92,0,0.944655508779135,0,9739,Fauske
total,municip,municip1845,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,24,0,1.24610591900312,0,1926,Sørfold
total,municip,municip1848,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,28,0,1.07361963190184,0,2608,Steigen
total,municip,municip1851,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,8,0,0.393313667649951,0,2034,Lødingen
total,municip,municip1853,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,30,0,2.22551928783383,0,1348,Evenes
total,municip,municip1856,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,15,0,3.01204819277108,0,498,Røst
total,municip,municip1857,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,13,0,1.78571428571429,0,728,Værøy
total,municip,municip1859,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17,0,1.33647798742138,0,1272,Flakstad
total,municip,municip1860,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,136,0,1.18953905361672,0,11433,Vestvågøy
total,municip,municip1865,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,94,0,0.978351373855121,0,9608,Vågan
total,municip,municip1866,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,70,0,0.868378613075301,0,8061,Hadsel
total,municip,municip1867,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,29,0,1.12884390813546,0,2569,Bø
total,municip,municip1868,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,39,0,0.884353741496599,0,4410,Øksnes
total,municip,municip1870,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,27,0,0.255536626916525,0,10566,Sortland
total,municip,municip1871,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,23,0,0.493244692258203,0,4663,Andøy
total,municip,municip1874,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,13,0,1.2807881773399,0,1015,Moskenes
total,municip,municip1875,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,27,0,0.976138828633406,0,2766,Hamarøy
total,municip,municip3001,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,290,0,0.924361712300386,0,31373,Halden
total,municip,municip3002,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,453,0,0.919367604976356,0,49273,Moss
total,municip,municip3003,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,909,118,1.60227032362688,0.207995487555524,56732,Sarpsborg
total,municip,municip3004,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1301,263,1.5791709655884,0.319232870061298,82385,Fredrikstad
total,municip,municip3005,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,858,0,0.846270688260707,0,101386,Drammen
total,municip,municip3006,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,200,0,0.721422645456841,0,27723,Kongsberg
total,municip,municip3007,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,266,0,0.868117881270194,0,30641,Ringerike
total,municip,municip3011,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,84,20,1.79948586118252,0.428449014567267,4668,Hvaler
total,municip,municip3012,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,12,0,0.905660377358491,0,1325,Aremark
total,municip,municip3013,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,34,0,0.945757997218359,0,3595,Marker
total,municip,municip3014,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,274,0,0.611716377924629,0,44792,Indre Østfold
total,municip,municip3015,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,25,0,0.657030223390276,0,3805,Skiptvet
total,municip,municip3016,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,54,0,0.654149000605694,0,8255,Rakkestad
total,municip,municip3017,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,99,0,1.31859350026638,0,7508,Råde
total,municip,municip3018,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,45,0,0.784518828451883,0,5736,Våler
total,municip,municip3019,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,151,0,0.836936038133245,0,18042,Vestby
total,municip,municip3020,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,530,0,0.893941438402375,0,59288,Nordre Follo
total,municip,municip3021,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,131,0,0.640931552424287,0,20439,Ås
total,municip,municip3022,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,135,0,0.850286578068905,0,15877,Frogn
total,municip,municip3023,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,166,0,0.846247960848287,0,19616,Nesodden
total,municip,municip3024,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1135,0,0.88858616937157,0,127731,Bærum
total,municip,municip3025,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,704,0,0.74543895130293,0,94441,Asker
total,municip,municip3026,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,165,0,0.948821161587119,0,17390,Aurskog-Høland
total,municip,municip3027,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,178,0,0.960604425256341,0,18530,Rælingen
total,municip,municip3028,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,97,0,0.873087308730873,0,11110,Enebakk
total,municip,municip3029,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,453,0,1.09261939218524,0,41460,Lørenskog
total,municip,municip3030,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,717,0,0.833885768116953,0,85983,Lillestrøm
total,municip,municip3031,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,199,0,0.820652398037032,0,24249,Nittedal
total,municip,municip3032,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,96,0,1.3933236574746,0,6890,Gjerdrum
total,municip,municip3033,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,269,0,0.678864353312303,0,39625,Ullensaker
total,municip,municip3034,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,179,0,0.775160228650615,0,23092,Nes
total,municip,municip3035,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,182,0,0.715521308381821,0,25436,Eidsvoll
total,municip,municip3036,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,102,0,0.721408869085508,0,14139,Nannestad
total,municip,municip3037,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,28,0,0.981079187105816,0,2854,Hurdal
total,municip,municip3038,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,57,0,0.838358582144433,0,6799,Hole
total,municip,municip3039,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,11,0,1.04761904761905,0,1050,Flå
total,municip,municip3040,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,38,0,1.16101435991445,0,3273,Nesbyen
total,municip,municip3041,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,33,0,0.716145833333333,0,4608,Gol
total,municip,municip3042,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,16,0,0.643604183427192,0,2486,Hemsedal
total,municip,municip3043,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,46,0,0.984167736414206,0,4674,Ål
total,municip,municip3044,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,52,0,1.17090745327629,0,4441,Hol
total,municip,municip3045,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,33,0,0.951831554658206,0,3467,Sigdal
total,municip,municip3046,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17,0,0.768535262206148,0,2212,Krødsherad
total,municip,municip3047,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,115,0,0.814736096351399,0,14115,Modum
total,municip,municip3048,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,134,0,0.68990372239098,0,19423,Øvre Eiker
total,municip,municip3049,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,244,0,0.91007422326657,0,26811,Lier
total,municip,municip3050,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,29,0,1.07886904761905,0,2688,Flesberg
total,municip,municip3051,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,14,0,1.00719424460432,0,1390,Rollag
total,municip,municip3052,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,26,0,1.0660106601066,0,2439,Nore og Uvdal
total,municip,municip3053,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,50,0,0.729713952130765,0,6852,Jevnaker
total,municip,municip3054,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,95,0,1.0499557913351,0,9048,Lunner
total,municip,municip3401,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,245,0,1.37416568511975,0,17829,Kongsvinger
total,municip,municip3403,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,793,154,2.52797347699959,0.490930536516944,31369,Hamar
total,municip,municip3405,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,366,0,1.29123302169695,0,28345,Lillehammer
total,municip,municip3407,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,178,0,0.582460732984293,0,30560,Gjøvik
total,municip,municip3411,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,704,152,2.02485043718362,0.43718361711919,34768,Ringsaker
total,municip,municip3412,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,79,0,1.0294500912171,0,7674,Løten
total,municip,municip3413,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,365,11,1.73281428028864,0.0522218002278769,21064,Stange
total,municip,municip3414,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,59,0,1.1762360446571,0,5016,Nord-Odal
total,municip,municip3415,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,78,0,0.986717267552182,0,7905,Sør-Odal
total,municip,municip3416,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,71,0,1.16279069767442,0,6106,Eidskog
total,municip,municip3417,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,56,0,1.21422376409367,0,4612,Grue
total,municip,municip3418,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,84,0,1.16618075801749,0,7203,Åsnes
total,municip,municip3419,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,43,0,1.17422173675587,0,3662,Våler
total,municip,municip3420,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,291,0,1.36915404159217,0,21254,Elverum
total,municip,municip3421,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,56,0,0.8450279161008,0,6627,Trysil
total,municip,municip3422,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,49,0,1.12488521579431,0,4356,Åmot
total,municip,municip3423,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,35,0,1.44687887556842,0,2419,Stor-Elvdal
total,municip,municip3424,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,28,0,1.57303370786517,0,1780,Rendalen
total,municip,municip3425,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,21,0,1.65615141955836,0,1268,Engerdal
total,municip,municip3426,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,15,0,0.960307298335467,0,1562,Tolga
total,municip,municip3427,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,72,0,1.29078522768017,0,5578,Tynset
total,municip,municip3428,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,28,0,1.15131578947368,0,2432,Alvdal
total,municip,municip3429,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,21,0,1.35922330097087,0,1545,Folldal
total,municip,municip3430,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,24,0,1.26916975145426,0,1891,Os
total,municip,municip3431,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,35,0,1.37093615354485,0,2553,Dovre
total,municip,municip3432,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,19,0,0.962025316455696,0,1975,Lesja
total,municip,municip3433,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,14,0,0.637232589895312,0,2197,Skjåk
total,municip,municip3434,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,23,0,1.03231597845601,0,2228,Lom
total,municip,municip3435,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,46,0,1.28851540616246,0,3570,Vågå
total,municip,municip3436,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,70,1,1.22313471955268,0.0174733531364669,5723,Nord-Fron
total,municip,municip3437,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,69,0,1.20230005227392,0,5739,Sel
total,municip,municip3438,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,48,0,1.53895479320295,0,3119,Sør-Fron
total,municip,municip3439,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,70,0,1.59380692167577,0,4392,Ringebu
total,municip,municip3440,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,83,0,1.62745098039216,0,5100,Øyer
total,municip,municip3441,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,68,0,1.11365869636423,0,6106,Gausdal
total,municip,municip3442,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,152,0,1.01516062245375,0,14973,Østre-Toten
total,municip,municip3443,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,144,0,1.07246592686378,0,13427,Vestre-Toten
total,municip,municip3446,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,157,0,1.1518708730741,0,13630,Gran
total,municip,municip3447,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,67,0,1.19280754851344,0,5617,Søndre Land
total,municip,municip3448,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,73,0,1.10055781697573,0,6633,Nordre Land
total,municip,municip3449,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,30,0,1.0155721056195,0,2954,Sør-Aurdal
total,municip,municip3450,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,12,0,0.938232994526974,0,1279,Etnedal
total,municip,municip3451,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,78,0,1.21627943240293,0,6413,Nord-Aurdal
total,municip,municip3452,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,22,0,1.03529411764706,0,2125,Vestre-Slidre
total,municip,municip3453,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,35,0,1.08392691235677,0,3229,Øystre-Slidre
total,municip,municip3454,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,23,0,1.4575411913815,0,1578,Vang
total,municip,municip3801,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,278,0,1.01641621878542,0,27351,Horten
total,municip,municip3802,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,215,0,0.870480586258553,0,24699,Holmestrand
total,municip,municip3803,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,598,0,1.06229904250973,0,56293,Tønsberg
total,municip,municip3804,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,547,0,0.857850824916881,0,63764,Sandefjord
total,municip,municip3805,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,459,0,0.972375222438776,0,47204,Larvik
total,municip,municip3806,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,384,0,1.05503200813254,0,36397,Porsgrunn
total,municip,municip3807,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,680,0,1.23766881438608,0,54942,Skien
total,municip,municip3808,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,123,0,0.942600965591233,0,13049,Notodden
total,municip,municip3811,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,317,0,1.18593340815563,0,26730,Færder
total,municip,municip3812,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,31,0,1.32478632478632,0,2340,Siljan
total,municip,municip3813,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,145,0,1.0312211080293,0,14061,Bamble
total,municip,municip3814,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,107,0,1.03082851637765,0,10380,Kragerø
total,municip,municip3815,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,33,0,0.812807881773399,0,4060,Drangedal
