granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,540511,484949,87862,77.5,69.6,12.6,697010,Oslo,2021-12-09
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,364478,332279,68636,75.5,68.8,14.2,482645,Rogaland,2021-12-09
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,210362,193956,47211,79.2,73,17.8,265544,Møre og Romsdal,2021-12-09
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192247,175871,41704,80,73.2,17.4,240345,Nordland,2021-12-09
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,982867,886923,202613,78.5,70.8,16.2,1252384,Viken,2021-12-09
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,301876,278509,72199,81.5,75.2,19.5,370603,Innlandet,2021-12-09
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,337047,308687,82426,79.9,73.2,19.5,421882,Vestfold og Telemark,2021-12-09
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,241712,220672,46882,78.3,71.5,15.2,308843,Agder,2021-12-09
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,497337,451043,98766,77.9,70.6,15.5,638821,Vestland,2021-12-09
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,379533,348933,76369,80.6,74.1,16.2,471124,Trøndelag,2021-12-09
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189967,174404,43566,78.4,72,18,242168,Troms og Finnmark,2021-12-09
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,540501,484942,87862,77.5,69.6,12.6,697010,Oslo,2021-12-09
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11618,10752,2468,78.6,72.7,16.7,14787,Eigersund,2021-12-09
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,110943,101045,18849,77,70.1,13.1,144147,Stavanger,2021-12-09
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28021,25505,4741,75.1,68.3,12.7,37323,Haugesund,2021-12-09
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59287,54385,11482,73.7,67.6,14.3,80450,Sandnes,2021-12-09
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2437,2242,646,74.8,68.8,19.8,3257,Sokndal,2021-12-09
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2361,2206,484,74.4,69.5,15.2,3174,Lund,2021-12-09
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2141,1967,621,76.7,70.5,22.3,2791,Bjerkreim,2021-12-09
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13700,12373,2635,71.7,64.7,13.8,19120,Hå,2021-12-09
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14702,13274,2526,74.1,66.9,12.7,19848,Klepp,2021-12-09
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14279,13013,2344,74.7,68.1,12.3,19106,Time,2021-12-09
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8681,7934,1578,72,65.8,13.1,12064,Gjesdal,2021-12-09
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20778,18894,3856,75.7,68.8,14,27457,Sola,2021-12-09
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8851,8023,1749,78.2,70.9,15.5,11315,Randaberg,2021-12-09
