granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549023,510578,350068,78.5,73,50,699827,Oslo,2022-05-11
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372422,345197,249250,76.7,71.1,51.3,485797,Rogaland,2022-05-11
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214581,201191,153368,80.7,75.7,57.7,265848,Møre og Romsdal,2022-05-11
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195723,183383,133043,81.5,76.3,55.4,240190,Nordland,2022-05-11
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,997273,924901,681589,78.6,72.9,53.7,1269230,Viken,2022-05-11
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306294,287786,217789,82.5,77.5,58.7,371253,Innlandet,2022-05-11
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341499,318984,237246,80.4,75.1,55.8,424832,Vestfold og Telemark,2022-05-11
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245181,227689,166348,78.8,73.2,53.5,311134,Agder,2022-05-11
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505918,469299,346715,78.9,73.2,54.1,641292,Vestland,2022-05-11
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385277,360522,266953,81.3,76,56.3,474131,Trøndelag,2022-05-11
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192914,180298,125813,79.8,74.6,52,241736,Troms og Finnmark,2022-05-11
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549015,510572,350064,78.5,73,50,699827,Oslo,2022-05-11
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11877,11167,9181,79.9,75.1,61.8,14860,Eigersund,2022-05-11
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113133,104888,74620,78.2,72.5,51.6,144699,Stavanger,2022-05-11
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28721,26615,18804,76.7,71.1,50.2,37444,Haugesund,2022-05-11
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60557,56280,42046,74.5,69.2,51.7,81305,Sandnes,2022-05-11
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2492,2341,1772,76,71.4,54,3281,Sokndal,2022-05-11
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2421,2283,1782,76.2,71.8,56.1,3178,Lund,2022-05-11
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2187,2051,1515,78.4,73.5,54.3,2789,Bjerkreim,2022-05-11
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14046,12920,8992,72.8,67,46.6,19296,Hå,2022-05-11
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15093,13881,9170,74.9,68.8,45.5,20163,Klepp,2022-05-11
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14674,13579,8972,75.8,70.2,46.4,19353,Time,2022-05-11
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8858,8199,6229,73,67.6,51.3,12131,Gjesdal,2022-05-11
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21156,19549,13652,76.7,70.9,49.5,27568,Sola,2022-05-11
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9072,8339,5914,79.2,72.8,51.6,11454,Randaberg,2022-05-11
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10293,9495,7078,77.6,71.6,53.3,13268,Strand,2022-05-11
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2032,1893,1376,80.2,74.7,54.3,2534,Hjelmeland,2022-05-11
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3040,2829,2367,80.3,74.8,62.6,3784,Suldal,2022-05-11
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3675,3419,2652,81.2,75.6,58.6,4525,Sauda,2022-05-11
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,427,404,343,81.6,77.2,65.6,523,Kvitsøy,2022-05-11
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,704,680,501,82.3,79.5,58.6,855,Bokn,2022-05-11
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8565,7802,5468,75.9,69.1,48.5,11283,Tysvær,2022-05-11
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32317,29987,21878,76,70.5,51.4,42541,Karmøy,2022-05-11
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,168,166,151,89.4,88.3,80.3,188,Utsira,2022-05-11
