granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548610,509692,346779,78.4,72.8,49.6,699827,Oslo,2022-04-07
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372198,344822,247793,76.6,71,51,485797,Rogaland,2022-04-07
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214506,200997,152572,80.7,75.6,57.4,265848,Møre og Romsdal,2022-04-07
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195739,183299,132424,81.5,76.3,55.1,240190,Nordland,2022-04-07
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,996307,923341,676903,78.5,72.7,53.3,1269230,Viken,2022-04-07
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306176,287548,216937,82.5,77.5,58.4,371253,Innlandet,2022-04-07
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341273,318564,236036,80.3,75,55.6,424832,Vestfold og Telemark,2022-04-07
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245060,227461,165568,78.8,73.1,53.2,311134,Agder,2022-04-07
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505699,468819,345048,78.9,73.1,53.8,641292,Vestland,2022-04-07
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385076,360208,265534,81.2,76,56,474131,Trøndelag,2022-04-07
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192869,180173,124946,79.8,74.5,51.7,241736,Troms og Finnmark,2022-04-07
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548602,509686,346775,78.4,72.8,49.6,699827,Oslo,2022-04-07
