granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,538481,478907,57843,77.3,68.7,8.3,697010,Oslo,2021-11-26
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,362678,326975,37276,75.1,67.7,7.7,482645,Rogaland,2021-11-26
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,209698,192480,27061,79,72.5,10.2,265544,Møre og Romsdal,2021-11-26
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191604,173585,24882,79.7,72.2,10.4,240345,Nordland,2021-11-26
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,979305,875123,118979,78.2,69.9,9.5,1252384,Viken,2021-11-26
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,300850,275376,41011,81.2,74.3,11.1,370603,Innlandet,2021-11-26
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,335777,304434,48269,79.6,72.2,11.4,421882,Vestfold og Telemark,2021-11-26
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,240903,217691,24432,78,70.5,7.9,308843,Agder,2021-11-26
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,495282,445481,60913,77.5,69.7,9.5,638821,Vestland,2021-11-26
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,378518,344409,43811,80.3,73.1,9.3,471124,Trøndelag,2021-11-26
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189119,172262,24727,78.1,71.1,10.2,242168,Troms og Finnmark,2021-11-26
