granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549714,512732,357571,13084,78.5,73.3,51.1,1.9,699827,Oslo,2022-07-29
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372884,346422,252558,10729,76.8,71.3,52,2.2,485797,Rogaland,2022-07-29
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214567,201522,154737,7001,80.7,75.8,58.2,2.6,265848,Møre og Romsdal,2022-07-29
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195531,183521,134357,5549,81.4,76.4,55.9,2.3,240190,Nordland,2022-07-29
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001074,930909,693179,31020,78.9,73.3,54.6,2.4,1269230,Viken,2022-07-29
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306415,288336,219783,8739,82.5,77.7,59.2,2.4,371253,Innlandet,2022-07-29
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342320,320359,240157,12914,80.6,75.4,56.5,3,424832,Vestfold og Telemark,2022-07-29
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245461,228302,168219,7909,78.9,73.4,54.1,2.5,311134,Agder,2022-07-29
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506170,470486,350939,18029,78.9,73.4,54.7,2.8,641292,Vestland,2022-07-29
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385118,360898,270523,13378,81.2,76.1,57.1,2.8,474131,Trøndelag,2022-07-29
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192445,180267,127520,4376,79.6,74.6,52.8,1.8,241736,Troms og Finnmark,2022-07-29
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549706,512725,357567,13084,78.5,73.3,51.1,1.9,699827,Oslo,2022-07-29
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11892,11186,9238,824,80,75.3,62.2,5.5,14860,Eigersund,2022-07-29
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113071,105116,75866,2601,78.1,72.6,52.4,1.8,144699,Stavanger,2022-07-29
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28723,26715,19110,745,76.7,71.3,51,2,37444,Haugesund,2022-07-29
