granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549751,512405,355300,4248,78.6,73.2,50.8,0.6,699827,Oslo,2022-06-23
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372819,346162,251459,3488,76.7,71.3,51.8,0.7,485797,Rogaland,2022-06-23
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214582,201442,154212,3233,80.7,75.8,58,1.2,265848,Møre og Romsdal,2022-06-23
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195689,183572,133896,2417,81.5,76.4,55.7,1,240190,Nordland,2022-06-23
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,999597,928905,689348,12008,78.8,73.2,54.3,0.9,1269230,Viken,2022-06-23
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306405,288253,219106,4143,82.5,77.6,59,1.1,371253,Innlandet,2022-06-23
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341971,319874,239119,4598,80.5,75.3,56.3,1.1,424832,Vestfold og Telemark,2022-06-23
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245281,228032,167402,2279,78.8,73.3,53.8,0.7,311134,Agder,2022-06-23
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506178,470209,349318,5218,78.9,73.3,54.5,0.8,641292,Vestland,2022-06-23
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385251,360896,269100,4720,81.3,76.1,56.8,1,474131,Trøndelag,2022-06-23
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192755,180425,127007,1838,79.7,74.6,52.5,0.8,241736,Troms og Finnmark,2022-06-23
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549743,512399,355296,4248,78.6,73.2,50.8,0.6,699827,Oslo,2022-06-23
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11891,11184,9210,174,80,75.3,62,1.2,14860,Eigersund,2022-06-23
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113149,105113,75480,973,78.2,72.6,52.2,0.7,144699,Stavanger,2022-06-23
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28702,26670,18979,264,76.7,71.2,50.7,0.7,37444,Haugesund,2022-06-23
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60667,56489,42336,530,74.6,69.5,52.1,0.7,81305,Sandnes,2022-06-23
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2500,2350,1788,24,76.2,71.6,54.5,0.7,3281,Sokndal,2022-06-23
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2424,2290,1793,22,76.3,72.1,56.4,0.7,3178,Lund,2022-06-23
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2188,2055,1525,82,78.5,73.7,54.7,2.9,2789,Bjerkreim,2022-06-23
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14079,12955,9047,122,73,67.1,46.9,0.6,19296,Hå,2022-06-23
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15122,13922,9234,91,75,69,45.8,0.5,20163,Klepp,2022-06-23
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14700,13631,9084,111,76,70.4,46.9,0.6,19353,Time,2022-06-23
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8861,8208,6305,59,73,67.7,52,0.5,12131,Gjesdal,2022-06-23
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21216,19658,13829,155,77,71.3,50.2,0.6,27568,Sola,2022-06-23
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9079,8368,5982,107,79.3,73.1,52.2,0.9,11454,Randaberg,2022-06-23
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10310,9528,7122,185,77.7,71.8,53.7,1.4,13268,Strand,2022-06-23
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2031,1895,1381,28,80.1,74.8,54.5,1.1,2534,Hjelmeland,2022-06-23
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3040,2833,2377,56,80.3,74.9,62.8,1.5,3784,Suldal,2022-06-23
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3677,3419,2664,42,81.3,75.6,58.9,0.9,4525,Sauda,2022-06-23
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,427,404,343,10,81.6,77.2,65.6,1.9,523,Kvitsøy,2022-06-23
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,712,687,507,11,83.3,80.4,59.3,1.3,855,Bokn,2022-06-23
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8581,7823,5506,69,76.1,69.3,48.8,0.6,11283,Tysvær,2022-06-23
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32364,30066,22001,303,76.1,70.7,51.7,0.7,42541,Karmøy,2022-06-23
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,170,167,153,14,90.4,88.8,81.4,7.4,188,Utsira,2022-06-23
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6770,6297,4762,56,77.2,71.8,54.3,0.6,8775,Vindafjord,2022-06-23
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19855,18949,14864,587,82.7,78.9,61.9,2.4,24013,Kristiansund,2022-06-23
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26389,24785,18954,279,82.5,77.4,59.2,0.9,32002,Molde,2022-06-23
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52932,49374,35466,719,78.9,73.6,52.8,1.1,67114,Ålesund,2022-06-23
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2573,2474,1949,34,84.5,81.2,64,1.1,3045,Vanylven,2022-06-23
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1886,1769,1374,15,77.9,73,56.7,0.6,2422,Sande,2022-06-23
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6949,6506,4877,87,79.3,74.2,55.6,1,8765,Herøy,2022-06-23
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6770,6316,5072,43,79.1,73.8,59.3,0.5,8557,Ulstein,2022-06-23
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3882,3643,2845,25,75.7,71.1,55.5,0.5,5126,Hareid,2022-06-23
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8704,8117,6655,112,80.3,74.9,61.4,1,10833,Ørsta,2022-06-23
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3627,3395,2742,38,81.2,76,61.4,0.9,4467,Stranda,2022-06-23
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6231,5816,4607,58,82.4,77,61,0.8,7558,Sykkylven,2022-06-23
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7416,6860,5516,55,77.7,71.9,57.8,0.6,9547,Sula,2022-06-23
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6616,6128,4362,44,77,71.3,50.7,0.5,8597,Giske,2022-06-23
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5647,5333,3792,91,81.4,76.9,54.7,1.3,6936,Vestnes,2022-06-23
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5646,5267,3684,46,80.4,75,52.5,0.7,7019,Rauma,2022-06-23
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2923,2812,2054,20,83.1,79.9,58.4,0.6,3518,Aukra,2022-06-23
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4768,4505,3442,44,81.8,77.3,59.1,0.8,5828,Averøy,2022-06-23
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2142,2008,1645,22,80.3,75.2,61.6,0.8,2669,Gjemnes,2022-06-23
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2485,2368,2001,187,84,80,67.6,6.3,2960,Tingvoll,2022-06-23
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5964,5661,4743,182,86,81.7,68.4,2.6,6932,Sunndal,2022-06-23
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4993,4754,4048,123,85.4,81.3,69.2,2.1,5849,Surnadal,2022-06-23
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1785,1719,1394,22,84.2,81.1,65.8,1,2120,Smøla,2022-06-23
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2821,2684,2179,26,83.4,79.3,64.4,0.8,3384,Aure,2022-06-23
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8780,8246,6612,100,81.2,76.3,61.2,0.9,10809,Volda,2022-06-23
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2106,1965,1617,34,84.5,78.9,64.9,1.4,2491,Fjord,2022-06-23
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10547,9863,7682,238,79.4,74.2,57.8,1.8,13287,Hustadvika,2022-06-23
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42943,40014,28767,586,81.3,75.8,54.5,1.1,52803,Bodø,2022-06-23
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17558,16560,12240,188,81.6,76.9,56.9,0.9,21530,Narvik,2022-06-23
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1169,1091,852,20,83.1,77.6,60.6,1.4,1406,Bindal,2022-06-23
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1691,1578,1156,13,85.4,79.7,58.4,0.7,1981,Sømna,2022-06-23
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6386,5920,4233,54,82.1,76.1,54.4,0.7,7777,Brønnøy,2022-06-23
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1006,932,790,7,85.6,79.3,67.2,0.6,1175,Vega,2022-06-23
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,377,360,277,0,81.6,77.9,60,0,462,Vevelstad,2022-06-23
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1389,1302,1025,11,76.1,71.3,56.2,0.6,1825,Herøy,2022-06-23
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6022,5685,4368,56,82.1,77.5,59.6,0.8,7333,Alstahaug,2022-06-23
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1783,1658,1225,20,79,73.5,54.3,0.9,2257,Leirfjord,2022-06-23
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10999,10338,7470,93,83.1,78.1,56.4,0.7,13233,Vefsn,2022-06-23
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1222,1180,901,7,83.6,80.8,61.7,0.5,1461,Grane,2022-06-23
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1091,1036,835,16,85.7,81.4,65.6,1.3,1273,Hattfjelldal,2022-06-23
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1115,1042,874,12,81.4,76.1,63.8,0.9,1369,Dønna,2022-06-23
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1389,1286,906,12,81.8,75.7,53.4,0.7,1698,Nesna,2022-06-23
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3558,3369,2359,48,80.5,76.2,53.4,1.1,4420,Hemnes,2022-06-23
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21505,20313,14262,255,82.4,77.9,54.7,1,26092,Rana,2022-06-23
