location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name
county03,1900-01-01,15753,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,693494,2271.54092176717,Oslo
county11,1900-01-01,3166,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,479892,659.731772982254,Rogaland
county15,1900-01-01,1107,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265238,417.361011619753,Møre og Romsdal
county18,1900-01-01,827,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241235,342.819242647211,Nordland
county30,1900-01-01,18420,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1241165,1484.08954490338,Viken
county34,1900-01-01,3093,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371385,832.828466416253,Innlandet
county38,1900-01-01,2747,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,419396,654.989556409694,Vestfold og Telemark
county42,1900-01-01,1362,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,307231,443.31463947323,Agder
county46,1900-01-01,6003,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,636531,943.080541246224,Vestland
county50,1900-01-01,3228,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,468702,688.710523957653,Trøndelag
county54,1900-01-01,1181,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,243311,485.387014972607,Troms og Finnmark
municip0301,1900-01-01,15751,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,693494,2271.25252705863,Oslo
municip1101,1900-01-01,87,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14811,587.401255823375,Eigersund
municip1103,1900-01-01,1236,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,143574,860.880103639935,Stavanger
municip1106,1900-01-01,244,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37357,653.157373450759,Haugesund
municip1108,1900-01-01,470,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,79537,590.91994920603,Sandnes
municip1111,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3280,335.365853658537,Sokndal
municip1112,1900-01-01,10,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3202,312.304809494066,Lund
