granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,cum_n_dose_1,cum_n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,1231,0,5217,0,0.752277597210646,0,693494,Oslo
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,1654,0,6871,0,0.990780021168172,0,693494,Oslo
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,636,0,7507,0,1.08248953848195,0,693494,Oslo
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-17,277,5,7784,5,1.12243220561389,0.00072098677133472,693494,Oslo
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-18,739,231,8523,236,1.22899405041716,0.0340305756069988,693494,Oslo
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-19,806,69,9329,305,1.34521711795632,0.0439801930514179,693494,Oslo
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-20,985,99,10314,404,1.48725151190926,0.0582557311238453,693494,Oslo
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-21,1017,21,11331,425,1.63390022119874,0.0612838755634512,693494,Oslo
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-22,668,6,11999,431,1.73022405384906,0.0621490596890528,693494,Oslo
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-23,232,0,12231,431,1.76367784003899,0.0621490596890528,693494,Oslo
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-24,65,0,12296,431,1.77305066806634,0.0621490596890528,693494,Oslo
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-25,257,0,12553,431,1.81010938811295,0.0621490596890528,693494,Oslo
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-26,315,402,12868,833,1.85553155470703,0.120116396104364,693494,Oslo
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-27,996,524,13864,1357,1.99915211955691,0.195675809740243,693494,Oslo
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-28,833,841,14697,2198,2.11926851566127,0.316945784678743,693494,Oslo
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-29,409,500,15106,2698,2.17824523355645,0.389044461812215,693494,Oslo
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-30,92,149,15198,2847,2.19151139014901,0.410529867597989,693494,Oslo
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-31,60,45,15258,2892,2.20016323140503,0.417018748540002,693494,Oslo
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-01,51,46,15309,2938,2.20751729647264,0.423651826836281,693494,Oslo
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-02,1471,148,16780,3086,2.41963160459932,0.444993035267789,693494,Oslo
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-03,2174,298,18954,3384,2.73311665277565,0.487963846839338,693494,Oslo
day,county,county11,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,0,0,0,0,0,0,479892,Rogaland
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,1,0,1,0,0.000208380218882582,0,479892,Rogaland
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,0,0,1,0,0.000208380218882582,0,479892,Rogaland
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,0,0,1,0,0.000208380218882582,0,479892,Rogaland
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-31,0,0,1,0,0.000208380218882582,0,479892,Rogaland
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-01,0,0,1,0,0.000208380218882582,0,479892,Rogaland
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-02,0,0,1,0,0.000208380218882582,0,479892,Rogaland
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-03,0,0,1,0,0.000208380218882582,0,479892,Rogaland
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-04,0,0,1,0,0.000208380218882582,0,479892,Rogaland
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-05,548,0,549,0,0.114400740166537,0,479892,Rogaland
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-06,641,0,1190,0,0.247972460470273,0,479892,Rogaland
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-07,210,0,1400,0,0.291732306435615,0,479892,Rogaland
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-08,20,0,1420,0,0.295899910813266,0,479892,Rogaland
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-09,0,0,1420,0,0.295899910813266,0,479892,Rogaland
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-10,0,0,1420,0,0.295899910813266,0,479892,Rogaland
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-11,1,0,1421,0,0.296108291032149,0,479892,Rogaland
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-12,129,0,1550,0,0.322989339268002,0,479892,Rogaland
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-13,761,0,2311,0,0.481566685837647,0,479892,Rogaland
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,523,0,2834,0,0.590549540313237,0,479892,Rogaland
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,288,0,3122,0,0.650563043351421,0,479892,Rogaland
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,0,0,3122,0,0.650563043351421,0,479892,Rogaland
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-17,0,0,3122,0,0.650563043351421,0,479892,Rogaland
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-18,71,0,3193,0,0.665358038892084,0,479892,Rogaland
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-19,511,0,3704,0,0.771840330741083,0,479892,Rogaland
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-20,616,0,4320,0,0.900202545572754,0,479892,Rogaland
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-21,424,0,4744,0,0.988555758378969,0,479892,Rogaland
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-22,266,0,5010,0,1.04398489660174,0,479892,Rogaland
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-23,0,0,5010,0,1.04398489660174,0,479892,Rogaland
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-24,0,0,5010,0,1.04398489660174,0,479892,Rogaland
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-25,148,0,5158,0,1.07482516899636,0,479892,Rogaland
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-26,336,380,5494,380,1.14484092254091,0.0791844831753811,479892,Rogaland
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-27,820,599,6314,979,1.31571270202462,0.204004234286048,479892,Rogaland
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-28,503,282,6817,1261,1.42052795212256,0.262767456010936,479892,Rogaland
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-29,403,22,7220,1283,1.50450518033224,0.267351820826353,479892,Rogaland
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-30,2,0,7222,1283,1.50492194077001,0.267351820826353,479892,Rogaland
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-31,0,0,7222,1283,1.50492194077001,0.267351820826353,479892,Rogaland
day,county,county11,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-01,13,5,7235,1288,1.50763088361548,0.268393721920766,479892,Rogaland
day,county,county11,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-02,432,75,7667,1363,1.59765113817276,0.284022238336959,479892,Rogaland
day,county,county11,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-03,2086,505,9753,1868,2.03233227476182,0.389254248872663,479892,Rogaland
day,county,county15,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,0,0,0,0,0,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,0,0,0,0,0,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,0,0,0,0,0,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,0,0,0,0,0,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-31,0,0,0,0,0,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-01,0,0,0,0,0,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-02,0,0,0,0,0,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-03,0,0,0,0,0,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-04,0,0,0,0,0,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-05,186,0,186,0,0.0701256984293352,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-06,497,0,683,0,0.257504580791591,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-07,457,0,1140,0,0.429802667792699,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-08,35,0,1175,0,0.442998363733703,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-09,0,0,1175,0,0.442998363733703,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-10,0,0,1175,0,0.442998363733703,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-11,0,0,1175,0,0.442998363733703,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-12,227,0,1402,0,0.528581877408215,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-13,387,0,1789,0,0.674488572527315,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,404,0,2193,0,0.826804605674903,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,152,0,2345,0,0.884111628047263,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,1,0,2346,0,0.884488647931292,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-17,1,0,2347,0,0.884865667815321,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-18,11,0,2358,0,0.889012886539636,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-19,163,0,2521,0,0.950467127636312,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-20,488,0,3009,0,1.13445283104231,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-21,756,0,3765,0,1.41947986336799,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-22,210,0,3975,0,1.49865403901402,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-23,0,0,3975,0,1.49865403901402,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-24,0,0,3975,0,1.49865403901402,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-25,3,0,3978,0,1.4997850986661,0,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-26,73,127,4051,127,1.5273075502002,0.0478815252716428,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-27,517,348,4568,475,1.72222683024303,0.179084444913625,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-28,462,447,5030,922,1.89641001666428,0.347612333074446,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-29,78,66,5108,988,1.92581756761852,0.372495645420339,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-30,0,0,5108,988,1.92581756761852,0.372495645420339,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-31,0,0,5108,988,1.92581756761852,0.372495645420339,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-01,0,0,5108,988,1.92581756761852,0.372495645420339,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-02,256,194,5364,1182,2.02233465792986,0.445637502921904,265238,Møre og Romsdal
day,county,county15,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-03,897,240,6261,1422,2.36052149390359,0.536122275088788,265238,Møre og Romsdal
day,county,county18,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,0,0,0,0,0,0,241235,Nordland
day,county,county18,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,0,0,0,0,0,0,241235,Nordland
day,county,county18,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,0,0,0,0,0,0,241235,Nordland
day,county,county18,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,0,0,0,0,0,0,241235,Nordland
day,county,county18,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-31,0,0,0,0,0,0,241235,Nordland
day,county,county18,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-01,0,0,0,0,0,0,241235,Nordland
day,county,county18,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-02,0,0,0,0,0,0,241235,Nordland
day,county,county18,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-03,0,0,0,0,0,0,241235,Nordland
day,county,county18,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-04,0,0,0,0,0,0,241235,Nordland
day,county,county18,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-05,200,0,200,0,0.0829067092254441,0,241235,Nordland
day,county,county18,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-06,687,0,887,0,0.367691255414845,0,241235,Nordland
day,county,county18,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-07,238,0,1125,0,0.466350239393123,0,241235,Nordland
day,county,county18,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-08,115,0,1240,0,0.514021597197753,0,241235,Nordland
day,county,county18,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-09,0,0,1240,0,0.514021597197753,0,241235,Nordland
day,county,county18,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-10,0,0,1240,0,0.514021597197753,0,241235,Nordland
day,county,county18,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-11,0,0,1240,0,0.514021597197753,0,241235,Nordland
day,county,county18,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-12,291,0,1531,0,0.634650859120774,0,241235,Nordland
day,county,county18,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-13,602,0,2133,0,0.884200053889361,0,241235,Nordland
day,county,county18,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,274,0,2407,0,0.997782245528219,0,241235,Nordland
day,county,county18,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,69,0,2476,0,1.026385060211,0,241235,Nordland
day,county,county18,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,0,0,2476,0,1.026385060211,0,241235,Nordland
day,county,county18,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-17,0,0,2476,0,1.026385060211,0,241235,Nordland
day,county,county18,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-18,0,0,2476,0,1.026385060211,0,241235,Nordland
day,county,county18,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-19,313,0,2789,0,1.15613406014882,0,241235,Nordland
day,county,county18,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-20,785,0,3574,0,1.48154289385869,0,241235,Nordland
day,county,county18,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-21,613,0,4187,0,1.73565195763467,0,241235,Nordland
day,county,county18,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-22,167,0,4354,0,1.80487905983792,0,241235,Nordland
day,county,county18,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-23,1,0,4355,0,1.80529359338404,0,241235,Nordland
day,county,county18,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-24,0,0,4355,0,1.80529359338404,0,241235,Nordland
day,county,county18,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-25,51,0,4406,0,1.82643480423653,0,241235,Nordland
day,county,county18,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-26,95,90,4501,90,1.86581549111862,0.0373080191514498,241235,Nordland
day,county,county18,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-27,622,529,5123,619,2.12365535680975,0.256596265052749,241235,Nordland
day,county,county18,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-28,467,364,5590,983,2.31724252285116,0.407486475843058,241235,Nordland
day,county,county18,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-29,207,96,5797,1079,2.4030509668995,0.447281696271271,241235,Nordland
day,county,county18,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-30,0,0,5797,1079,2.4030509668995,0.447281696271271,241235,Nordland
day,county,county18,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-31,0,0,5797,1079,2.4030509668995,0.447281696271271,241235,Nordland
day,county,county18,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-01,9,4,5806,1083,2.40678176881464,0.44893983045578,241235,Nordland
day,county,county18,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-02,97,198,5903,1281,2.44699152278898,0.531017472588969,241235,Nordland
day,county,county18,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-03,1037,355,6940,1636,2.87686281012291,0.678176881464133,241235,Nordland
day,county,county30,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,0,0,0,0,0,0,1241165,Viken
day,county,county30,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,64,0,64,0,0.00515644575862194,0,1241165,Viken
day,county,county30,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,690,0,754,0,0.0607493765937647,0,1241165,Viken
day,county,county30,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,216,0,970,0,0.0781523810291138,0,1241165,Viken
day,county,county30,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-31,67,0,1037,0,0.0835505351826711,0,1241165,Viken
day,county,county30,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-01,0,0,1037,0,0.0835505351826711,0,1241165,Viken
day,county,county30,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-02,0,0,1037,0,0.0835505351826711,0,1241165,Viken
day,county,county30,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-03,0,0,1037,0,0.0835505351826711,0,1241165,Viken
day,county,county30,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-04,0,0,1037,0,0.0835505351826711,0,1241165,Viken
day,county,county30,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-05,524,0,1561,0,0.125768934831388,0,1241165,Viken
day,county,county30,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-06,1651,0,3212,0,0.258789121510839,0,1241165,Viken
day,county,county30,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-07,1911,0,5123,0,0.412757369084691,0,1241165,Viken
day,county,county30,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-08,279,0,5402,0,0.435236249813683,0,1241165,Viken
day,county,county30,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-09,6,0,5408,0,0.435719666603554,0,1241165,Viken
day,county,county30,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-10,5,0,5413,0,0.436122513928446,0,1241165,Viken
day,county,county30,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-11,55,0,5468,0,0.440553834502262,0,1241165,Viken
day,county,county30,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-12,769,0,6237,0,0.502511753070704,0,1241165,Viken
day,county,county30,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-13,1932,0,8169,0,0.658171959409104,0,1241165,Viken
day,county,county30,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,1945,0,10114,0,0.814879568792224,0,1241165,Viken
day,county,county30,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,1039,0,11153,0,0.898591242904851,0,1241165,Viken
day,county,county30,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,85,0,11238,0,0.905439647428021,0,1241165,Viken
day,county,county30,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-17,22,0,11260,0,0.907212175657548,0,1241165,Viken
day,county,county30,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-18,141,51,11401,51,0.918572470219512,0.00410904271390186,1241165,Viken
day,county,county30,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-19,640,380,12041,431,0.970136927805731,0.0347254394057196,1241165,Viken
day,county,county30,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-20,1467,341,13508,772,1.08833233292914,0.0621996269633771,1241165,Viken
day,county,county30,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-21,1965,99,15473,871,1.24665133161183,0.0701760039962455,1241165,Viken
day,county,county30,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-22,802,1,16275,872,1.31126804252456,0.0702565734612239,1241165,Viken
day,county,county30,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-23,97,0,16372,872,1.31908328062748,0.0702565734612239,1241165,Viken
day,county,county30,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-24,0,0,16372,872,1.31908328062748,0.0702565734612239,1241165,Viken
day,county,county30,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-25,59,0,16431,872,1.3238368790612,0.0702565734612239,1241165,Viken
day,county,county30,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-26,546,389,16977,1261,1.36782780693945,0.101598095337848,1241165,Viken
day,county,county30,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-27,1881,1143,18858,2404,1.51937897056395,0.193688993808237,1241165,Viken
day,county,county30,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-28,3079,1622,21937,4026,1.76745235323265,0.324372666003311,1241165,Viken
day,county,county30,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-29,1026,416,22963,4442,1.85011662430056,0.357889563434354,1241165,Viken
day,county,county30,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-30,4,17,22967,4459,1.85043890216047,0.359259244338988,1241165,Viken
day,county,county30,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-31,0,3,22967,4462,1.85043890216047,0.359500952733923,1241165,Viken
day,county,county30,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-01,13,45,22980,4507,1.85148630520519,0.363126578657954,1241165,Viken
day,county,county30,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-02,905,615,23885,5122,1.9244016710107,0.412676799619712,1241165,Viken
day,county,county30,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-03,4226,1335,28111,6457,2.26488823000971,0.520237035365967,1241165,Viken
day,county,county34,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,0,0,0,0,0,0,371385,Innlandet
day,county,county34,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,271,0,271,0,0.072970098415391,0,371385,Innlandet
day,county,county34,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,260,0,531,0,0.142978310917242,0,371385,Innlandet
day,county,county34,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,149,0,680,0,0.183098401927918,0,371385,Innlandet
