granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547327,505780,325750,78.5,72.6,46.7,697010,Oslo,2022-02-04
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371619,342857,233422,77,71,48.4,482645,Rogaland,2022-02-04
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214098,199956,143579,80.6,75.3,54.1,265544,Møre og Romsdal,2022-02-04
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195454,182177,124073,81.3,75.8,51.6,240345,Nordland,2022-02-04
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,993249,916994,648930,79.3,73.2,51.8,1252384,Viken,2022-02-04
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305389,285738,206284,82.4,77.1,55.7,370603,Innlandet,2022-02-04
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,340696,316794,227362,80.8,75.1,53.9,421882,Vestfold og Telemark,2022-02-04
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244624,226186,159117,79.2,73.2,51.5,308843,Agder,2022-02-04
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,504001,465512,327630,78.9,72.9,51.3,638821,Vestland,2022-02-04
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,383987,357732,246504,81.5,75.9,52.3,471124,Trøndelag,2022-02-04
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192323,178907,116980,79.4,73.9,48.3,242168,Troms og Finnmark,2022-02-04
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547318,505773,325745,78.5,72.6,46.7,697010,Oslo,2022-02-04
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11842,11067,8848,80.1,74.8,59.8,14787,Eigersund,2022-02-04
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113036,104249,68254,78.4,72.3,47.4,144147,Stavanger,2022-02-04
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28638,26432,17400,76.7,70.8,46.6,37323,Haugesund,2022-02-04
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60296,55775,40357,74.9,69.3,50.2,80450,Sandnes,2022-02-04
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2478,2319,1729,76.1,71.2,53.1,3257,Sokndal,2022-02-04
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2421,2275,1737,76.3,71.7,54.7,3174,Lund,2022-02-04
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2181,2036,1455,78.1,72.9,52.1,2791,Bjerkreim,2022-02-04
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14014,12825,8480,73.3,67.1,44.4,19120,Hå,2022-02-04
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15038,13762,8503,75.8,69.3,42.8,19848,Klepp,2022-02-04
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14643,13488,8450,76.6,70.6,44.2,19106,Time,2022-02-04
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8842,8144,5661,73.3,67.5,46.9,12064,Gjesdal,2022-02-04
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21143,19447,12646,77,70.8,46.1,27457,Sola,2022-02-04
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9028,8260,5329,79.8,73,47.1,11315,Randaberg,2022-02-04
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10283,9415,6708,78.7,72,51.3,13070,Strand,2022-02-04
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2020,1882,1326,78.3,72.9,51.4,2580,Hjelmeland,2022-02-04
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3043,2819,2321,79.9,74,60.9,3809,Suldal,2022-02-04
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3669,3404,2536,80.4,74.6,55.6,4561,Sauda,2022-02-04
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,403,326,84.6,79.5,64.3,507,Kvitsøy,2022-02-04
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,700,676,475,81.5,78.7,55.3,859,Bokn,2022-02-04
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8556,7768,5235,76.5,69.5,46.8,11178,Tysvær,2022-02-04
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32220,29838,21070,76.1,70.5,49.8,42345,Karmøy,2022-02-04
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,160,145,84.9,83.3,75.5,192,Utsira,2022-02-04
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6745,6236,4381,77.5,71.6,50.3,8705,Vindafjord,2022-02-04
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19782,18807,14243,82.1,78,59.1,24099,Kristiansund,2022-02-04
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26382,24668,17565,82.8,77.4,55.1,31870,Molde,2022-02-04
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52688,48834,32073,79,73.2,48.1,66670,Ålesund,2022-02-04
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2575,2456,1818,83.5,79.7,59,3083,Vanylven,2022-02-04
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1890,1766,1314,77.3,72.2,53.7,2445,Sande,2022-02-04
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6920,6429,4282,78.1,72.6,48.3,8858,Herøy,2022-02-04
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6724,6224,4656,78.4,72.6,54.3,8575,Ulstein,2022-02-04
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3873,3607,2666,75.4,70.2,51.9,5140,Hareid,2022-02-04
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8682,8073,6384,80.2,74.5,58.9,10830,Ørsta,2022-02-04
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3650,3395,2613,81.4,75.7,58.3,4482,Stranda,2022-02-04
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6207,5802,4461,81.7,76.4,58.7,7596,Sykkylven,2022-02-04
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7390,6816,5270,78.5,72.4,56,9409,Sula,2022-02-04
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6592,6060,4119,77.5,71.2,48.4,8506,Giske,2022-02-04
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5611,5260,3515,80.6,75.6,50.5,6958,Vestnes,2022-02-04
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5662,5254,3370,80.6,74.8,48,7026,Rauma,2022-02-04
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2880,2772,1949,81.8,78.7,55.3,3522,Aukra,2022-02-04
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4766,4473,2908,82.1,77,50.1,5808,Averøy,2022-02-04
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2128,1989,1562,80.1,74.8,58.8,2658,Gjemnes,2022-02-04
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2487,2357,1967,83.3,79,65.9,2985,Tingvoll,2022-02-04
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5949,5623,4455,85.5,80.8,64,6956,Sunndal,2022-02-04
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4977,4714,3807,84.8,80.3,64.8,5872,Surnadal,2022-02-04
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1772,1695,1325,83.3,79.7,62.3,2128,Smøla,2022-02-04
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2829,2687,2064,81.6,77.5,59.5,3468,Aure,2022-02-04
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8834,8248,6178,81.9,76.5,57.3,10781,Volda,2022-02-04
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2077,1943,1550,83,77.7,62,2502,Fjord,2022-02-04
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10494,9774,7416,78.8,73.4,55.7,13317,Hustadvika,2022-02-04
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42974,39807,26682,81.8,75.7,50.8,52560,Bodø,2022-02-04
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17527,16421,11057,80.9,75.8,51,21661,Narvik,2022-02-04
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1164,1074,745,83.3,76.9,53.3,1397,Bindal,2022-02-04
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1678,1561,935,84.3,78.4,47,1990,Sømna,2022-02-04
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6392,5897,3878,81.9,75.6,49.7,7803,Brønnøy,2022-02-04
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1000,923,733,84.6,78.1,62,1182,Vega,2022-02-04
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384,368,251,82.6,79.1,54,465,Vevelstad,2022-02-04
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1395,1295,981,77.8,72.2,54.7,1793,Herøy,2022-02-04
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6014,5654,4155,81.3,76.5,56.2,7394,Alstahaug,2022-02-04
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1779,1637,1141,78.1,71.9,50.1,2278,Leirfjord,2022-02-04
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10950,10243,7103,82.5,77.2,53.5,13268,Vefsn,2022-02-04
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1211,1171,867,83.3,80.6,59.7,1453,Grane,2022-02-04
