granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,534107,469793,76.6,67.4,697010,Oslo,2021-10-26
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,358960,319229,74.4,66.1,482645,Rogaland,2021-10-26
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,207982,185729,78.3,69.9,265544,Møre og Romsdal,2021-10-26
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189657,169193,78.9,70.4,240345,Nordland,2021-10-26
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,971060,854242,77.5,68.2,1252384,Viken,2021-10-26
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,298809,268670,80.6,72.5,370603,Innlandet,2021-10-26
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,333199,297861,79,70.6,421882,Vestfold og Telemark,2021-10-26
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,239243,212802,77.5,68.9,308843,Agder,2021-10-26
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,491284,434938,76.9,68.1,638821,Vestland,2021-10-26
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,375498,336083,79.7,71.3,471124,Trøndelag,2021-10-26
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,186290,167277,76.9,69.1,242168,Troms og Finnmark,2021-10-26
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,534097,469786,76.6,67.4,697010,Oslo,2021-10-26
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11486,10313,77.7,69.7,14787,Eigersund,2021-10-26
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,109157,96940,75.7,67.3,144147,Stavanger,2021-10-26
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27652,24485,74.1,65.6,37323,Haugesund,2021-10-26
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58449,52343,72.7,65.1,80450,Sandnes,2021-10-26
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2413,2185,74.1,67.1,3257,Sokndal,2021-10-26
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2338,2140,73.7,67.4,3174,Lund,2021-10-26
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2127,1885,76.2,67.5,2791,Bjerkreim,2021-10-26
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13442,11837,70.3,61.9,19120,Hå,2021-10-26
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14384,12778,72.5,64.4,19848,Klepp,2021-10-26
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14073,12616,73.7,66,19106,Time,2021-10-26
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8564,7614,71,63.1,12064,Gjesdal,2021-10-26
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20462,18000,74.5,65.6,27457,Sola,2021-10-26
