granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,532001,464657,76.3,66.7,697010,Oslo,2021-10-08
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,357296,315869,74,65.4,482645,Rogaland,2021-10-08
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,206595,183699,77.8,69.2,265544,Møre og Romsdal,2021-10-08
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,188436,166839,78.4,69.4,240345,Nordland,2021-10-08
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,967885,846884,77.3,67.6,1252384,Viken,2021-10-08
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,297705,266655,80.3,72,370603,Innlandet,2021-10-08
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,332516,296031,78.8,70.2,421882,Vestfold og Telemark,2021-10-08
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,238021,211087,77.1,68.3,308843,Agder,2021-10-08
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,489597,430413,76.6,67.4,638821,Vestland,2021-10-08
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,373507,330284,79.3,70.1,471124,Trøndelag,2021-10-08
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,184929,164688,76.4,68,242168,Troms og Finnmark,2021-10-08
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,531991,464650,76.3,66.7,697010,Oslo,2021-10-08
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11450,10228,77.4,69.2,14787,Eigersund,2021-10-08
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,108732,96073,75.4,66.6,144147,Stavanger,2021-10-08
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27546,23941,73.8,64.1,37323,Haugesund,2021-10-08
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58266,52047,72.4,64.7,80450,Sandnes,2021-10-08
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2403,2168,73.8,66.6,3257,Sokndal,2021-10-08
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2333,2132,73.5,67.2,3174,Lund,2021-10-08
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2122,1865,76,66.8,2791,Bjerkreim,2021-10-08
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13082,11696,68.4,61.2,19120,Hå,2021-10-08
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14328,12522,72.2,63.1,19848,Klepp,2021-10-08
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13951,12372,73,64.8,19106,Time,2021-10-08
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8501,7536,70.5,62.5,12064,Gjesdal,2021-10-08
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20425,17868,74.4,65.1,27457,Sola,2021-10-08
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8653,7478,76.5,66.1,11315,Randaberg,2021-10-08
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9943,8592,76.1,65.7,13070,Strand,2021-10-08
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1951,1694,75.6,65.7,2580,Hjelmeland,2021-10-08
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2935,2601,77.1,68.3,3809,Suldal,2021-10-08
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3603,3174,79,69.6,4561,Sauda,2021-10-08
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,416,377,82.1,74.4,507,Kvitsøy,2021-10-08
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,692,616,80.6,71.7,859,Bokn,2021-10-08
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8285,7059,74.1,63.2,11178,Tysvær,2021-10-08
