granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,368,56,0.627707842936581,0.0955207587077406,58626,Oslo,2021-09-06
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3401,829,53.4748427672956,13.0345911949686,6360,Oslo,2021-09-06
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,28155,21548,90.0498944540395,68.9183138233225,31266,Oslo,2021-09-06
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,87477,64173,84.4168878166466,61.9281061519904,103625,Oslo,2021-09-06
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21364,17750,89.2285845549848,74.1344025393643,23943,Oslo,2021-09-06
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39239,35700,92.2445813155296,83.9249612111524,42538,Oslo,2021-09-06
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32050,30361,94.4090962648757,89.4338399905738,33948,Oslo,2021-09-06
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24550,23843,94.4303407954458,91.710900838526,25998,Oslo,2021-09-06
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14761,14678,96.3197389885808,95.7781402936378,15325,Oslo,2021-09-06
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7019,6898,90.7903246669254,89.2251972577933,7731,Oslo,2021-09-06
total,county,county03,2020,00-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,354,58,0.577987493264976,0.0946985158456741,61247,Oslo,2021-09-06
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,3326,765,50.5701687699559,11.6314429071005,6577,Oslo,2021-09-06
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,23312,16446,82.8723782438678,58.4642730181301,28130,Oslo,2021-09-06
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,86647,62613,82.9968007049943,59.9752868828905,104398,Oslo,2021-09-06
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22178,18279,83.7537764350453,69.0294561933535,26480,Oslo,2021-09-06
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,40674,36900,88.1993234452251,80.0156128024981,46116,Oslo,2021-09-06
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,31993,30040,92.2812887594104,86.6480140759757,34669,Oslo,2021-09-06
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22598,21816,93.4805989906511,90.2457185405808,24174,Oslo,2021-09-06
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11958,11947,97.7200294189753,97.6301381057449,12237,Oslo,2021-09-06
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3299,3255,91.0822749861955,89.8674765323026,3622,Oslo,2021-09-06
total,county,county11,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,406,43,0.832103623544843,0.088129201508444,48792,Rogaland,2021-09-06
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3132,697,52.6386554621849,11.7142857142857,5950,Rogaland,2021-09-06
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,17568,13827,87.0133729569094,68.4843982169391,20190,Rogaland,2021-09-06
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,38603,27042,78.8057568643462,55.2046544860672,48985,Rogaland,2021-09-06
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14131,11867,88.8686246148041,74.6305263819886,15901,Rogaland,2021-09-06
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,28970,25792,91.2010073980796,81.1962852195813,31765,Rogaland,2021-09-06
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25532,24444,95.578931606334,91.5060083105604,26713,Rogaland,2021-09-06
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20268,19862,96.4041095890411,94.4729832572298,21024,Rogaland,2021-09-06
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12241,12037,98.3845040990195,96.7448963189198,12442,Rogaland,2021-09-06
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5302,5148,92.8058813232977,90.1102748118327,5713,Rogaland,2021-09-06
total,county,county11,2020,00-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,354,46,0.695454009665632,0.0903697300695454,50902,Rogaland,2021-09-06
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,2930,561,47.1971649484536,9.03672680412371,6208,Rogaland,2021-09-06
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,17594,11971,80.4591393423881,54.7445923080441,21867,Rogaland,2021-09-06
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,39902,25398,77.5262779537197,49.3462083972877,51469,Rogaland,2021-09-06
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14391,11248,81.6417995121121,63.8111987292222,17627,Rogaland,2021-09-06
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,29815,25830,87.8436109719808,76.1026487139448,33941,Rogaland,2021-09-06
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26308,24927,93.5462077303275,88.6356363119155,28123,Rogaland,2021-09-06
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20485,20158,96.568142176967,95.0266346108518,21213,Rogaland,2021-09-06
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,10572,10475,99.2210229938996,98.3106522759268,10655,Rogaland,2021-09-06
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3020,2950,95.4186413902054,93.2069510268562,3165,Rogaland,2021-09-06
total,county,county15,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,185,13,0.782075671105475,0.0549566687803847,23655,Møre og Romsdal,2021-09-06
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,1686,365,52.4579962663348,11.3565650280025,3214,Møre og Romsdal,2021-09-06
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,9674,6974,88.8909308095194,64.0815951483966,10883,Møre og Romsdal,2021-09-06
