granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,530336,458692,76.1,65.8,697010,Oslo,2021-09-30
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,353872,312048,73.3,64.7,482645,Rogaland,2021-09-30
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,204510,181059,77,68.2,265544,Møre og Romsdal,2021-09-30
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,187109,164297,77.9,68.4,240345,Nordland,2021-09-30
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,963576,840206,76.9,67.1,1252384,Viken,2021-09-30
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,295396,263551,79.7,71.1,370603,Innlandet,2021-09-30
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,330509,292628,78.3,69.4,421882,Vestfold og Telemark,2021-09-30
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,236848,209810,76.7,67.9,308843,Agder,2021-09-30
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,485733,424596,76,66.5,638821,Vestland,2021-09-30
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,369211,323544,78.4,68.7,471124,Trøndelag,2021-09-30
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,183956,162032,76,66.9,242168,Troms og Finnmark,2021-09-30
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,530326,458685,76.1,65.8,697010,Oslo,2021-09-30
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11421,10168,77.2,68.8,14787,Eigersund,2021-09-30
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,108184,95451,75.1,66.2,144147,Stavanger,2021-09-30
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27369,23124,73.3,62,37323,Haugesund,2021-09-30
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,57791,51101,71.8,63.5,80450,Sandnes,2021-09-30
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2389,2164,73.3,66.4,3257,Sokndal,2021-09-30
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2325,2111,73.3,66.5,3174,Lund,2021-09-30
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2116,1853,75.8,66.4,2791,Bjerkreim,2021-09-30
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12690,11578,66.4,60.6,19120,Hå,2021-09-30
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14053,12341,70.8,62.2,19848,Klepp,2021-09-30
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13435,12287,70.3,64.3,19106,Time,2021-09-30
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8147,7406,67.5,61.4,12064,Gjesdal,2021-09-30
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20348,17667,74.1,64.3,27457,Sola,2021-09-30
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8320,7409,73.5,65.5,11315,Randaberg,2021-09-30
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9921,8527,75.9,65.2,13070,Strand,2021-09-30
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1953,1692,75.7,65.6,2580,Hjelmeland,2021-09-30
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2918,2594,76.6,68.1,3809,Suldal,2021-09-30
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3602,3148,79,69,4561,Sauda,2021-09-30
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,414,372,81.7,73.4,507,Kvitsøy,2021-09-30
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,689,613,80.2,71.4,859,Bokn,2021-09-30
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8254,6986,73.8,62.5,11178,Tysvær,2021-09-30
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,30884,27549,72.9,65.1,42345,Karmøy,2021-09-30
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,156,84.9,81.2,192,Utsira,2021-09-30
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6479,5745,74.4,66,8705,Vindafjord,2021-09-30
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19235,16997,79.8,70.5,24099,Kristiansund,2021-09-30
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25663,22487,80.5,70.6,31870,Molde,2021-09-30
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,48933,43792,73.4,65.7,66670,Ålesund,2021-09-30
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2515,2279,81.6,73.9,3083,Vanylven,2021-09-30
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1835,1599,75.1,65.4,2445,Sande,2021-09-30
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6522,5746,73.6,64.9,8858,Herøy,2021-09-30
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6432,5667,75,66.1,8575,Ulstein,2021-09-30
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3699,3288,72,64,5140,Hareid,2021-09-30
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8317,7339,76.8,67.8,10830,Ørsta,2021-09-30
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3522,3132,78.6,69.9,4482,Stranda,2021-09-30
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6078,5387,80,70.9,7596,Sykkylven,2021-09-30
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7039,6338,74.8,67.4,9409,Sula,2021-09-30
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6279,5346,73.8,62.8,8506,Giske,2021-09-30
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5390,4798,77.5,69,6958,Vestnes,2021-09-30
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5456,4515,77.7,64.3,7026,Rauma,2021-09-30
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2807,2464,79.7,70,3522,Aukra,2021-09-30
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4627,3963,79.7,68.2,5808,Averøy,2021-09-30
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2061,1848,77.5,69.5,2658,Gjemnes,2021-09-30
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2432,2203,81.5,73.8,2985,Tingvoll,2021-09-30
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5800,5183,83.4,74.5,6956,Sunndal,2021-09-30
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4671,4430,79.5,75.4,5872,Surnadal,2021-09-30
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1681,1514,79,71.1,2128,Smøla,2021-09-30
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2748,2441,79.2,70.4,3468,Aure,2021-09-30
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8528,7504,79.1,69.6,10781,Volda,2021-09-30
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2042,1833,81.6,73.3,2502,Fjord,2021-09-30
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10200,8966,76.6,67.3,13317,Hustadvika,2021-09-30
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,41529,35456,79,67.5,52560,Bodø,2021-09-30
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16514,14825,76.2,68.4,21661,Narvik,2021-09-30
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1118,931,80,66.6,1397,Bindal,2021-09-30
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1634,1415,82.1,71.1,1990,Sømna,2021-09-30
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6178,5474,79.2,70.2,7803,Brønnøy,2021-09-30
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,980,872,82.9,73.8,1182,Vega,2021-09-30
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,362,306,77.8,65.8,465,Vevelstad,2021-09-30
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1347,1131,75.1,63.1,1793,Herøy,2021-09-30
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5773,5186,78.1,70.1,7394,Alstahaug,2021-09-30
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1711,1502,75.1,65.9,2278,Leirfjord,2021-09-30
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10183,9450,76.7,71.2,13268,Vefsn,2021-09-30
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1181,1065,81.3,73.3,1453,Grane,2021-09-30
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1067,937,84.2,74,1267,Hattfjelldal,2021-09-30
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1089,981,79.4,71.6,1371,Dønna,2021-09-30
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1290,1140,75.8,67,1701,Nesna,2021-09-30
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3391,2947,76.6,66.6,4428,Hemnes,2021-09-30
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20424,17821,78.3,68.3,26083,Rana,2021-09-30
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1465,1266,78.1,67.5,1876,Lurøy,2021-09-30
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,339,297,76.7,67.2,442,Træna,2021-09-30
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,898,752,74.5,62.4,1206,Rødøy,2021-09-30
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4709,4090,75.4,65.5,6247,Meløy,2021-09-30
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1479,1353,77,70.5,1920,Gildeskål,2021-09-30
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,856,788,85.7,78.9,999,Beiarn,2021-09-30
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3600,3179,77.7,68.6,4632,Saltdal,2021-09-30
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7747,6901,80.4,71.6,9640,Fauske,2021-09-30
