location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name
county03,1900-01-01,9147,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1318.97319947974,Oslo
county11,1900-01-01,1441,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,479892,300.275895409801,Rogaland
county15,1900-01-01,557,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265238,210.000075403977,Møre og Romsdal
county18,1900-01-01,486,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241235,201.463303417829,Nordland
county30,1900-01-01,8668,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1241165,698.376122433359,Viken
county34,1900-01-01,1514,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371385,407.663206645395,Innlandet
county38,1900-01-01,1035,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,419396,246.783469560988,Vestfold og Telemark
county42,1900-01-01,961,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,307231,312.793956339041,Agder
county46,1900-01-01,4668,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,636531,733.349986096514,Vestland
county50,1900-01-01,1159,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,468702,247.278654667571,Trøndelag
county54,1900-01-01,808,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,243311,332.085273579904,Troms og Finnmark
municip0301,1900-01-01,9146,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1318.82900212547,Oslo
municip1101,1900-01-01,63,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14811,425.359530078995,Eigersund
municip1103,1900-01-01,490,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,143574,341.287419727806,Stavanger
municip1106,1900-01-01,166,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37357,444.361163905025,Haugesund
municip1108,1900-01-01,176,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,79537,221.280661830343,Sandnes
municip1111,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3280,335.365853658537,Sokndal
municip1112,1900-01-01,7,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3202,218.613366645846,Lund
municip1114,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2787,143.523501973448,Bjerkreim
municip1119,1900-01-01,38,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18991,200.094781738718,Hå
municip1120,1900-01-01,43,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19588,219.522156422299,Klepp
