granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,535949,473707,76.9,68,697010,Oslo,2021-11-10
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,360386,322645,74.7,66.8,482645,Rogaland,2021-11-10
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,208599,188610,78.6,71,265544,Møre og Romsdal,2021-11-10
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,190395,170877,79.2,71.1,240345,Nordland,2021-11-10
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,974432,861442,77.8,68.8,1252384,Viken,2021-11-10
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,299644,271205,80.9,73.2,370603,Innlandet,2021-11-10
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,334295,300317,79.2,71.2,421882,Vestfold og Telemark,2021-11-10
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,239907,214115,77.7,69.3,308843,Agder,2021-11-10
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,492867,438538,77.2,68.6,638821,Vestland,2021-11-10
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,376883,340615,80,72.3,471124,Trøndelag,2021-11-10
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,187508,169598,77.4,70,242168,Troms og Finnmark,2021-11-10
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,535939,473700,76.9,68,697010,Oslo,2021-11-10
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11524,10427,77.9,70.5,14787,Eigersund,2021-11-10
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,109589,97650,76,67.7,144147,Stavanger,2021-11-10
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27769,25056,74.4,67.1,37323,Haugesund,2021-11-10
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58724,52672,73,65.5,80450,Sandnes,2021-11-10
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2414,2191,74.1,67.3,3257,Sokndal,2021-11-10
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2351,2181,74.1,68.7,3174,Lund,2021-11-10
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2130,1896,76.3,67.9,2791,Bjerkreim,2021-11-10
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13533,12061,70.8,63.1,19120,Hå,2021-11-10
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14480,12959,73,65.3,19848,Klepp,2021-11-10
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14131,12773,74,66.9,19106,Time,2021-11-10
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8589,7673,71.2,63.6,12064,Gjesdal,2021-11-10
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20536,18423,74.8,67.1,27457,Sola,2021-11-10
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8747,7792,77.3,68.9,11315,Randaberg,2021-11-10
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9979,8813,76.4,67.4,13070,Strand,2021-11-10
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1952,1759,75.7,68.2,2580,Hjelmeland,2021-11-10
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2951,2633,77.5,69.1,3809,Suldal,2021-11-10
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3613,3214,79.2,70.5,4561,Sauda,2021-11-10
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,420,392,82.8,77.3,507,Kvitsøy,2021-11-10
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,694,641,80.8,74.6,859,Bokn,2021-11-10
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8331,7202,74.5,64.4,11178,Tysvær,2021-11-10
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31208,28218,73.7,66.6,42345,Karmøy,2021-11-10
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,159,84.9,82.8,192,Utsira,2021-11-10
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6551,5854,75.3,67.2,8705,Vindafjord,2021-11-10
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19337,17736,80.2,73.6,24099,Kristiansund,2021-11-10
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25834,23464,81.1,73.6,31870,Molde,2021-11-10
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,51232,46397,76.8,69.6,66670,Ålesund,2021-11-10
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2520,2323,81.7,75.3,3083,Vanylven,2021-11-10
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1845,1669,75.5,68.3,2445,Sande,2021-11-10
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6694,6017,75.6,67.9,8858,Herøy,2021-11-10
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6511,5783,75.9,67.4,8575,Ulstein,2021-11-10
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3716,3349,72.3,65.2,5140,Hareid,2021-11-10
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8458,7584,78.1,70,10830,Ørsta,2021-11-10
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3558,3197,79.4,71.3,4482,Stranda,2021-11-10
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6118,5471,80.5,72,7596,Sykkylven,2021-11-10
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7182,6442,76.3,68.5,9409,Sula,2021-11-10
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6356,5517,74.7,64.9,8506,Giske,2021-11-10
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5451,4902,78.3,70.5,6958,Vestnes,2021-11-10
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5534,5011,78.8,71.3,7026,Rauma,2021-11-10
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2818,2494,80,70.8,3522,Aukra,2021-11-10
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4671,4284,80.4,73.8,5808,Averøy,2021-11-10
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2081,1911,78.3,71.9,2658,Gjemnes,2021-11-10
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2458,2238,82.3,75,2985,Tingvoll,2021-11-10
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5820,5284,83.7,76,6956,Sunndal,2021-11-10
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4906,4600,83.5,78.3,5872,Surnadal,2021-11-10
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1714,1597,80.5,75,2128,Smøla,2021-11-10
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2763,2549,79.7,73.5,3468,Aure,2021-11-10
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8640,7733,80.1,71.7,10781,Volda,2021-11-10
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2084,1847,83.3,73.8,2502,Fjord,2021-11-10
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10300,9212,77.3,69.2,13317,Hustadvika,2021-11-10
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42030,37486,80,71.3,52560,Bodø,2021-11-10
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16929,15332,78.2,70.8,21661,Narvik,2021-11-10
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1135,987,81.2,70.7,1397,Bindal,2021-11-10
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1648,1476,82.8,74.2,1990,Sømna,2021-11-10
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6265,5549,80.3,71.1,7803,Brønnøy,2021-11-10
