granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547087,505196,320134,78.5,72.5,45.9,697010,Oslo,2022-02-01
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371311,342186,225702,76.9,70.9,46.8,482645,Rogaland,2022-02-01
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,213751,199470,139196,80.5,75.1,52.4,265544,Møre og Romsdal,2022-02-01
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195233,181578,119579,81.2,75.5,49.8,240345,Nordland,2022-02-01
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,996033,918362,636678,79.5,73.3,50.8,1252384,Viken,2022-02-01
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305854,285770,200492,82.5,77.1,54.1,370603,Innlandet,2022-02-01
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341251,316951,222526,80.9,75.1,52.7,421882,Vestfold og Telemark,2022-02-01
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245043,226295,156489,79.3,73.3,50.7,308843,Agder,2022-02-01
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,504916,465690,319293,79,72.9,50,638821,Vestland,2022-02-01
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384231,357331,239252,81.6,75.8,50.8,471124,Trøndelag,2022-02-01
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192654,179011,114081,79.6,73.9,47.1,242168,Troms og Finnmark,2022-02-01
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547078,505189,320129,78.5,72.5,45.9,697010,Oslo,2022-02-01
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11827,10976,8471,80,74.2,57.3,14787,Eigersund,2022-02-01
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112955,104125,65854,78.4,72.2,45.7,144147,Stavanger,2022-02-01
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28622,26363,16752,76.7,70.6,44.9,37323,Haugesund,2022-02-01
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60423,55857,38761,75.1,69.4,48.2,80450,Sandnes,2022-02-01
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2473,2315,1723,75.9,71.1,52.9,3257,Sokndal,2022-02-01
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2419,2269,1656,76.2,71.5,52.2,3174,Lund,2022-02-01
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2175,2027,1432,77.9,72.6,51.3,2791,Bjerkreim,2022-02-01
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14001,12803,8365,73.2,67,43.8,19120,Hå,2022-02-01
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15028,13746,8200,75.7,69.3,41.3,19848,Klepp,2022-02-01
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14632,13468,8143,76.6,70.5,42.6,19106,Time,2022-02-01
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8836,8126,5334,73.2,67.4,44.2,12064,Gjesdal,2022-02-01
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21125,19398,12041,76.9,70.6,43.9,27457,Sola,2022-02-01
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9024,8250,5308,79.8,72.9,46.9,11315,Randaberg,2022-02-01
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10269,9394,6524,78.6,71.9,49.9,13070,Strand,2022-02-01
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2016,1871,1305,78.1,72.5,50.6,2580,Hjelmeland,2022-02-01
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3037,2804,2294,79.7,73.6,60.2,3809,Suldal,2022-02-01
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3667,3401,2512,80.4,74.6,55.1,4561,Sauda,2022-02-01
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,403,326,84.6,79.5,64.3,507,Kvitsøy,2022-02-01
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,700,665,463,81.5,77.4,53.9,859,Bokn,2022-02-01
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8544,7751,5128,76.4,69.3,45.9,11178,Tysvær,2022-02-01
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32192,29775,20750,76,70.3,49,42345,Karmøy,2022-02-01
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,146,85.4,83.9,76,192,Utsira,2022-02-01
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6747,6233,4210,77.5,71.6,48.4,8705,Vindafjord,2022-02-01
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19722,18780,13997,81.8,77.9,58.1,24099,Kristiansund,2022-02-01
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26379,24644,16926,82.8,77.3,53.1,31870,Molde,2022-02-01
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52802,48880,31048,79.2,73.3,46.6,66670,Ålesund,2022-02-01
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2571,2457,1804,83.4,79.7,58.5,3083,Vanylven,2022-02-01
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1891,1766,1310,77.3,72.2,53.6,2445,Sande,2022-02-01
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6920,6431,4269,78.1,72.6,48.2,8858,Herøy,2022-02-01
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6717,6202,4324,78.3,72.3,50.4,8575,Ulstein,2022-02-01
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3859,3596,2576,75.1,70,50.1,5140,Hareid,2022-02-01
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8668,8062,6207,80,74.4,57.3,10830,Ørsta,2022-02-01
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3645,3392,2317,81.3,75.7,51.7,4482,Stranda,2022-02-01
