granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,540088,484041,79305,77.5,69.4,11.4,697010,Oslo,2021-12-07
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,364083,331469,59803,75.4,68.7,12.4,482645,Rogaland,2021-12-07
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,210230,193647,41212,79.2,72.9,15.5,265544,Møre og Romsdal,2021-12-07
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192036,175422,35745,79.9,73,14.9,240345,Nordland,2021-12-07
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,981854,883417,178913,78.4,70.5,14.3,1252384,Viken,2021-12-07
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,301631,278072,63555,81.4,75,17.1,370603,Innlandet,2021-12-07
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,336648,307944,72110,79.8,73,17.1,421882,Vestfold og Telemark,2021-12-07
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,241506,220343,39961,78.2,71.3,12.9,308843,Agder,2021-12-07
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,496746,450011,88191,77.8,70.4,13.8,638821,Vestland,2021-12-07
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,379262,348357,67900,80.5,73.9,14.4,471124,Trøndelag,2021-12-07
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189796,173944,38480,78.4,71.8,15.9,242168,Troms og Finnmark,2021-12-07
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,540078,484034,79305,77.5,69.4,11.4,697010,Oslo,2021-12-07
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11620,10749,2446,78.6,72.7,16.5,14787,Eigersund,2021-12-07
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,110884,100898,17185,76.9,70,11.9,144147,Stavanger,2021-12-07
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27975,25458,3718,75,68.2,10,37323,Haugesund,2021-12-07
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59193,54295,9638,73.6,67.5,12,80450,Sandnes,2021-12-07
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2438,2243,644,74.9,68.9,19.8,3257,Sokndal,2021-12-07
