granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547805,506939,334520,78.6,72.7,48,697010,Oslo,2022-02-15
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371928,343572,240222,77.1,71.2,49.8,482645,Rogaland,2022-02-15
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214371,200478,148069,80.7,75.5,55.8,265544,Møre og Romsdal,2022-02-15
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195678,182700,127925,81.4,76,53.2,240345,Nordland,2022-02-15
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,994244,919087,661473,79.4,73.4,52.8,1252384,Viken,2022-02-15
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305738,286411,211840,82.5,77.3,57.2,370603,Innlandet,2022-02-15
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,340953,317636,230887,80.8,75.3,54.7,421882,Vestfold og Telemark,2022-02-15
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244804,226682,162187,79.3,73.4,52.5,308843,Agder,2022-02-15
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,504961,466929,335660,79,73.1,52.5,638821,Vestland,2022-02-15
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384622,359079,257193,81.6,76.2,54.6,471124,Trøndelag,2022-02-15
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192622,179538,120638,79.5,74.1,49.8,242168,Troms og Finnmark,2022-02-15
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547795,506932,334515,78.6,72.7,48,697010,Oslo,2022-02-15
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11864,11125,8988,80.2,75.2,60.8,14787,Eigersund,2022-02-15
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113138,104468,71139,78.5,72.5,49.4,144147,Stavanger,2022-02-15
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28653,26482,17878,76.8,71,47.9,37323,Haugesund,2022-02-15
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60358,55868,41057,75,69.4,51,80450,Sandnes,2022-02-15
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2481,2328,1751,76.2,71.5,53.8,3257,Sokndal,2022-02-15
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2422,2276,1739,76.3,71.7,54.8,3174,Lund,2022-02-15
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2182,2042,1482,78.2,73.2,53.1,2791,Bjerkreim,2022-02-15
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14031,12886,8826,73.4,67.4,46.2,19120,Hå,2022-02-15
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15039,13778,8738,75.8,69.4,44,19848,Klepp,2022-02-15
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14653,13519,8663,76.7,70.8,45.3,19106,Time,2022-02-15
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8849,8163,5928,73.4,67.7,49.1,12064,Gjesdal,2022-02-15
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21156,19476,13002,77.1,70.9,47.4,27457,Sola,2022-02-15
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9045,8281,5666,79.9,73.2,50.1,11315,Randaberg,2022-02-15
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10286,9450,6873,78.7,72.3,52.6,13070,Strand,2022-02-15
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2020,1887,1343,78.3,73.1,52.1,2580,Hjelmeland,2022-02-15
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3043,2828,2344,79.9,74.2,61.5,3809,Suldal,2022-02-15
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3673,3408,2566,80.5,74.7,56.3,4561,Sauda,2022-02-15
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,426,403,333,84,79.5,65.7,507,Kvitsøy,2022-02-15
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,702,678,484,81.7,78.9,56.3,859,Bokn,2022-02-15
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8560,7777,5321,76.6,69.6,47.6,11178,Tysvær,2022-02-15
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32244,29871,21349,76.1,70.5,50.4,42345,Karmøy,2022-02-15
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,166,162,148,86.5,84.4,77.1,192,Utsira,2022-02-15
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6753,6246,4555,77.6,71.8,52.3,8705,Vindafjord,2022-02-15
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19808,18837,14414,82.2,78.2,59.8,24099,Kristiansund,2022-02-15
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26399,24711,18123,82.8,77.5,56.9,31870,Molde,2022-02-15
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52787,49005,33381,79.2,73.5,50.1,66670,Ålesund,2022-02-15
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2576,2470,1886,83.6,80.1,61.2,3083,Vanylven,2022-02-15
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1895,1769,1329,77.5,72.4,54.4,2445,Sande,2022-02-15
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6926,6456,4601,78.2,72.9,51.9,8858,Herøy,2022-02-15
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6732,6242,4812,78.5,72.8,56.1,8575,Ulstein,2022-02-15
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3874,3621,2729,75.4,70.4,53.1,5140,Hareid,2022-02-15
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8685,8083,6483,80.2,74.6,59.9,10830,Ørsta,2022-02-15
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3652,3400,2692,81.5,75.9,60.1,4482,Stranda,2022-02-15
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6225,5804,4534,82,76.4,59.7,7596,Sykkylven,2022-02-15
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7400,6824,5385,78.6,72.5,57.2,9409,Sula,2022-02-15
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6606,6084,4208,77.7,71.5,49.5,8506,Giske,2022-02-15
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5624,5282,3601,80.8,75.9,51.8,6958,Vestnes,2022-02-15
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5666,5269,3560,80.6,75,50.7,7026,Rauma,2022-02-15
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2890,2781,1997,82.1,79,56.7,3522,Aukra,2022-02-15
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4771,4494,3189,82.1,77.4,54.9,5808,Averøy,2022-02-15
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2132,1996,1591,80.2,75.1,59.9,2658,Gjemnes,2022-02-15
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2482,2357,1975,83.1,79,66.2,2985,Tingvoll,2022-02-15
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5964,5639,4658,85.7,81.1,67,6956,Sunndal,2022-02-15
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4980,4739,3970,84.8,80.7,67.6,5872,Surnadal,2022-02-15
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1778,1705,1342,83.6,80.1,63.1,2128,Smøla,2022-02-15
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2831,2689,2074,81.6,77.5,59.8,3468,Aure,2022-02-15
