granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,26738,13947,16.1858178868482,8.4428005859777,165194,Oslo,2021-05-28
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,16221,6751,9.79617718996286,4.07706012017997,165585,Oslo,2021-05-28
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,20316,6316,47.7596501951197,14.8479007005501,42538,Oslo,2021-05-28
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,19219,4372,41.6753404458323,9.48044062798161,46116,Oslo,2021-05-28
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,28028,12267,82.5615647460822,36.134676564157,33948,Oslo,2021-05-28
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,27505,10961,79.3360062303499,31.616141221264,34669,Oslo,2021-05-28
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,23838,18604,91.6916685898915,71.5593507192861,25998,Oslo,2021-05-28
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,21807,16676,90.2084884586746,68.9832050963846,24174,Oslo,2021-05-28
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14430,13962,94.1598694942904,91.1060358890701,15325,Oslo,2021-05-28
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11699,11408,95.6034975892784,93.2254637574569,12237,Oslo,2021-05-28
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6925,6730,89.5744405639633,87.0521277971802,7731,Oslo,2021-05-28
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3262,3185,90.0607399226946,87.9348426283821,3622,Oslo,2021-05-28
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,15671,7659,17.2159602750862,8.41407949377101,91026,Rogaland,2021-05-28
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,7476,2165,7.69365345627811,2.22803099690237,97171,Rogaland,2021-05-28
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,9166,3728,28.8556587439005,11.7361876278923,31765,Rogaland,2021-05-28
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,6350,1340,18.7089360949884,3.94802745941487,33941,Rogaland,2021-05-28
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,13759,4355,51.5067570096957,16.3029236701232,26713,Rogaland,2021-05-28
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,12346,2220,43.9000106674252,7.89389467695481,28123,Rogaland,2021-05-28
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,19561,13402,93.0412861491629,63.746194824962,21024,Rogaland,2021-05-28
