granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,municip,municip3020,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,41655,22526,69.4,37.5,60034,Nordre Follo,2021-08-12
total,municip,municip3021,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13713,6349,67.1,31.1,20439,Ås,2021-08-12
total,municip,municip3022,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11498,7459,72.1,46.8,15953,Frogn,2021-08-12
total,municip,municip3023,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13290,7481,67.1,37.8,19805,Nesodden,2021-08-12
total,municip,municip3024,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,89802,43671,70,34.1,128233,Bærum,2021-08-12
total,municip,municip3025,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,65642,35756,69.2,37.7,94915,Asker,2021-08-12
total,municip,municip3026,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12331,7630,70.1,43.4,17591,Aurskog-Høland,2021-08-12
total,municip,municip3027,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12511,7853,66.8,41.9,18730,Rælingen,2021-08-12
total,municip,municip3028,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7590,3523,68.6,31.8,11065,Enebakk,2021-08-12
total,municip,municip3029,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,29910,15934,70,37.3,42740,Lørenskog,2021-08-12
total,municip,municip3030,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60253,30312,69.3,34.9,86953,Lillestrøm,2021-08-12
total,municip,municip3031,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17306,7757,70.8,31.7,24454,Nittedal,2021-08-12
total,municip,municip3032,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4717,2402,67,34.1,7043,Gjerdrum,2021-08-12
total,municip,municip3033,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26832,20149,66.3,49.8,40459,Ullensaker,2021-08-12
total,municip,municip3034,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16104,8496,68.8,36.3,23422,Nes,2021-08-12
total,municip,municip3035,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18133,9337,69.7,35.9,26031,Eidsvoll,2021-08-12
total,municip,municip3036,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9850,5035,67.3,34.4,14637,Nannestad,2021-08-12
total,municip,municip3037,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1977,1081,69.7,38.1,2838,Hurdal,2021-08-12
total,municip,municip3038,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4454,2496,65.4,36.6,6811,Hole,2021-08-12
total,municip,municip3039,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,759,384,72.4,36.6,1049,Flå,2021-08-12
total,municip,municip3040,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2325,1269,71.3,38.9,3262,Nesbyen,2021-08-12
total,municip,municip3041,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3322,1704,71.7,36.8,4636,Gol,2021-08-12
total,municip,municip3042,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1693,1012,66.5,39.7,2546,Hemsedal,2021-08-12
total,municip,municip3043,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3273,1827,70.4,39.3,4648,Ål,2021-08-12
total,municip,municip3044,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2987,1573,67.4,35.5,4434,Hol,2021-08-12
total,municip,municip3045,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2496,1881,72,54.3,3465,Sigdal,2021-08-12
total,municip,municip3046,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1521,921,68.5,41.5,2219,Krødsherad,2021-08-12
total,municip,municip3047,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9961,6478,70.3,45.7,14166,Modum,2021-08-12
total,municip,municip3048,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13070,7402,66.3,37.6,19709,Øvre Eiker,2021-08-12
total,municip,municip3049,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18659,9608,68.8,35.4,27118,Lier,2021-08-12
total,municip,municip3050,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1884,1388,69.4,51.2,2713,Flesberg,2021-08-12
total,municip,municip3051,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1043,563,75.3,40.6,1386,Rollag,2021-08-12
total,municip,municip3052,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1645,931,68.2,38.6,2412,Nore og Uvdal,2021-08-12
total,municip,municip3053,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4887,2829,71.2,41.2,6867,Jevnaker,2021-08-12
total,municip,municip3054,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6326,3642,69.8,40.2,9062,Lunner,2021-08-12
total,municip,municip3401,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13198,8482,73.9,47.5,17851,Kongsvinger,2021-08-12
total,municip,municip3403,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,23075,12124,73.2,38.5,31509,Hamar,2021-08-12
total,municip,municip3405,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20807,11920,73,41.8,28493,Lillehammer,2021-08-12
total,municip,municip3407,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21860,10972,71.9,36.1,30395,Gjøvik,2021-08-12
total,municip,municip3411,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24155,12102,69.2,34.7,34897,Ringsaker,2021-08-12
total,municip,municip3412,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5376,3077,70.5,40.4,7625,Løten,2021-08-12
total,municip,municip3413,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14707,8021,69.8,38.1,21072,Stange,2021-08-12
total,municip,municip3414,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3688,2217,73.2,44,5038,Nord-Odal,2021-08-12
total,municip,municip3415,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5490,3339,69.4,42.2,7914,Sør-Odal,2021-08-12
total,municip,municip3416,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4757,3320,78,54.4,6099,Eidskog,2021-08-12
total,municip,municip3417,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3401,2169,74.8,47.7,4545,Grue,2021-08-12
total,municip,municip3418,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5246,3233,72.6,44.7,7227,Åsnes,2021-08-12
total,municip,municip3419,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2599,1635,72.5,45.6,3587,Våler,2021-08-12
total,municip,municip3420,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15137,8818,71.1,41.4,21292,Elverum,2021-08-12
total,municip,municip3421,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4890,3063,74.3,46.6,6580,Trysil,2021-08-12
total,municip,municip3422,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3088,1870,71.2,43.1,4338,Åmot,2021-08-12
total,municip,municip3423,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1660,1044,69.8,43.9,2378,Stor-Elvdal,2021-08-12
total,municip,municip3424,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1339,819,76.9,47,1741,Rendalen,2021-08-12
total,municip,municip3425,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,960,540,76.8,43.2,1250,Engerdal,2021-08-12
total,municip,municip3426,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1073,574,68.7,36.7,1563,Tolga,2021-08-12
total,municip,municip3427,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4113,2935,74.3,53,5537,Tynset,2021-08-12
total,municip,municip3428,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1744,1002,72.5,41.7,2405,Alvdal,2021-08-12
total,municip,municip3429,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1199,647,79,42.6,1518,Folldal,2021-08-12
total,municip,municip3430,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1363,709,72.9,37.9,1870,Os,2021-08-12
total,municip,municip3431,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1778,1005,70.8,40,2512,Dovre,2021-08-12
total,municip,municip3432,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1392,684,70.3,34.5,1980,Lesja,2021-08-12
total,municip,municip3433,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1537,856,70.4,39.2,2183,Skjåk,2021-08-12
total,municip,municip3434,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1719,1025,78,46.5,2204,Lom,2021-08-12
total,municip,municip3435,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2590,1473,72.7,41.3,3564,Vågå,2021-08-12
total,municip,municip3436,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3479,2242,61,39.3,5705,Nord-Fron,2021-08-12
total,municip,municip3437,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4082,2338,73,41.8,5592,Sel,2021-08-12
total,municip,municip3438,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2095,1104,68.4,36,3064,Sør-Fron,2021-08-12
total,municip,municip3439,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3161,2148,71.7,48.7,4408,Ringebu,2021-08-12
total,municip,municip3440,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3469,2030,68.1,39.9,5093,Øyer,2021-08-12
total,municip,municip3441,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4453,2196,73.9,36.5,6023,Gausdal,2021-08-12
total,municip,municip3442,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10390,5964,69.9,40.1,14871,Østre Toten,2021-08-12
total,municip,municip3443,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9969,5007,74.1,37.2,13459,Vestre Toten,2021-08-12
total,municip,municip3446,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9751,5541,71.6,40.7,13611,Gran,2021-08-12
total,municip,municip3447,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4091,2216,73.3,39.7,5579,Søndre Land,2021-08-12
total,municip,municip3448,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4781,2392,72.6,36.3,6581,Nordre Land,2021-08-12
total,municip,municip3449,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2118,1402,72.9,48.3,2904,Sør-Aurdal,2021-08-12
