location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name
county03,1900-01-01,14653,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,693494,2112.92383207353,Oslo
county11,1900-01-01,2664,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,479892,555.124903103198,Rogaland
county15,1900-01-01,1001,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265238,377.396903912712,Møre og Romsdal
county18,1900-01-01,742,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241235,307.583891226398,Nordland
county30,1900-01-01,17016,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1241165,1370.97001607361,Viken
county34,1900-01-01,2902,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371385,781.39935646297,Innlandet
county38,1900-01-01,2483,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,419396,592.041888811529,Vestfold og Telemark
county42,1900-01-01,1266,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,307231,412.067792638113,Agder
county46,1900-01-01,5764,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,636531,905.533273320545,Vestland
county50,1900-01-01,2802,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,468702,597.82121689261,Trøndelag
county54,1900-01-01,1058,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,243311,434.83443000933,Troms og Finnmark
municip0301,1900-01-01,14651,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,693494,2112.635437365,Oslo
municip1101,1900-01-01,76,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14811,513.132131523867,Eigersund
municip1103,1900-01-01,1025,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,143574,713.917561675512,Stavanger
municip1106,1900-01-01,218,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37357,583.558636935514,Haugesund
municip1108,1900-01-01,368,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,79537,462.677747463445,Sandnes
municip1111,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3280,335.365853658537,Sokndal
municip1112,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3202,281.07432854466,Lund
municip1114,1900-01-01,7,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2787,251.166128453534,Bjerkreim
municip1119,1900-01-01,61,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18991,321.204781212153,Hå
municip1120,1900-01-01,117,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19588,597.304472125791,Klepp
municip1121,1900-01-01,73,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18916,385.916684288433,Time
municip1122,1900-01-01,72,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12002,599.900016663889,Gjesdal
municip1124,1900-01-01,179,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,27153,659.227341361912,Sola
municip1127,1900-01-01,59,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11221,525.79983958649,Randaberg
municip1130,1900-01-01,60,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12968,462.677359654534,Strand
municip1133,1900-01-01,16,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2574,621.600621600622,Hjelmeland
municip1134,1900-01-01,8,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3804,210.304942166141,Suldal
municip1135,1900-01-01,7,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4595,152.33949945593,Sauda
municip1144,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,517,0,Kvitsøy
municip1145,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,852,117.370892018779,Bokn
municip1146,1900-01-01,48,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11065,433.800271125169,Tysvær
municip1149,1900-01-01,158,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,42186,374.531835205993,Karmøy
municip1151,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,198,0,Utsira
municip1160,1900-01-01,88,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8714,1009.86917603856,Vindafjord
municip1505,1900-01-01,138,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,24179,570.743206915092,Kristiansund
municip1506,1900-01-01,141,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,31967,441.079863609347,Molde
municip1507,1900-01-01,262,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,66258,395.423948806182,Ålesund
municip1511,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3117,352.903432787937,Vanylven
municip1514,1900-01-01,20,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2461,812.677773262901,Sande
municip1515,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8900,123.595505617978,Herøy
municip1516,1900-01-01,65,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8571,758.371251895928,Ulstein
municip1517,1900-01-01,8,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5175,154.589371980676,Hareid
municip1520,1900-01-01,28,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,10825,258.660508083141,Ørsta
municip1525,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4523,132.6553172673,Stranda
municip1528,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7625,52.4590163934426,Sykkylven
municip1531,1900-01-01,112,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,9310,1203.00751879699,Sula
municip1532,1900-01-01,14,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8462,165.445521153392,Giske
municip1535,1900-01-01,14,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,6532,214.329454990814,Vestnes
municip1539,1900-01-01,16,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7468,214.247455811462,Rauma
municip1547,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3509,113.992590481619,Aukra
municip1554,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5788,103.662750518314,Averøy
municip1557,1900-01-01,7,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2629,266.260935717003,Gjemnes
municip1560,1900-01-01,2,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3025,66.1157024793388,Tingvoll
municip1563,1900-01-01,8,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7036,113.700966458215,Sunndal
municip1566,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5920,152.027027027027,Surnadal
municip1573,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2150,186.046511627907,Smøla
municip1576,1900-01-01,18,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3507,513.259195893927,Aure
municip1577,1900-01-01,53,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,10473,506.063210159458,Volda
municip1578,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2549,235.386426049431,Fjord
municip1579,1900-01-01,30,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,13279,225.920626553204,Hustadvika
municip1804,1900-01-01,182,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,52357,347.613499627557,Bodø
municip1806,1900-01-01,26,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,21845,119.020370794232,Narvik
municip1811,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1426,70.1262272089762,Bindal
municip1812,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1975,253.164556962025,Sømna
municip1813,1900-01-01,10,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7917,126.310471138057,Brønnøy
municip1815,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1200,333.333333333333,Vega
municip1816,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,462,0,Vevelstad
municip1818,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1777,337.647720877884,Herøy
municip1820,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7447,120.854035181952,Alstahaug
municip1822,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2294,174.3679163034,Leirfjord
municip1824,1900-01-01,14,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,13278,105.437565898479,Vefsn
municip1825,1900-01-01,3,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1482,202.429149797571,Grane
municip1826,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1297,0,Hattfjelldal
municip1827,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1371,802.334062727936,Dønna
municip1828,1900-01-01,2,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1761,113.571834185122,Nesna
municip1832,1900-01-01,3,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4454,67.3551863493489,Hemnes
municip1833,1900-01-01,169,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,26184,645.432325084021,Rana
municip1834,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1890,264.550264550265,Lurøy
