granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,541551,486996,108250,77.7,69.9,15.5,697010,Oslo,2021-12-15
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,365248,333441,83708,75.7,69.1,17.3,482645,Rogaland,2021-12-15
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,210951,194822,58188,79.4,73.4,21.9,265544,Møre og Romsdal,2021-12-15
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192608,177506,49317,80.1,73.9,20.5,240345,Nordland,2021-12-15
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,984528,890333,247143,78.6,71.1,19.7,1252384,Viken,2021-12-15
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,302495,279573,85426,81.6,75.4,23.1,370603,Innlandet,2021-12-15
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,337579,309809,97384,80,73.4,23.1,421882,Vestfold og Telemark,2021-12-15
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,242175,221322,60947,78.4,71.7,19.7,308843,Agder,2021-12-15
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,498394,452917,125378,78,70.9,19.6,638821,Vestland,2021-12-15
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,380055,350406,92306,80.7,74.4,19.6,471124,Trøndelag,2021-12-15
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,190318,174900,51492,78.6,72.2,21.3,242168,Troms og Finnmark,2021-12-15
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,541541,486989,108246,77.7,69.9,15.5,697010,Oslo,2021-12-15
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11657,10774,3223,78.8,72.9,21.8,14787,Eigersund,2021-12-15
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,111156,101411,23505,77.1,70.4,16.3,144147,Stavanger,2021-12-15
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28100,25580,6187,75.3,68.5,16.6,37323,Haugesund,2021-12-15
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59394,54511,13517,73.8,67.8,16.8,80450,Sandnes,2021-12-15
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2441,2252,760,74.9,69.1,23.3,3257,Sokndal,2021-12-15
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2362,2207,497,74.4,69.5,15.7,3174,Lund,2021-12-15
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2143,1968,640,76.8,70.5,22.9,2791,Bjerkreim,2021-12-15
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13741,12428,3295,71.9,65,17.2,19120,Hå,2021-12-15
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14739,13304,3182,74.3,67,16,19848,Klepp,2021-12-15
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14341,13074,3230,75.1,68.4,16.9,19106,Time,2021-12-15
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8682,7941,1664,72,65.8,13.8,12064,Gjesdal,2021-12-15
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20788,18909,3999,75.7,68.9,14.6,27457,Sola,2021-12-15
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8890,8060,2235,78.6,71.2,19.8,11315,Randaberg,2021-12-15
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10113,9203,2378,77.4,70.4,18.2,13070,Strand,2021-12-15
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1975,1791,341,76.6,69.4,13.2,2580,Hjelmeland,2021-12-15
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2982,2736,887,78.3,71.8,23.3,3809,Suldal,2021-12-15
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3643,3363,973,79.9,73.7,21.3,4561,Sauda,2021-12-15
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,425,400,155,83.8,78.9,30.6,507,Kvitsøy,2021-12-15
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,702,656,229,81.7,76.4,26.7,859,Bokn,2021-12-15
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8424,7600,2248,75.4,68,20.1,11178,Tysvær,2021-12-15
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31721,29008,8750,74.9,68.5,20.7,42345,Karmøy,2021-12-15
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,83,85.4,83.9,43.2,192,Utsira,2021-12-15
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6658,6098,1728,76.5,70.1,19.9,8705,Vindafjord,2021-12-15
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19491,18040,6275,80.9,74.9,26,24099,Kristiansund,2021-12-15
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26086,24176,7054,81.9,75.9,22.1,31870,Molde,2021-12-15
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,51980,47907,13958,78,71.9,20.9,66670,Ålesund,2021-12-15
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2544,2401,813,82.5,77.9,26.4,3083,Vanylven,2021-12-15
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1856,1711,601,75.9,70,24.6,2445,Sande,2021-12-15
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6811,6293,2116,76.9,71,23.9,8858,Herøy,2021-12-15
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6629,6047,1543,77.3,70.5,18,8575,Ulstein,2021-12-15
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3762,3500,724,73.2,68.1,14.1,5140,Hareid,2021-12-15
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8551,7878,2183,79,72.7,20.2,10830,Ørsta,2021-12-15
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3602,3338,848,80.4,74.5,18.9,4482,Stranda,2021-12-15
