granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550449,513533,358556,20709,78.7,73.4,51.2,3,699827,Oslo,2022-08-18
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372541,346104,252810,21615,76.7,71.2,52,4.4,485797,Rogaland,2022-08-18
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214457,201426,154948,10489,80.7,75.8,58.3,3.9,265848,Møre og Romsdal,2022-08-18
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195285,183314,134474,7472,81.3,76.3,56,3.1,240190,Nordland,2022-08-18
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001239,931093,694290,58647,78.9,73.4,54.7,4.6,1269230,Viken,2022-08-18
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306279,288218,219956,13703,82.5,77.6,59.2,3.7,371253,Innlandet,2022-08-18
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342203,320258,240496,21052,80.6,75.4,56.6,5,424832,Vestfold og Telemark,2022-08-18
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245705,228575,168658,12879,79,73.5,54.2,4.1,311134,Agder,2022-08-18
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506150,470524,351522,28804,78.9,73.4,54.8,4.5,641292,Vestland,2022-08-18
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385126,360964,270999,18985,81.2,76.1,57.2,4,474131,Trøndelag,2022-08-18
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192110,179980,127558,7584,79.5,74.5,52.8,3.1,241736,Troms og Finnmark,2022-08-18
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550441,513526,358552,20709,78.7,73.4,51.2,3,699827,Oslo,2022-08-18
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11881,11172,9230,887,80,75.2,62.1,6,14860,Eigersund,2022-08-18
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113036,105105,75997,4288,78.1,72.6,52.5,3,144699,Stavanger,2022-08-18
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28690,26679,19105,966,76.6,71.3,51,2.6,37444,Haugesund,2022-08-18
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60623,56470,42474,5779,74.6,69.5,52.2,7.1,81305,Sandnes,2022-08-18
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2506,2358,1797,277,76.4,71.9,54.8,8.4,3281,Sokndal,2022-08-18
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2428,2294,1796,154,76.4,72.2,56.5,4.8,3178,Lund,2022-08-18
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2198,2063,1535,172,78.8,74,55,6.2,2789,Bjerkreim,2022-08-18
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14067,12950,9106,410,72.9,67.1,47.2,2.1,19296,Hå,2022-08-18
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15124,13930,9291,351,75,69.1,46.1,1.7,20163,Klepp,2022-08-18
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14706,13636,9159,1587,76,70.5,47.3,8.2,19353,Time,2022-08-18
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8822,8177,6297,303,72.7,67.4,51.9,2.5,12131,Gjesdal,2022-08-18
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21207,19670,13895,432,76.9,71.4,50.4,1.6,27568,Sola,2022-08-18
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9077,8376,6021,407,79.2,73.1,52.6,3.6,11454,Randaberg,2022-08-18
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10312,9523,7143,438,77.7,71.8,53.8,3.3,13268,Strand,2022-08-18
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2033,1897,1383,157,80.2,74.9,54.6,6.2,2534,Hjelmeland,2022-08-18
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3032,2827,2383,237,80.1,74.7,63,6.3,3784,Suldal,2022-08-18
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3671,3414,2677,107,81.1,75.4,59.2,2.4,4525,Sauda,2022-08-18
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,428,402,342,36,81.8,76.9,65.4,6.9,523,Kvitsøy,2022-08-18
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,709,684,510,83,82.9,80,59.6,9.7,855,Bokn,2022-08-18
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8592,7843,5555,510,76.1,69.5,49.2,4.5,11283,Tysvær,2022-08-18
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32322,30037,22114,3564,76,70.6,52,8.4,42541,Karmøy,2022-08-18
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,172,169,155,27,91.5,89.9,82.4,14.4,188,Utsira,2022-08-18
