granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549755,512838,357971,17793,78.6,73.3,51.2,2.5,699827,Oslo,2022-08-11
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372802,346341,252790,14981,76.7,71.3,52,3.1,485797,Rogaland,2022-08-11
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214570,201522,154879,8751,80.7,75.8,58.3,3.3,265848,Møre og Romsdal,2022-08-11
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195440,183443,134459,6678,81.4,76.4,56,2.8,240190,Nordland,2022-08-11
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001633,931482,694160,44615,78.9,73.4,54.7,3.5,1269230,Viken,2022-08-11
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306376,288313,219925,11167,82.5,77.7,59.2,3,371253,Innlandet,2022-08-11
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342329,320394,240409,17408,80.6,75.4,56.6,4.1,424832,Vestfold og Telemark,2022-08-11
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245431,228296,168370,11011,78.9,73.4,54.1,3.5,311134,Agder,2022-08-11
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506057,470420,351235,23169,78.9,73.4,54.8,3.6,641292,Vestland,2022-08-11
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384967,360783,270715,16826,81.2,76.1,57.1,3.5,474131,Trøndelag,2022-08-11
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192261,180119,127545,5467,79.5,74.5,52.8,2.3,241736,Troms og Finnmark,2022-08-11
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549747,512831,357967,17793,78.6,73.3,51.2,2.5,699827,Oslo,2022-08-11
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11887,11179,9232,844,80,75.2,62.1,5.7,14860,Eigersund,2022-08-11
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113073,105138,75978,3544,78.1,72.7,52.5,2.4,144699,Stavanger,2022-08-11
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28717,26705,19115,868,76.7,71.3,51,2.3,37444,Haugesund,2022-08-11
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60679,56523,42474,2674,74.6,69.5,52.2,3.3,81305,Sandnes,2022-08-11
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2509,2360,1799,276,76.5,71.9,54.8,8.4,3281,Sokndal,2022-08-11
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2432,2297,1799,102,76.5,72.3,56.6,3.2,3178,Lund,2022-08-11
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2201,2066,1537,169,78.9,74.1,55.1,6.1,2789,Bjerkreim,2022-08-11
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14085,12966,9115,348,73,67.2,47.2,1.8,19296,Hå,2022-08-11
