granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549408,511581,353109,78.5,73.1,50.5,699827,Oslo,2022-06-08
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372591,345667,250501,76.7,71.2,51.6,485797,Rogaland,2022-06-08
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214617,201363,153904,80.7,75.7,57.9,265848,Møre og Romsdal,2022-06-08
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195738,183494,133525,81.5,76.4,55.6,240190,Nordland,2022-06-08
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,998416,926990,686058,78.7,73,54.1,1269230,Viken,2022-06-08
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306434,288156,218618,82.5,77.6,58.9,371253,Innlandet,2022-06-08
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341705,319462,238366,80.4,75.2,56.1,424832,Vestfold og Telemark,2022-06-08
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245310,227973,167048,78.8,73.3,53.7,311134,Agder,2022-06-08
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506191,469907,348271,78.9,73.3,54.3,641292,Vestland,2022-06-08
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385438,360916,268273,81.3,76.1,56.6,474131,Trøndelag,2022-06-08
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192901,180418,126509,79.8,74.6,52.3,241736,Troms og Finnmark,2022-06-08
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549400,511575,353105,78.5,73.1,50.5,699827,Oslo,2022-06-08
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11883,11177,9196,80,75.2,61.9,14860,Eigersund,2022-06-08
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113149,105013,75115,78.2,72.6,51.9,144699,Stavanger,2022-06-08
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28724,26656,18909,76.7,71.2,50.5,37444,Haugesund,2022-06-08
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60586,56368,42196,74.5,69.3,51.9,81305,Sandnes,2022-06-08
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2498,2348,1781,76.1,71.6,54.3,3281,Sokndal,2022-06-08
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2428,2290,1792,76.4,72.1,56.4,3178,Lund,2022-06-08
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2185,2052,1520,78.3,73.6,54.5,2789,Bjerkreim,2022-06-08
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14056,12926,9020,72.8,67,46.7,19296,Hå,2022-06-08
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15104,13901,9209,74.9,68.9,45.7,20163,Klepp,2022-06-08
