granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,490591,280541,70.4,40.2,697010,Oslo,2021-08-16
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,318540,176786,66,36.6,482645,Rogaland,2021-08-16
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,184042,106759,69.3,40.2,265544,Møre og Romsdal,2021-08-16
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,167299,97480,69.6,40.6,240345,Nordland,2021-08-16
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,874943,515683,69.9,41.2,1252384,Viken,2021-08-16
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,269131,158876,72.6,42.9,370603,Innlandet,2021-08-16
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,300301,184198,71.2,43.7,421882,Vestfold og Telemark,2021-08-16
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,213037,140981,69,45.6,308843,Agder,2021-08-16
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,439697,276934,68.8,43.4,638821,Vestland,2021-08-16
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,335385,183686,71.2,39,471124,Trøndelag,2021-08-16
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,165589,96258,68.4,39.7,242168,Troms og Finnmark,2021-08-16
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,490584,280535,70.4,40.2,697010,Oslo,2021-08-16
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10022,5923,67.8,40.1,14787,Eigersund,2021-08-16
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,97460,50894,67.6,35.3,144147,Stavanger,2021-08-16
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,23874,13757,64,36.9,37323,Haugesund,2021-08-16
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52473,29134,65.2,36.2,80450,Sandnes,2021-08-16
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2138,1570,65.6,48.2,3257,Sokndal,2021-08-16
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2111,1336,66.5,42.1,3174,Lund,2021-08-16
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1845,1268,66.1,45.4,2791,Bjerkreim,2021-08-16
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11724,6571,61.3,34.4,19120,Hå,2021-08-16
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12375,6464,62.3,32.6,19848,Klepp,2021-08-16
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12546,6898,65.7,36.1,19106,Time,2021-08-16
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7418,4250,61.5,35.2,12064,Gjesdal,2021-08-16
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18013,8874,65.6,32.3,27457,Sola,2021-08-16
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7567,3731,66.9,33,11315,Randaberg,2021-08-16
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8760,4435,67,33.9,13070,Strand,2021-08-16
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1767,1170,68.5,45.3,2580,Hjelmeland,2021-08-16
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2631,1732,69.1,45.5,3809,Suldal,2021-08-16
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3211,1642,70.4,36,4561,Sauda,2021-08-16
