granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548024,507922,340156,78.6,72.9,48.8,697010,Oslo,2022-03-01
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371939,344192,245028,77.1,71.3,50.8,482645,Rogaland,2022-03-01
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214433,200721,150647,80.8,75.6,56.7,265544,Møre og Romsdal,2022-03-01
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195768,183081,130784,81.5,76.2,54.4,240345,Nordland,2022-03-01
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,994890,920812,668841,79.4,73.5,53.4,1252384,Viken,2022-03-01
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306038,287107,215097,82.6,77.5,58,370603,Innlandet,2022-03-01
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341064,318029,233652,80.8,75.4,55.4,421882,Vestfold og Telemark,2022-03-01
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244919,227034,163910,79.3,73.5,53.1,308843,Agder,2022-03-01
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505482,468146,341741,79.1,73.3,53.5,638821,Vestland,2022-03-01
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384862,359676,262105,81.7,76.3,55.6,471124,Trøndelag,2022-03-01
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192771,179898,123332,79.6,74.3,50.9,242168,Troms og Finnmark,2022-03-01
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548014,507915,340151,78.6,72.9,48.8,697010,Oslo,2022-03-01
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11874,11143,9073,80.3,75.4,61.4,14787,Eigersund,2022-03-01
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113091,104619,73008,78.5,72.6,50.6,144147,Stavanger,2022-03-01
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28647,26507,18356,76.8,71,49.2,37323,Haugesund,2022-03-01
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60394,56063,41641,75.1,69.7,51.8,80450,Sandnes,2022-03-01
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2480,2328,1757,76.1,71.5,53.9,3257,Sokndal,2022-03-01
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2421,2280,1768,76.3,71.8,55.7,3174,Lund,2022-03-01
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2183,2045,1500,78.2,73.3,53.7,2791,Bjerkreim,2022-03-01
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14028,12890,8885,73.4,67.4,46.5,19120,Hå,2022-03-01
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15030,13797,8993,75.7,69.5,45.3,19848,Klepp,2022-03-01
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14663,13554,8805,76.7,70.9,46.1,19106,Time,2022-03-01
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8850,8179,6087,73.4,67.8,50.5,12064,Gjesdal,2022-03-01
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21160,19518,13356,77.1,71.1,48.6,27457,Sola,2022-03-01
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9051,8303,5786,80,73.4,51.1,11315,Randaberg,2022-03-01
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10285,9468,6977,78.7,72.4,53.4,13070,Strand,2022-03-01
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2023,1888,1360,78.4,73.2,52.7,2580,Hjelmeland,2022-03-01
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3044,2832,2360,79.9,74.4,62,3809,Suldal,2022-03-01
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3677,3411,2610,80.6,74.8,57.2,4561,Sauda,2022-03-01
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,427,403,338,84.2,79.5,66.7,507,Kvitsøy,2022-03-01
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,701,677,493,81.6,78.8,57.4,859,Bokn,2022-03-01
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8563,7796,5393,76.6,69.7,48.2,11178,Tysvær,2022-03-01
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32258,29900,21612,76.2,70.6,51,42345,Karmøy,2022-03-01
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,166,162,149,86.5,84.4,77.6,192,Utsira,2022-03-01
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6752,6268,4670,77.6,72,53.6,8705,Vindafjord,2022-03-01
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19821,18855,14498,82.2,78.2,60.2,24099,Kristiansund,2022-03-01
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26411,24747,18506,82.9,77.6,58.1,31870,Molde,2022-03-01
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52850,49126,34421,79.3,73.7,51.6,66670,Ålesund,2022-03-01
