granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,535347,472638,76.8,67.8,697010,Oslo,2021-11-05
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,360039,321988,74.6,66.7,482645,Rogaland,2021-11-05
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,208415,187635,78.5,70.7,265544,Møre og Romsdal,2021-11-05
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,190253,170451,79.2,70.9,240345,Nordland,2021-11-05
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,973481,859642,77.7,68.6,1252384,Viken,2021-11-05
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,299389,270882,80.8,73.1,370603,Innlandet,2021-11-05
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,334043,299899,79.2,71.1,421882,Vestfold og Telemark,2021-11-05
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,239697,213759,77.6,69.2,308843,Agder,2021-11-05
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,492094,437288,77,68.5,638821,Vestland,2021-11-05
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,376481,339915,79.9,72.1,471124,Trøndelag,2021-11-05
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,187175,168800,77.3,69.7,242168,Troms og Finnmark,2021-11-05
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,535337,472631,76.8,67.8,697010,Oslo,2021-11-05
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11518,10399,77.9,70.3,14787,Eigersund,2021-11-05
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,109436,97408,75.9,67.6,144147,Stavanger,2021-11-05
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27755,25030,74.4,67.1,37323,Haugesund,2021-11-05
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58713,52661,73,65.5,80450,Sandnes,2021-11-05
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2411,2187,74,67.1,3257,Sokndal,2021-11-05
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2344,2145,73.9,67.6,3174,Lund,2021-11-05
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2128,1894,76.2,67.9,2791,Bjerkreim,2021-11-05
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13533,12054,70.8,63,19120,Hå,2021-11-05
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14480,12956,73,65.3,19848,Klepp,2021-11-05
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14109,12760,73.8,66.8,19106,Time,2021-11-05
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8587,7673,71.2,63.6,12064,Gjesdal,2021-11-05
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20518,18404,74.7,67,27457,Sola,2021-11-05
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8735,7665,77.2,67.7,11315,Randaberg,2021-11-05
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9972,8806,76.3,67.4,13070,Strand,2021-11-05
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1954,1758,75.7,68.1,2580,Hjelmeland,2021-11-05
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2950,2629,77.4,69,3809,Suldal,2021-11-05
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3603,3204,79,70.2,4561,Sauda,2021-11-05
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,418,389,82.4,76.7,507,Kvitsøy,2021-11-05
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,694,641,80.8,74.6,859,Bokn,2021-11-05
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8298,7138,74.2,63.9,11178,Tysvær,2021-11-05
