granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,517194,443717,74.2,63.7,697010,Oslo,2021-09-16
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342236,299708,70.9,62.1,482645,Rogaland,2021-09-16
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,199034,173520,75,65.3,265544,Møre og Romsdal,2021-09-16
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,179580,156516,74.7,65.1,240345,Nordland,2021-09-16
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,934316,818848,74.6,65.4,1252384,Viken,2021-09-16
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,285793,256224,77.1,69.1,370603,Innlandet,2021-09-16
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,319934,285064,75.8,67.6,421882,Vestfold og Telemark,2021-09-16
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,227180,204437,73.6,66.2,308843,Agder,2021-09-16
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,470661,410539,73.7,64.3,638821,Vestland,2021-09-16
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,356381,304515,75.6,64.6,471124,Trøndelag,2021-09-16
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,177710,154302,73.4,63.7,242168,Troms og Finnmark,2021-09-16
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,517185,443711,74.2,63.7,697010,Oslo,2021-09-16
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11029,9871,74.6,66.8,14787,Eigersund,2021-09-16
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,102234,91862,70.9,63.7,144147,Stavanger,2021-09-16
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26671,21390,71.5,57.3,37323,Haugesund,2021-09-16
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,56922,50428,70.8,62.7,80450,Sandnes,2021-09-16
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2273,2084,69.8,64,3257,Sokndal,2021-09-16
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2254,2090,71,65.8,3174,Lund,2021-09-16
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2103,1805,75.3,64.7,2791,Bjerkreim,2021-09-16
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12594,11365,65.9,59.4,19120,Hå,2021-09-16
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13501,10832,68,54.6,19848,Klepp,2021-09-16
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13295,11556,69.6,60.5,19106,Time,2021-09-16
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8041,6969,66.7,57.8,12064,Gjesdal,2021-09-16
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19689,16825,71.7,61.3,27457,Sola,2021-09-16
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8136,6902,71.9,61,11315,Randaberg,2021-09-16
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9508,8277,72.7,63.3,13070,Strand,2021-09-16
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1930,1621,74.8,62.8,2580,Hjelmeland,2021-09-16
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2797,2549,73.4,66.9,3809,Suldal,2021-09-16
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3580,3085,78.5,67.6,4561,Sauda,2021-09-16
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,398,363,78.5,71.6,507,Kvitsøy,2021-09-16
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,677,604,78.8,70.3,859,Bokn,2021-09-16
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7794,6809,69.7,60.9,11178,Tysvær,2021-09-16
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,30413,26948,71.8,63.6,42345,Karmøy,2021-09-16
