granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,4100,69,6.99348411967387,0.117695220550609,58626,Oslo,2021-09-17
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5163,908,81.1792452830189,14.2767295597484,6360,Oslo,2021-09-17
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,28744,23688,91.9337299302757,75.7628094415659,31266,Oslo,2021-09-17
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,88603,73033,85.5034981905911,70.4781664656212,103625,Oslo,2021-09-17
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21502,18870,89.8049534310655,78.8121789249468,23943,Oslo,2021-09-17
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39366,36325,92.5431379002304,85.39423574216,42538,Oslo,2021-09-17
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32105,30543,94.5711087545658,89.9699540473666,33948,Oslo,2021-09-17
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24584,23890,94.5611200861605,91.8916839756904,25998,Oslo,2021-09-17
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14786,14701,96.4828711256118,95.9282218597064,15325,Oslo,2021-09-17
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7025,6907,90.8679342905187,89.3416116931833,7731,Oslo,2021-09-17
total,county,county03,2020,00-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,4074,72,6.65175437164269,0.117556778291182,61247,Oslo,2021-09-17
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,4964,895,75.4751406416299,13.608027976281,6577,Oslo,2021-09-17
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,23894,18964,84.9413437611091,67.4155705652329,28130,Oslo,2021-09-17
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,87529,72347,83.8416444759478,69.2992202915765,104398,Oslo,2021-09-17
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22307,19552,84.2409365558912,73.8368580060423,26480,Oslo,2021-09-17
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,40854,37676,88.5896435076763,81.6983259606211,46116,Oslo,2021-09-17
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32076,30256,92.5206957224033,87.2710490640053,34669,Oslo,2021-09-17
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22645,21878,93.6750227517167,90.5021924381567,24174,Oslo,2021-09-17
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11970,11962,97.818092669772,97.7527171692408,12237,Oslo,2021-09-17
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3303,3259,91.1927112092766,89.9779127553838,3622,Oslo,2021-09-17
