granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550498,513594,358764,24977,78.7,73.4,51.3,3.6,699827,Oslo,2022-08-25
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372566,346137,253109,27973,76.7,71.3,52.1,5.8,485797,Rogaland,2022-08-25
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214464,201441,155088,14522,80.7,75.8,58.3,5.5,265848,Møre og Romsdal,2022-08-25
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195294,183332,134563,9478,81.3,76.3,56,3.9,240190,Nordland,2022-08-25
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001297,931196,694935,76938,78.9,73.4,54.8,6.1,1269230,Viken,2022-08-25
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306290,288235,220139,18144,82.5,77.6,59.3,4.9,371253,Innlandet,2022-08-25
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342224,320287,240672,25400,80.6,75.4,56.7,6,424832,Vestfold og Telemark,2022-08-25
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245718,228592,168778,16345,79,73.5,54.2,5.3,311134,Agder,2022-08-25
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506170,470561,351854,37237,78.9,73.4,54.9,5.8,641292,Vestland,2022-08-25
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385145,360987,271173,22355,81.2,76.1,57.2,4.7,474131,Trøndelag,2022-08-25
