granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,546774,504471,313597,78.4,72.4,45,697010,Oslo,2022-01-28
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371111,341920,222437,76.9,70.8,46.1,482645,Rogaland,2022-01-28
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,213587,199253,136044,80.4,75,51.2,265544,Møre og Romsdal,2022-01-28
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195122,181359,118705,81.2,75.5,49.4,240345,Nordland,2022-01-28
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,995667,917392,628746,79.5,73.3,50.2,1252384,Viken,2022-01-28
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305761,285591,198229,82.5,77.1,53.5,370603,Innlandet,2022-01-28
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341141,316742,220768,80.9,75.1,52.3,421882,Vestfold og Telemark,2022-01-28
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244895,226120,154773,79.3,73.2,50.1,308843,Agder,2022-01-28
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,504672,465098,313218,79,72.8,49,638821,Vestland,2022-01-28
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384016,356998,232372,81.5,75.8,49.3,471124,Trøndelag,2022-01-28
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192575,178810,112005,79.5,73.8,46.3,242168,Troms og Finnmark,2022-01-28
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,546765,504464,313592,78.4,72.4,45,697010,Oslo,2022-01-28
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11826,10976,8461,80,74.2,57.2,14787,Eigersund,2022-01-28
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112851,103972,63699,78.3,72.1,44.2,144147,Stavanger,2022-01-28
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28616,26354,16694,76.7,70.6,44.7,37323,Haugesund,2022-01-28
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60391,55821,38438,75.1,69.4,47.8,80450,Sandnes,2022-01-28
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2472,2315,1720,75.9,71.1,52.8,3257,Sokndal,2022-01-28
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2419,2269,1651,76.2,71.5,52,3174,Lund,2022-01-28
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2175,2027,1429,77.9,72.6,51.2,2791,Bjerkreim,2022-01-28
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13998,12796,8266,73.2,66.9,43.2,19120,Hå,2022-01-28
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15025,13743,8182,75.7,69.2,41.2,19848,Klepp,2022-01-28
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14629,13465,8111,76.6,70.5,42.5,19106,Time,2022-01-28
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8836,8121,5321,73.2,67.3,44.1,12064,Gjesdal,2022-01-28
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21113,19390,11989,76.9,70.6,43.7,27457,Sola,2022-01-28
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8995,8224,4970,79.5,72.7,43.9,11315,Randaberg,2022-01-28
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10267,9392,6506,78.6,71.9,49.8,13070,Strand,2022-01-28
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2016,1871,1302,78.1,72.5,50.5,2580,Hjelmeland,2022-01-28
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3036,2802,2286,79.7,73.6,60,3809,Suldal,2022-01-28
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3667,3400,2506,80.4,74.5,54.9,4561,Sauda,2022-01-28
