granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,539602,482730,72748,77.4,69.3,10.4,697010,Oslo,2021-12-03
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,363735,330591,54806,75.4,68.5,11.4,482645,Rogaland,2021-12-03
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,210094,193343,38670,79.1,72.8,14.6,265544,Møre og Romsdal,2021-12-03
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191927,174782,32971,79.9,72.7,13.7,240345,Nordland,2021-12-03
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,981242,881957,162790,78.3,70.4,13,1252384,Viken,2021-12-03
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,301452,277818,59047,81.3,75,15.9,370603,Innlandet,2021-12-03
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,336503,307425,67793,79.8,72.9,16.1,421882,Vestfold og Telemark,2021-12-03
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,241354,219980,35477,78.1,71.2,11.5,308843,Agder,2021-12-03
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,496426,449024,80177,77.7,70.3,12.6,638821,Vestland,2021-12-03
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,379140,347907,62981,80.5,73.8,13.4,471124,Trøndelag,2021-12-03
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189638,173647,35526,78.3,71.7,14.7,242168,Troms og Finnmark,2021-12-03
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,539592,482723,72748,77.4,69.3,10.4,697010,Oslo,2021-12-03
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11618,10746,2431,78.6,72.7,16.4,14787,Eigersund,2021-12-03
