granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,529399,455897,76,65.4,697010,Oslo,2021-09-28
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,352219,310116,73,64.3,482645,Rogaland,2021-09-28
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,203923,179621,76.8,67.6,265544,Møre og Romsdal,2021-09-28
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,185985,162835,77.4,67.8,240345,Nordland,2021-09-28
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,960710,836818,76.7,66.8,1252384,Viken,2021-09-28
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,293728,261714,79.3,70.6,370603,Innlandet,2021-09-28
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,329497,291265,78.1,69,421882,Vestfold og Telemark,2021-09-28
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,234939,209100,76.1,67.7,308843,Agder,2021-09-28
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,483852,421953,75.7,66.1,638821,Vestland,2021-09-28
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,367861,320856,78.1,68.1,471124,Trøndelag,2021-09-28
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,183136,159952,75.6,66.1,242168,Troms og Finnmark,2021-09-28
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,529389,455890,76,65.4,697010,Oslo,2021-09-28
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11278,10086,76.3,68.2,14787,Eigersund,2021-09-28
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,107514,94872,74.6,65.8,144147,Stavanger,2021-09-28
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27359,23097,73.3,61.9,37323,Haugesund,2021-09-28
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,57761,51058,71.8,63.5,80450,Sandnes,2021-09-28
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2386,2146,73.3,65.9,3257,Sokndal,2021-09-28
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2325,2107,73.3,66.4,3174,Lund,2021-09-28
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2113,1828,75.7,65.5,2791,Bjerkreim,2021-09-28
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12635,11570,66.1,60.5,19120,Hå,2021-09-28
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13771,11895,69.4,59.9,19848,Klepp,2021-09-28
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13371,12180,70,63.7,19106,Time,2021-09-28
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8107,7336,67.2,60.8,12064,Gjesdal,2021-09-28
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20284,17486,73.9,63.7,27457,Sola,2021-09-28
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8245,7207,72.9,63.7,11315,Randaberg,2021-09-28
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9906,8453,75.8,64.7,13070,Strand,2021-09-28
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1954,1690,75.7,65.5,2580,Hjelmeland,2021-09-28
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2917,2590,76.6,68,3809,Suldal,2021-09-28
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3612,3147,79.2,69,4561,Sauda,2021-09-28
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,407,370,80.3,73,507,Kvitsøy,2021-09-28
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,689,612,80.2,71.2,859,Bokn,2021-09-28
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8259,6989,73.9,62.5,11178,Tysvær,2021-09-28
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,30769,27496,72.7,64.9,42345,Karmøy,2021-09-28
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,156,84.9,81.2,192,Utsira,2021-09-28
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6387,5739,73.4,65.9,8705,Vindafjord,2021-09-28
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19239,16995,79.8,70.5,24099,Kristiansund,2021-09-28
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25532,22124,80.1,69.4,31870,Molde,2021-09-28
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,48753,43041,73.1,64.6,66670,Ålesund,2021-09-28
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2516,2279,81.6,73.9,3083,Vanylven,2021-09-28
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1834,1598,75,65.4,2445,Sande,2021-09-28
