location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name
county03,1900-01-01,14837,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,693494,2139.45614525865,Oslo
county11,1900-01-01,2750,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,479892,573.0456019271,Rogaland
county15,1900-01-01,1019,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265238,384.183261825229,Møre og Romsdal
county18,1900-01-01,752,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241235,311.72922668767,Nordland
county30,1900-01-01,17241,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1241165,1389.09814569376,Viken
county34,1900-01-01,2942,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371385,792.169850694024,Innlandet
county38,1900-01-01,2544,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,419396,606.586615036863,Vestfold og Telemark
county42,1900-01-01,1285,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,307231,418.252064407563,Agder
county46,1900-01-01,5808,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,636531,912.445741055817,Vestland
county50,1900-01-01,2903,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,468702,619.3700901639,Trøndelag
county54,1900-01-01,1067,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,243311,438.533399640789,Troms og Finnmark
municip0301,1900-01-01,14835,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,693494,2139.16775055011,Oslo
municip1101,1900-01-01,78,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14811,526.635608669232,Eigersund
municip1103,1900-01-01,1047,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,143574,729.240670316353,Stavanger
municip1106,1900-01-01,222,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37357,594.266134860936,Haugesund
municip1108,1900-01-01,391,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,79537,491.59510667991,Sandnes
municip1111,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3280,335.365853658537,Sokndal
municip1112,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3202,281.07432854466,Lund
