granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,543352,491832,159789,78,70.6,22.9,697010,Oslo,2021-12-29
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,367554,335976,116864,76.2,69.6,24.2,482645,Rogaland,2021-12-29
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,211981,195822,78387,79.8,73.7,29.5,265544,Møre og Romsdal,2021-12-29
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,193579,178808,69869,80.5,74.4,29.1,240345,Nordland,2021-12-29
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,988973,898774,347989,79,71.8,27.8,1252384,Viken,2021-12-29
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,303989,281468,119463,82,75.9,32.2,370603,Innlandet,2021-12-29
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,339154,312104,131163,80.4,74,31.1,421882,Vestfold og Telemark,2021-12-29
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,243328,222800,90373,78.8,72.1,29.3,308843,Agder,2021-12-29
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,501011,457323,181440,78.4,71.6,28.4,638821,Vestland,2021-12-29
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,381599,352719,128869,81,74.9,27.4,471124,Trøndelag,2021-12-29
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191275,176321,68440,79,72.8,28.3,242168,Troms og Finnmark,2021-12-29
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,543343,491826,159785,78,70.6,22.9,697010,Oslo,2021-12-29
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11732,10820,4524,79.3,73.2,30.6,14787,Eigersund,2021-12-29
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,111823,102161,32338,77.6,70.9,22.4,144147,Stavanger,2021-12-29
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28257,25734,8725,75.7,68.9,23.4,37323,Haugesund,2021-12-29
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59760,55036,19215,74.3,68.4,23.9,80450,Sandnes,2021-12-29
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2458,2265,1174,75.5,69.5,36,3257,Sokndal,2021-12-29
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2383,2231,920,75.1,70.3,29,3174,Lund,2021-12-29
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2157,1976,989,77.3,70.8,35.4,2791,Bjerkreim,2021-12-29
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13843,12498,4310,72.4,65.4,22.5,19120,Hå,2021-12-29
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14841,13380,4268,74.8,67.4,21.5,19848,Klepp,2021-12-29
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14456,13162,4518,75.7,68.9,23.6,19106,Time,2021-12-29
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8747,7974,2542,72.5,66.1,21.1,12064,Gjesdal,2021-12-29
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20913,19062,5653,76.2,69.4,20.6,27457,Sola,2021-12-29
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8935,8099,2710,79,71.6,24,11315,Randaberg,2021-12-29
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10179,9265,3085,77.9,70.9,23.6,13070,Strand,2021-12-29
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1994,1810,743,77.3,70.2,28.8,2580,Hjelmeland,2021-12-29
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3014,2763,1163,79.1,72.5,30.5,3809,Suldal,2021-12-29
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3655,3371,1273,80.1,73.9,27.9,4561,Sauda,2021-12-29
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,402,232,84.6,79.3,45.8,507,Kvitsøy,2021-12-29
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,700,659,326,81.5,76.7,38,859,Bokn,2021-12-29
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8481,7659,3152,75.9,68.5,28.2,11178,Tysvær,2021-12-29
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31937,29339,12702,75.4,69.3,30,42345,Karmøy,2021-12-29
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,98,85.4,83.9,51,192,Utsira,2021-12-29
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6689,6143,2199,76.8,70.6,25.3,8705,Vindafjord,2021-12-29
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19581,18119,8079,81.3,75.2,33.5,24099,Kristiansund,2021-12-29
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26177,24305,10267,82.1,76.3,32.2,31870,Molde,2021-12-29
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52227,48081,17206,78.3,72.1,25.8,66670,Ålesund,2021-12-29
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2557,2419,1134,82.9,78.5,36.8,3083,Vanylven,2021-12-29
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1869,1736,972,76.4,71,39.8,2445,Sande,2021-12-29
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6860,6312,2821,77.4,71.3,31.8,8858,Herøy,2021-12-29
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6671,6142,2483,77.8,71.6,29,8575,Ulstein,2021-12-29
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3816,3525,1315,74.2,68.6,25.6,5140,Hareid,2021-12-29
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8599,7931,3008,79.4,73.2,27.8,10830,Ørsta,2021-12-29
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3617,3357,1418,80.7,74.9,31.6,4482,Stranda,2021-12-29
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6181,5677,2465,81.4,74.7,32.5,7596,Sykkylven,2021-12-29
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7327,6711,2647,77.9,71.3,28.1,9409,Sula,2021-12-29
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6522,5894,2107,76.7,69.3,24.8,8506,Giske,2021-12-29
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5556,5177,2003,79.9,74.4,28.8,6958,Vestnes,2021-12-29
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5612,5172,1883,79.9,73.6,26.8,7026,Rauma,2021-12-29
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2860,2602,1108,81.2,73.9,31.5,3522,Aukra,2021-12-29
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4723,4372,1730,81.3,75.3,29.8,5808,Averøy,2021-12-29
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2116,1958,871,79.6,73.7,32.8,2658,Gjemnes,2021-12-29
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2477,2329,1232,83,78,41.3,2985,Tingvoll,2021-12-29
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5879,5519,2312,84.5,79.3,33.2,6956,Sunndal,2021-12-29
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4953,4649,1993,84.3,79.2,33.9,5872,Surnadal,2021-12-29
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1743,1638,732,81.9,77,34.4,2128,Smøla,2021-12-29
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2771,2590,1012,79.9,74.7,29.2,3468,Aure,2021-12-29
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8769,8075,2832,81.3,74.9,26.3,10781,Volda,2021-12-29
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2084,1923,704,83.3,76.9,28.1,2502,Fjord,2021-12-29
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10435,9609,4054,78.4,72.2,30.4,13317,Hustadvika,2021-12-29
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42605,39132,14902,81.1,74.5,28.4,52560,Bodø,2021-12-29
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17427,16165,6265,80.5,74.6,28.9,21661,Narvik,2021-12-29
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1156,1058,478,82.7,75.7,34.2,1397,Bindal,2021-12-29
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1673,1536,522,84.1,77.2,26.2,1990,Sømna,2021-12-29
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6342,5798,1919,81.3,74.3,24.6,7803,Brønnøy,2021-12-29
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,993,914,427,84,77.3,36.1,1182,Vega,2021-12-29
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,383,361,151,82.4,77.6,32.5,465,Vevelstad,2021-12-29
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1381,1280,574,77,71.4,32,1793,Herøy,2021-12-29
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5977,5585,2688,80.8,75.5,36.4,7394,Alstahaug,2021-12-29
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1768,1618,668,77.6,71,29.3,2278,Leirfjord,2021-12-29
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10840,10076,4124,81.7,75.9,31.1,13268,Vefsn,2021-12-29
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1206,1126,441,83,77.5,30.4,1453,Grane,2021-12-29
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1087,1011,418,85.8,79.8,33,1267,Hattfjelldal,2021-12-29
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1110,1025,522,81,74.8,38.1,1371,Dønna,2021-12-29
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1344,1215,518,79,71.4,30.5,1701,Nesna,2021-12-29
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3519,3274,1321,79.5,73.9,29.8,4428,Hemnes,2021-12-29
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21112,19446,6967,80.9,74.6,26.7,26083,Rana,2021-12-29
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1479,1374,522,78.8,73.2,27.8,1876,Lurøy,2021-12-29
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,355,326,147,80.3,73.8,33.3,442,Træna,2021-12-29
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,913,836,299,75.7,69.3,24.8,1206,Rødøy,2021-12-29
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4909,4497,1732,78.6,72,27.7,6247,Meløy,2021-12-29
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1518,1426,666,79.1,74.3,34.7,1920,Gildeskål,2021-12-29
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,871,824,348,87.2,82.5,34.8,999,Beiarn,2021-12-29
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3729,3493,1595,80.5,75.4,34.4,4632,Saltdal,2021-12-29
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7943,7414,3121,82.4,76.9,32.4,9640,Fauske,2021-12-29
total,municip,municip1845,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1561,1471,592,81.6,76.9,31,1912,Sørfold,2021-12-29
total,municip,municip1848,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2074,1905,801,80.2,73.7,31,2586,Steigen,2021-12-29
total,municip,municip1851,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1646,1555,693,82.2,77.6,34.6,2003,Lødingen,2021-12-29
total,municip,municip1853,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1079,1016,457,81.5,76.7,34.5,1324,Evenes,2021-12-29
total,municip,municip1856,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,422,390,130,86.5,79.9,26.6,488,Røst,2021-12-29
total,municip,municip1857,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,536,500,278,76.8,71.6,39.8,698,Værøy,2021-12-29
total,municip,municip1859,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,996,932,363,80.5,75.3,29.3,1238,Flakstad,2021-12-29
total,municip,municip1860,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9009,8329,3124,78.2,72.3,27.1,11521,Vestvågøy,2021-12-29
total,municip,municip1865,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7642,6937,2709,79,71.7,28,9670,Vågan,2021-12-29
total,municip,municip1866,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6413,5904,2131,79.5,73.2,26.4,8065,Hadsel,2021-12-29
total,municip,municip1867,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2080,1957,918,80.7,76,35.6,2576,Bø,2021-12-29
total,municip,municip1868,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3413,3146,1027,77.3,71.2,23.3,4416,Øksnes,2021-12-29
total,municip,municip1870,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8303,7639,2481,79,72.7,23.6,10514,Sortland,2021-12-29
total,municip,municip1871,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3750,3512,1481,81.7,76.5,32.3,4588,Andøy,2021-12-29
total,municip,municip1874,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,805,750,394,81.4,75.8,39.8,989,Moskenes,2021-12-29
total,municip,municip1875,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2205,2050,953,81.6,75.9,35.3,2701,Hamarøy,2021-12-29
total,municip,municip3001,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25119,23135,8957,80,73.7,28.5,31387,Halden,2021-12-29
total,municip,municip3002,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,40699,37344,16272,81.9,75.2,32.8,49668,Moss,2021-12-29
total,municip,municip3003,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,46420,42476,21715,80.9,74,37.8,57372,Sarpsborg,2021-12-29
total,municip,municip3004,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,66203,60421,26310,79.6,72.6,31.6,83193,Fredrikstad,2021-12-29
total,municip,municip3005,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,78625,71235,27441,77.2,69.9,26.9,101859,Drammen,2021-12-29
